url,NUMBER : value,NUMBER : open,NUMBER : high,NUMBER : volume,NUMBER : 52wk high,NUMBER : 52wk low
finance/bigcharts.marketwatch.com/ITT.html,46.66,45.95,46.73,"1,300,700",69.73,31.94
finance/bigcharts.marketwatch.com/JBL.html,7.55,7.57,7.61,"2,254,400",18.78,3.10
finance/bigcharts.marketwatch.com/JKHY.html,19.09,19.02,19.12,"388,400",24.45,14.29
finance/bigcharts.marketwatch.com/JNJ.html,56.06,55.88,56.54,"11,882,300",72.76,46.25
finance/bigcharts.marketwatch.com/JCI.html,21.57,21.90,21.91,"5,372,800",36.00,8.35
finance/bigcharts.marketwatch.com/JNPR.html,23.87,23.58,23.93,"6,592,300",27.65,12.43
finance/bigcharts.marketwatch.com/KBH.html,14.09,14.36,14.50,"3,030,600",25.43,6.90
finance/bigcharts.marketwatch.com/KEI.html,3.99,4.40,4.51,"46,400",10.65,1.86
finance/bigcharts.marketwatch.com/K.html,44.55,43.85,44.61,"1,921,900",58.51,35.64
finance/bigcharts.marketwatch.com/KEY.html,6.12,5.97,6.17,"24,963,600",18.48,4.40
finance/bigcharts.marketwatch.com/KEYN.html,8.73,8.41,8.881,"27,600",14.31,6.34
finance/bigcharts.marketwatch.com/KMB.html,52.73,52.16,52.95,"1,480,300",66.66,43.05
finance/bigcharts.marketwatch.com/KLAC.html,25.88,26.36,26.57,"5,033,400",43.06,14.81
finance/bigcharts.marketwatch.com/KSS.html,46.59,46.33,46.68,"3,469,400",56.00,24.28
finance/bigcharts.marketwatch.com/KKD.html,3.44,3.38,3.45,"335,300",5.65,1.01
finance/bigcharts.marketwatch.com/KR.html,21.72,21.85,21.898,"6,422,800",30.99,19.39
finance/bigcharts.marketwatch.com/KSWS.html,8.86,8.88,8.91,"69,300",20.76,6.44
finance/bigcharts.marketwatch.com/KYO.html,76.94,77.15,77.29,"160,800",100.78,45.41
finance/bigcharts.marketwatch.com/LRCX.html,25.64,25.74,26.02,"1,990,900",40.42,14.72
finance/bigcharts.marketwatch.com/LEG.html,15.50,15.69,15.76,"1,531,600",24.595,10.03
finance/bigcharts.marketwatch.com/LEH.html,0.05,0.05,0.053,"2,248,292",28.2101,0.0055
finance/bigcharts.marketwatch.com/LXK.html,16.27,16.34,16.54,"1,431,100",37.01,14.815
finance/bigcharts.marketwatch.com/LLY.html,34.29,34.39,34.84,"5,266,100",49.78,27.21
finance/bigcharts.marketwatch.com/LNC.html,17.75,18.70,18.77,"8,809,000",59.99,4.76
finance/bigcharts.marketwatch.com/LLTC.html,23.58,23.80,23.80,"3,893,800",34.49,17.69
finance/bigcharts.marketwatch.com/LIZ.html,4.63,4.99,4.99,"1,680,500",20.14,1.46
finance/bigcharts.marketwatch.com/LMT.html,82.77,81.69,82.88,"2,313,600",120.30,57.41
finance/bigcharts.marketwatch.com/LPX.html,4.42,4.23,4.42,"1,445,800",11.75,1.03
finance/bigcharts.marketwatch.com/LOW.html,19.85,19.86,19.93,"11,532,400",28.49,13.00
finance/bigcharts.marketwatch.com/MAR.html,24.01,23.89,24.20,"3,268,900",30.27,11.8816
finance/bigcharts.marketwatch.com/MMC.html,20.64,20.55,20.66,"2,734,400",36.82,17.18
finance/bigcharts.marketwatch.com/MSO.html,3.27,3.25,3.33,"117,400",9.99,1.60
finance/bigcharts.marketwatch.com/MAS.html,9.93,9.96,10.06,"3,661,400",22.00,3.64
finance/bigcharts.marketwatch.com/MAT.html,16.28,16.27,16.43,"1,720,500",21.95,10.36
finance/bigcharts.marketwatch.com/MXIM.html,16.51,16.49,16.62,"4,515,500",22.80,10.72
finance/bigcharts.marketwatch.com/MAY.html,6.51,6.59,6.59,"5,000",9.77,4.44
finance/bigcharts.marketwatch.com/MBI.html,5.85,5.71,5.95,"2,975,200",19.08,2.17
finance/bigcharts.marketwatch.com/MDR.html,23.28,23.60,23.828,"2,842,600",64.82,5.98
finance/bigcharts.marketwatch.com/MCD.html,58.36,57.72,58.48,"7,063,100",67.00,45.79
finance/bigcharts.marketwatch.com/MHP.html,31.99,31.72,31.99,"1,315,000",47.13,17.15
finance/bigcharts.marketwatch.com/MCK.html,42.98,42.93,43.16,"2,482,300",60.45,28.27
finance/bigcharts.marketwatch.com/MEDX.html,7.28,7.21,7.39,"1,305,000",10.12,3.40
finance/bigcharts.marketwatch.com/MDT.html,33.62,33.62,33.825,"6,296,000",56.97,24.06
finance/bigcharts.marketwatch.com/MRK.html,26.08,26.12,27.07,"29,773,100",38.90,20.05
finance/bigcharts.marketwatch.com/MDP.html,28.20,28.33,28.47,"307,900",31.31,10.60
finance/bigcharts.marketwatch.com/MET.html,31.08,31.95,32.09,"6,122,300",65.50,11.37
finance/bigcharts.marketwatch.com/MGM.html,7.13,7.07,7.15,"18,007,900",43.64,1.81
finance/bigcharts.marketwatch.com/MTG.html,4.80,4.76,4.94,"1,528,300",12.50,0.6999
finance/bigcharts.marketwatch.com/MGG.html,21.10,20.68,21.15,"164,900",23.82,11.28
finance/bigcharts.marketwatch.com/MU.html,5.47,5.62,5.62,"18,814,600",7.92,1.59
finance/bigcharts.marketwatch.com/MSFT.html,23.33,22.90,23.38,"50,963,500",29.57,14.87
finance/bigcharts.marketwatch.com/MSTR.html,48.80,49.01,49.04,"33,200",75.89,30.55
finance/bigcharts.marketwatch.com/MIL.html,67.48,67.25,67.62,"383,500",76.92,43.36
finance/bigcharts.marketwatch.com/MMM.html,61.00,60.37,61.00,"3,229,000",76.53,40.87
finance/bigcharts.marketwatch.com/MOLX.html,16.56,16.74,16.74,"928,300",27.99,9.68
finance/bigcharts.marketwatch.com/JPM.html,35.13,34.86,35.44,"41,164,100",50.63,14.96
finance/bigcharts.marketwatch.com/MOT.html,6.73,6.73,6.81,"14,059,200",10.50,2.98
finance/bigcharts.marketwatch.com/MYGN.html,37.75,37.39,37.80,"1,055,700",47.08,22.275
finance/bigcharts.marketwatch.com/QQQ.html,36.65,36.67,36.719,"109,452,500",49.06,25.05
finance/bigcharts.marketwatch.com/NSM.html,13.59,14.20,14.32,"14,956,500",24.21,9.02
finance/bigcharts.marketwatch.com/NAV.html,45.89,45.73,46.15,"820,500",76.00,15.24
finance/bigcharts.marketwatch.com/NCR.html,12.74,12.72,12.76,"1,724,900",28.09,6.62
finance/bigcharts.marketwatch.com/NTAP.html,20.14,19.59,20.16,"8,988,400",26.78,10.39
finance/bigcharts.marketwatch.com/NYT.html,6.29,6.40,6.40,"513,600",16.89,3.44
finance/bigcharts.marketwatch.com/NWL.html,10.80,11.03,11.07,"4,274,500",21.38,4.51
finance/bigcharts.marketwatch.com/NEM.html,42.71,43.20,43.36,"6,272,100",53.77,21.17
finance/bigcharts.marketwatch.com/NEWP.html,6.75,6.60,6.75,"91,800",13.34,2.93
finance/bigcharts.marketwatch.com/GAS.html,35.22,34.80,35.36,"420,100",51.99,27.50
finance/bigcharts.marketwatch.com/NKE.html,56.61,56.42,56.99,"3,871,700",69.72,38.24
finance/bigcharts.marketwatch.com/NOK.html,15.68,15.69,15.69,"15,665,700",28.34,8.47
finance/bigcharts.marketwatch.com/JWN.html,20.77,20.40,20.84,"3,978,200",37.00,6.61
finance/bigcharts.marketwatch.com/NSC.html,41.23,40.39,41.40,"3,589,300",75.53,26.69
finance/bigcharts.marketwatch.com/NTRS.html,55.19,55.09,55.49,"1,522,100",88.92,33.88
finance/bigcharts.marketwatch.com/NOC.html,48.72,47.85,49.02,"1,990,000",72.87,33.81
finance/bigcharts.marketwatch.com/NOVL.html,4.15,4.07,4.18,"3,615,200",6.62,2.49
finance/bigcharts.marketwatch.com/NVLS.html,18.23,18.19,18.50,"2,569,500",23.50,10.26
finance/bigcharts.marketwatch.com/NUE.html,47.50,48.20,48.29,"4,133,900",79.24,25.25
finance/bigcharts.marketwatch.com/NVDA.html,11.51,11.40,11.55,"14,875,000",22.15,5.75
finance/bigcharts.marketwatch.com/OXY.html,68.97,69.97,69.97,"5,535,300",92.49,39.93
finance/bigcharts.marketwatch.com/ODP.html,4.80,4.88,4.91,"6,745,700",13.04,0.59
finance/bigcharts.marketwatch.com/OMC.html,32.45,32.43,32.57,"1,426,300",47.58,20.09
finance/bigcharts.marketwatch.com/OKE.html,30.00,30.09,30.18,"633,400",50.42,18.10
finance/bigcharts.marketwatch.com/ONVI.html,5.38,5.31,6.15,"11,100",6.15,2.68
finance/bigcharts.marketwatch.com/ORCL.html,20.85,20.85,21.00,"23,154,800",23.62,13.80
finance/bigcharts.marketwatch.com/OSIS.html,17.24,17.18,17.24,"88,000",25.56,10.15
finance/bigcharts.marketwatch.com/OI.html,30.16,29.94,30.33,"2,867,600",53.01,9.53
finance/bigcharts.marketwatch.com/PCAR.html,33.27,33.54,33.94,"3,841,400",48.10,20.38
finance/bigcharts.marketwatch.com/PSUN.html,3.57,3.74,3.76,"837,700",10.05,0.72
finance/bigcharts.marketwatch.com/PTV.html,21.80,21.98,22.05,"1,362,600",65.20,10.62
finance/bigcharts.marketwatch.com/PLL.html,27.14,27.47,27.56,"1,671,000",43.19,18.20
finance/bigcharts.marketwatch.com/PZZA.html,25.10,24.78,25.17,"135,600",30.68,12.78
finance/bigcharts.marketwatch.com/PMTC.html,12.30,11.92,12.30,"1,593,100",21.54,7.18
finance/bigcharts.marketwatch.com/PH.html,46.19,45.92,46.20,"1,042,500",79.96,27.69
finance/bigcharts.marketwatch.com/PAYX.html,27.57,27.88,27.97,"5,551,600",35.53,20.31
finance/bigcharts.marketwatch.com/PSS.html,13.85,13.95,13.95,"1,825,800",21.00,3.85
finance/bigcharts.marketwatch.com/CRA.html,7.94,8.19,8.38,"593,500",17.56,5.03
finance/bigcharts.marketwatch.com/JCP.html,29.16,27.67,29.24,"5,961,200",44.20,13.71
finance/bigcharts.marketwatch.com/PSFT.html,0.58,0.57,0.58,"28,000",1.50,0.35
finance/bigcharts.marketwatch.com/PBY.html,9.70,9.77,10.08,"2,223,300",10.36,2.62
finance/bigcharts.marketwatch.com/PBG.html,33.57,32.89,33.75,"2,358,500",34.83,15.78
finance/bigcharts.marketwatch.com/PEP.html,53.65,52.85,53.85,"5,958,400",75.25,43.78
finance/bigcharts.marketwatch.com/PKI.html,17.32,16.96,17.42,"766,100",29.95,10.88
finance/bigcharts.marketwatch.com/PFE.html,14.76,14.57,15.066,"74,231,400",20.13,11.62
finance/bigcharts.marketwatch.com/PCG.html,38.04,37.68,38.26,"2,799,200",42.98,26.67
finance/bigcharts.marketwatch.com/MO.html,16.64,16.80,16.89,"19,467,800",21.86,14.34
finance/bigcharts.marketwatch.com/PHG.html,19.21,19.08,19.26,"551,600",37.21,13.91
finance/bigcharts.marketwatch.com/PNW.html,29.77,28.94,29.96,"1,443,600",37.88,22.32
finance/bigcharts.marketwatch.com/PBI.html,22.06,22.10,22.19,"1,245,900",39.98,17.62
finance/bigcharts.marketwatch.com/PLUG.html,1.05,1.13,1.1301,"619,600",2.95,0.64
finance/bigcharts.marketwatch.com/PMCS.html,7.76,8.06,8.08,"4,396,000",9.95,2.82
finance/bigcharts.marketwatch.com/PNC.html,41.34,42.17,42.67,"6,179,400",87.99,16.20
finance/bigcharts.marketwatch.com/RL.html,53.45,53.91,54.25,"1,468,500",82.02,31.22
finance/bigcharts.marketwatch.com/PCH.html,27.30,26.52,27.44,"643,800",54.79,18.00
finance/bigcharts.marketwatch.com/PWAV.html,1.62,1.59,1.65,"979,800",5.30,0.22
finance/bigcharts.marketwatch.com/PPG.html,45.13,45.76,45.76,"2,123,700",69.89,28.16
finance/bigcharts.marketwatch.com/PPL.html,33.30,33.08,33.51,"2,087,800",54.00,24.25
finance/bigcharts.marketwatch.com/PX.html,74.74,75.68,75.68,"1,644,500",99.74,47.40
finance/bigcharts.marketwatch.com/PCLN.html,115.31,115.29,115.99,"661,700",134.50,45.15
finance/bigcharts.marketwatch.com/PG.html,52.55,51.88,52.77,"10,352,600",73.57,43.93
finance/bigcharts.marketwatch.com/PGR.html,15.53,16.085,16.085,"6,138,200",21.19,9.76
finance/bigcharts.marketwatch.com/PDLI.html,7.91,7.78,7.95,"1,492,600",12.70,5.20
finance/bigcharts.marketwatch.com/PEG.html,32.54,32.65,32.96,"3,378,100",47.33,22.09
finance/bigcharts.marketwatch.com/PHM.html,8.82,8.87,8.94,"6,035,800",23.24,6.49
finance/bigcharts.marketwatch.com/QLGC.html,13.74,13.77,13.87,"1,720,800",20.21,8.69
finance/bigcharts.marketwatch.com/QLTI.html,2.46,2.47,2.48,"215,800",4.09,1.40
finance/bigcharts.marketwatch.com/QCOM.html,46.05,46.14,46.39,"13,902,800",56.88,28.16
finance/bigcharts.marketwatch.com/QSFT.html,14.16,13.88,14.21,"557,400",16.16,10.31
finance/bigcharts.marketwatch.com/ZQK.html,2.37,2.45,2.45,"1,371,700",10.34,0.80
finance/bigcharts.marketwatch.com/RSH.html,15.11,14.91,15.20,"4,992,100",19.90,6.47
finance/bigcharts.marketwatch.com/RMBS.html,17.39,16.84,17.81,"9,249,000",21.87,4.95
finance/bigcharts.marketwatch.com/RTN.html,45.31,45.57,45.69,"3,442,700",64.00,33.20
finance/bigcharts.marketwatch.com/REGN.html,16.36,15.93,16.42,"332,400",25.00,11.81
finance/bigcharts.marketwatch.com/RIMM.html,83.02,84.77,84.87,"15,230,400",148.13,35.05
finance/bigcharts.marketwatch.com/RMD.html,40.11,39.26,40.13,"645,900",50.58,28.90
finance/bigcharts.marketwatch.com/RFMD.html,3.57,3.48,3.59,"9,019,000",3.98,0.6999
finance/bigcharts.marketwatch.com/ROK.html,33.44,32.99,33.44,"791,700",56.12,17.50
finance/bigcharts.marketwatch.com/RDC.html,23.19,23.33,23.33,"2,978,400",47.94,10.28
finance/bigcharts.marketwatch.com/R.html,30.39,30.84,31.18,"1,011,700",75.09,19.00
finance/bigcharts.marketwatch.com/SWY.html,21.26,20.80,21.28,"3,925,100",31.15,17.19
finance/bigcharts.marketwatch.com/SLAB.html,37.86,37.99,37.99,"652,100",39.235,17.05
finance/bigcharts.marketwatch.com/SNDK.html,15.55,15.61,15.61,"6,995,200",24.75,5.07
finance/bigcharts.marketwatch.com/SANM.html,0.67,0.66,0.679,"1,122,900",2.66,0.18
finance/bigcharts.marketwatch.com/SAPE.html,5.64,5.56,5.71,"485,800",9.97,3.25
finance/bigcharts.marketwatch.com/SLE.html,9.01,9.07,9.13,"5,669,000",15.07,6.80
finance/bigcharts.marketwatch.com/SBC.html,25.01,24.65,25.05,"27,041,100",36.80,20.90
finance/bigcharts.marketwatch.com/SGP.html,23.82,23.88,24.43,"13,073,400",24.67,11.97
finance/bigcharts.marketwatch.com/SLB.html,60.27,60.96,61.19,"11,039,300",111.951,35.05
finance/bigcharts.marketwatch.com/SCH.html,0.0001,0.0001,0.0001,"100,000",0.003,0.0001
finance/bigcharts.marketwatch.com/SFA.html,7.97,7.98,7.98,"3,300",9.38,5.12
finance/bigcharts.marketwatch.com/SEE.html,19.12,19.09,19.22,"762,700",25.32,10.38
finance/bigcharts.marketwatch.com/S.html,5.29,5.05,5.44,"63,681,500",9.75,1.35
finance/bigcharts.marketwatch.com/SRE.html,49.04,48.11,49.15,"1,073,500",58.99,34.29
finance/bigcharts.marketwatch.com/SC.html,0.0001,0.0001,0.0001,"100,000",0.003,0.0001
finance/bigcharts.marketwatch.com/SHW.html,55.10,55.32,55.45,"1,024,100",65.00,42.19
finance/bigcharts.marketwatch.com/SIAL.html,50.35,50.53,50.75,"852,800",62.74,31.4518
finance/bigcharts.marketwatch.com/SKX.html,9.58,9.46,9.58,"261,700",24.00,5.20
finance/bigcharts.marketwatch.com/SLM.html,8.69,8.40,8.85,"9,280,200",25.05,3.11
finance/bigcharts.marketwatch.com/SNA.html,32.15,32.01,32.19,"442,400",60.32,20.51
finance/bigcharts.marketwatch.com/SNE.html,27.29,27.01,27.34,"384,400",49.91,15.64
finance/bigcharts.marketwatch.com/SO.html,30.55,29.94,30.80,"5,345,700",40.00,26.48
finance/bigcharts.marketwatch.com/LUV.html,6.61,6.63,6.73,"8,957,900",16.77,4.95
finance/bigcharts.marketwatch.com/STJ.html,37.85,38.00,38.50,"4,314,300",48.49,24.98
finance/bigcharts.marketwatch.com/SWK.html,37.21,36.68,37.26,"561,500",49.58,22.61
finance/bigcharts.marketwatch.com/SPLS.html,21.13,20.46,21.16,"11,851,100",26.57,13.57
finance/bigcharts.marketwatch.com/SBUX.html,14.55,14.17,14.56,"10,849,600",18.56,7.06
finance/bigcharts.marketwatch.com/STT.html,47.56,47.18,47.89,"4,130,800",74.85,14.43
finance/bigcharts.marketwatch.com/SUN.html,26.43,26.59,26.73,"3,219,900",49.44,21.30
finance/bigcharts.marketwatch.com/STI.html,16.69,16.68,17.29,"7,441,800",64.00,6.00
finance/bigcharts.marketwatch.com/SVU.html,16.38,16.55,16.63,"2,749,200",33.98,8.59
finance/bigcharts.marketwatch.com/SBL.html,11.59,11.59,11.59,"7,000",11.68,8.396
finance/bigcharts.marketwatch.com/SNV.html,3.60,3.35,3.69,"6,059,000",14.92,2.30
finance/bigcharts.marketwatch.com/SYY.html,23.94,23.63,23.94,"2,736,900",35.00,19.39
finance/bigcharts.marketwatch.com/TROW.html,43.16,43.21,43.25,"1,900,900",70.20,20.09
finance/bigcharts.marketwatch.com/TGT.html,40.38,39.64,40.46,"6,898,300",59.55,25.00
finance/bigcharts.marketwatch.com/TLAB.html,5.82,5.86,5.91,"4,698,700",6.02,3.10
finance/bigcharts.marketwatch.com/TIN.html,13.00,12.78,13.00,"1,840,800",20.49,2.34
finance/bigcharts.marketwatch.com/THC.html,3.06,3.45,3.45,"17,566,200",6.70,0.78
finance/bigcharts.marketwatch.com/TER.html,7.05,7.19,7.19,"4,803,500",12.01,2.80
finance/bigcharts.marketwatch.com/TXN.html,20.79,20.77,20.8105,"15,724,400",30.66,13.38
finance/bigcharts.marketwatch.com/TXT.html,11.48,11.18,11.55,"3,680,800",59.33,3.57
finance/bigcharts.marketwatch.com/LTD.html,12.81,12.32,12.83,"5,233,400",22.16,5.98
finance/bigcharts.marketwatch.com/TMO.html,41.79,41.54,42.01,"3,079,900",62.77,26.65
finance/bigcharts.marketwatch.com/TNB.html,31.98,32.20,32.20,"378,100",48.19,15.79
finance/bigcharts.marketwatch.com/TIBX.html,6.53,6.62,6.69,"1,336,900",8.78,3.45
finance/bigcharts.marketwatch.com/TIF.html,27.29,27.86,28.08,"3,963,500",47.93,16.70
finance/bigcharts.marketwatch.com/TBL.html,14.43,14.71,14.71,"321,000",19.41,7.19
finance/bigcharts.marketwatch.com/TKR.html,18.87,19.10,19.10,"409,700",37.46,9.88
finance/bigcharts.marketwatch.com/TJX.html,30.73,29.78,30.86,"4,603,300",37.52,17.80
finance/bigcharts.marketwatch.com/TMK.html,38.29,39.18,39.20,"919,000",66.00,16.16
finance/bigcharts.marketwatch.com/TM.html,78.84,78.65,78.84,"232,500",104.40,55.41
finance/bigcharts.marketwatch.com/RIG.html,82.58,83.19,83.67,"4,270,800",154.90,41.95
finance/bigcharts.marketwatch.com/YUM.html,35.01,34.08,35.05,"3,777,200",40.25,21.50
finance/bigcharts.marketwatch.com/TUP.html,26.37,26.42,26.61,"452,100",41.33,10.91
finance/bigcharts.marketwatch.com/TYC.html,27.47,27.27,27.62,"2,550,900",46.26,15.17
finance/bigcharts.marketwatch.com/USB.html,18.58,18.26,18.63,"16,879,900",42.23,8.06
finance/bigcharts.marketwatch.com/UN.html,24.61,24.42,24.65,"2,944,500",31.17,16.91
finance/bigcharts.marketwatch.com/UNP.html,54.36,52.78,54.41,"3,951,800",85.80,33.28
finance/bigcharts.marketwatch.com/UIS.html,1.48,1.48,1.48,"1,575,000",4.70,0.28
finance/bigcharts.marketwatch.com/UPS.html,50.53,51.60,51.74,"5,606,400",70.00,37.99
finance/bigcharts.marketwatch.com/USM.html,41.01,40.70,41.07,"122,100",63.00,27.18
finance/bigcharts.marketwatch.com/UTX.html,55.84,55.34,55.97,"3,611,600",69.37,37.40
finance/bigcharts.marketwatch.com/UNH.html,24.21,23.80,24.43,"15,141,400",33.49,14.51
finance/bigcharts.marketwatch.com/UVV.html,36.89,37.36,37.47,"170,500",56.00,25.35
finance/bigcharts.marketwatch.com/UNM.html,16.86,16.96,16.96,"2,619,800",28.52,7.61
finance/bigcharts.marketwatch.com/UST.html,69.46,69.44,69.48,"8,120,000",69.48,49.28
finance/bigcharts.marketwatch.com/MRO.html,32.42,32.18,32.52,"5,648,900",53.98,19.34
finance/bigcharts.marketwatch.com/X.html,39.32,40.92,41.17,"26,735,000",196.00,16.66
finance/bigcharts.marketwatch.com/UTSI.html,1.93,2.01,2.09,"783,000",5.94,0.63
finance/bigcharts.marketwatch.com/VRSN.html,19.24,19.24,19.40,"4,018,200",41.03,16.23
finance/bigcharts.marketwatch.com/VZ.html,29.92,29.69,30.06,"22,901,000",37.38,23.07
finance/bigcharts.marketwatch.com/VRTS.html,15.67,15.80,15.80,"6,000",16.70,3.78
finance/bigcharts.marketwatch.com/VFC.html,58.40,59.19,59.33,"1,223,900",84.60,38.22
finance/bigcharts.marketwatch.com/VIA.html,25.00,24.77,25.02,"59,500",33.87,13.00
finance/bigcharts.marketwatch.com/VOD.html,19.00,18.88,19.05,"1,811,200",31.21,15.30
finance/bigcharts.marketwatch.com/VMC.html,47.20,42.93,47.21,"13,891,700",100.25,34.30
finance/bigcharts.marketwatch.com/WAG.html,31.18,30.84,31.18,"4,511,600",37.85,21.28
finance/bigcharts.marketwatch.com/WMT.html,49.84,49.35,49.86,"15,339,200",63.85,46.25
finance/bigcharts.marketwatch.com/WMI.html,28.60,28.48,28.67,"2,111,500",39.25,22.10
finance/bigcharts.marketwatch.com/WPI.html,29.91,29.77,30.01,"830,400",32.95,20.17
finance/bigcharts.marketwatch.com/WLP.html,46.72,45.46,47.70,"4,596,600",57.86,27.50
finance/bigcharts.marketwatch.com/WFC.html,25.48,24.92,25.50,"49,009,900",44.69,7.80
finance/bigcharts.marketwatch.com/WEN.html,3.98,3.95,4.13,"18,741,000",7.34,2.63
finance/bigcharts.marketwatch.com/WY.html,34.18,34.16,34.3001,"1,369,300",65.50,18.67
finance/bigcharts.marketwatch.com/WHR.html,43.73,42.37,43.73,"1,579,700",91.87,19.19
finance/bigcharts.marketwatch.com/WMB.html,17.31,17.47,17.57,"5,026,100",40.75,9.52
finance/bigcharts.marketwatch.com/WOR.html,14.85,15.04,15.23,"580,500",26.14,6.99
finance/bigcharts.marketwatch.com/WWE.html,13.59,13.46,13.59,"121,400",17.13,8.76
finance/bigcharts.marketwatch.com/XRX.html,6.98,6.97,7.14,"5,265,700",14.62,4.12
finance/bigcharts.marketwatch.com/XLNX.html,20.91,21.28,21.39,"9,045,700",28.20,14.28
finance/bigcharts.marketwatch.com/YHOO.html,16.40,16.17,16.47,"16,971,700",24.80,8.94
finance/bigcharts.marketwatch.com/ZIGO.html,5.44,5.67,5.72,"24,600",13.79,3.06
