url,NUMBER : value,NUMBER : var %,NUMBER : var $,NUMBER : open,NUMBER : high,NUMBER : low,NUMBER : 52wk high,NUMBER : 52wk low
finance/www.bloomberg.com/intu.html,28.640,0.774,0.220,28.340,28.640,28.010,32.00,20.18
finance/www.bloomberg.com/itt.html,46.660,1.149,0.530,45.950,46.730,45.550,69.73,31.94
finance/www.bloomberg.com/jbl.html,7.550,-0.788,-0.060,7.570,7.610,7.400,18.78,3.10
finance/www.bloomberg.com/jkhy.html,19.090,-0.417,-0.080,19.020,19.120,18.830,24.45,14.29
finance/www.bloomberg.com/jnj.html,56.060,0.018,0.010,55.880,56.540,55.720,72.76,46.25
finance/www.bloomberg.com/jci.html,21.570,-1.999,-0.440,21.900,21.910,21.090,36.00,8.35
finance/www.bloomberg.com/jnpr.html,23.870,-0.042,-0.010,23.580,23.930,23.430,27.65,12.43
finance/www.bloomberg.com/kbh.html,14.090,-2.491,-0.360,14.360,14.500,13.820,25.43,6.90
finance/www.bloomberg.com/kei.html,3.990,-12.882,-0.590,4.400,4.510,3.990,10.65,1.86
finance/www.bloomberg.com/k.html,44.550,1.365,0.600,43.850,44.610,43.500,58.51,35.64
finance/www.bloomberg.com/key.html,6.120,2.513,0.150,5.970,6.170,5.920,18.48,4.40
finance/www.bloomberg.com/keyn.html,8.730,3.314,0.280,8.410,8.881,8.200,14.31,6.34
finance/www.bloomberg.com/kmb.html,52.730,0.591,0.310,52.160,52.950,52.150,66.66,43.05
finance/www.bloomberg.com/klac.html,25.880,-1.895,-0.500,26.360,26.570,25.410,43.06,14.81
finance/www.bloomberg.com/kss.html,46.590,1.459,0.670,46.330,46.680,45.150,56.00,24.28
finance/www.bloomberg.com/kkd.html,3.440,0.880,0.030,3.380,3.450,3.310,5.65,1.01
finance/www.bloomberg.com/kr.html,21.720,-0.595,-0.130,21.850,21.898,21.490,30.99,19.39
finance/www.bloomberg.com/ksws.html,8.860,-0.784,-0.070,8.880,8.910,8.510,17.65,6.44
finance/www.bloomberg.com/kyo.html,76.940,-1.510,-1.180,77.150,77.290,76.450,100.78,45.41
finance/www.bloomberg.com/lrcx.html,25.640,-0.466,-0.120,25.740,26.020,24.810,40.42,14.72
finance/www.bloomberg.com/leg.html,15.500,-1.587,-0.250,15.690,15.760,15.215,24.60,10.03
finance/www.bloomberg.com/lxk.html,16.270,-0.732,-0.120,16.340,16.540,16.120,37.01,14.82
finance/www.bloomberg.com/lly.html,34.290,-0.262,-0.090,34.390,34.840,34.070,49.78,27.21
finance/www.bloomberg.com/lnc.html,17.750,-6.332,-1.200,18.700,18.770,17.200,59.99,4.76
finance/www.bloomberg.com/lltc.html,23.580,-0.590,-0.140,23.800,23.800,23.030,34.49,17.69
finance/www.bloomberg.com/liz.html,4.630,-8.858,-0.450,4.990,4.990,4.540,20.14,1.46
finance/www.bloomberg.com/lmt.html,82.770,0.669,0.550,81.690,82.880,81.610,120.30,57.41
finance/www.bloomberg.com/lpx.html,4.420,4.492,0.190,4.230,4.420,4.180,11.75,1.03
finance/www.bloomberg.com/low.html,19.850,-0.501,-0.100,19.860,19.930,19.540,28.49,13.00
finance/www.bloomberg.com/mar.html,24.010,-0.373,-0.090,23.890,24.200,23.630,30.27,11.88
finance/www.bloomberg.com/mmc.html,20.640,0.292,0.060,20.550,20.660,20.300,36.82,17.18
finance/www.bloomberg.com/mso.html,3.270,0.615,0.020,3.250,3.330,3.210,9.99,1.60
finance/www.bloomberg.com/mas.html,9.930,-0.799,-0.080,9.960,10.060,9.640,22.00,3.64
finance/www.bloomberg.com/mat.html,16.280,-1.453,-0.240,16.270,16.430,16.000,21.95,10.36
finance/www.bloomberg.com/mxim.html,16.510,-0.542,-0.090,16.490,16.620,16.260,22.80,10.72
finance/www.bloomberg.com/mbi.html,5.850,0.171,0.010,5.710,5.950,5.710,19.08,2.17
finance/www.bloomberg.com/mdr.html,23.280,-3.161,-0.760,23.600,23.828,23.062,64.82,5.98
finance/www.bloomberg.com/mcd.html,58.360,1.196,0.690,57.720,58.480,57.500,67.00,45.79
finance/www.bloomberg.com/mhp.html,31.990,0.251,0.080,31.720,31.990,31.320,47.13,17.15
finance/www.bloomberg.com/mck.html,42.980,-0.163,-0.070,42.930,43.160,42.240,60.45,28.27
finance/www.bloomberg.com/medx.html,7.280,-0.274,-0.020,7.210,7.390,7.210,10.12,3.40
finance/www.bloomberg.com/mdt.html,33.620,-0.356,-0.120,33.620,33.825,33.230,56.97,24.06
finance/www.bloomberg.com/mrk.html,26.080,-0.420,-0.110,26.120,27.070,25.680,38.90,20.05
finance/www.bloomberg.com/mdp.html,28.200,-1.399,-0.400,28.330,28.470,27.330,31.31,10.60
finance/www.bloomberg.com/met.html,31.080,-2.936,-0.940,31.950,32.090,30.500,65.50,11.37
finance/www.bloomberg.com/mgm.html,7.130,2.149,0.150,7.070,7.150,6.710,43.64,1.81
finance/www.bloomberg.com/mtg.html,4.800,-2.240,-0.110,4.760,4.940,4.680,12.50,0.70
finance/www.bloomberg.com/mgg.html,21.100,1.834,0.380,20.680,21.150,20.500,23.82,11.28
finance/www.bloomberg.com/mu.html,5.470,-2.147,-0.120,5.620,5.620,5.190,7.92,1.59
finance/www.bloomberg.com/msft.html,23.330,2.190,0.500,22.900,23.380,22.740,29.57,14.87
finance/www.bloomberg.com/mstr.html,48.800,-0.873,-0.430,49.010,49.040,48.160,75.89,30.55
finance/www.bloomberg.com/mil.html,67.480,-0.148,-0.100,67.250,67.620,66.790,76.92,43.36
finance/www.bloomberg.com/mmm.html,61.000,0.693,0.420,60.370,61.000,59.910,76.53,40.87
finance/www.bloomberg.com/molx.html,16.560,-1.838,-0.310,16.740,16.740,16.260,27.99,9.68
finance/www.bloomberg.com/jpm.html,35.130,0.544,0.190,34.860,35.440,34.800,50.63,14.96
finance/www.bloomberg.com/mot.html,6.730,-2.038,-0.140,6.730,6.810,6.550,10.50,2.98
finance/www.bloomberg.com/mygn.html,37.750,0.159,0.060,37.390,37.800,37.050,47.08,22.28
finance/www.bloomberg.com/nsm.html,13.590,-6.082,-0.880,14.200,14.320,13.200,24.21,9.02
finance/www.bloomberg.com/nav.html,45.890,0.197,0.090,45.730,46.150,45.000,76.00,15.24
finance/www.bloomberg.com/ncr.html,12.740,-1.087,-0.140,12.720,12.760,12.310,28.09,6.62
finance/www.bloomberg.com/ntap.html,20.140,1.104,0.220,19.590,20.160,19.320,26.78,10.39
finance/www.bloomberg.com/nyt.html,6.290,2.443,0.150,6.400,6.400,6.170,16.89,3.44
finance/www.bloomberg.com/nwl.html,10.800,-2.527,-0.280,11.030,11.070,10.380,21.38,4.51
finance/www.bloomberg.com/nem.html,42.710,-3.174,-1.400,43.200,43.360,42.150,53.77,21.17
finance/www.bloomberg.com/newp.html,6.750,1.657,0.110,6.600,6.750,6.430,13.34,2.93
finance/www.bloomberg.com/gas.html,35.220,0.629,0.220,34.800,35.360,34.420,51.99,27.50
finance/www.bloomberg.com/nke.html,56.610,-0.018,-0.010,56.420,56.990,55.645,69.72,38.24
finance/www.bloomberg.com/nok.html,15.680,-1.754,-0.280,15.690,15.690,15.350,28.34,8.47
finance/www.bloomberg.com/jwn.html,20.770,1.218,0.250,20.400,20.840,19.950,37.00,6.61
finance/www.bloomberg.com/nsc.html,41.230,1.928,0.780,40.390,41.400,40.030,75.53,26.69
finance/www.bloomberg.com/ntrs.html,55.190,-0.289,-0.160,55.090,55.490,54.440,88.92,33.88
finance/www.bloomberg.com/noc.html,48.720,1.142,0.550,47.850,49.020,47.800,72.87,33.81
finance/www.bloomberg.com/novl.html,4.150,0.242,0.010,4.070,4.180,4.070,6.62,2.49
finance/www.bloomberg.com/nvls.html,18.230,-0.978,-0.180,18.190,18.500,17.780,23.50,10.26
finance/www.bloomberg.com/nue.html,47.500,-3.002,-1.470,48.200,48.290,47.060,78.69,25.25
finance/www.bloomberg.com/nvda.html,11.510,-0.519,-0.060,11.400,11.550,11.140,21.66,5.75
finance/www.bloomberg.com/oxy.html,68.970,-2.350,-1.660,69.970,69.970,68.250,92.49,39.93
finance/www.bloomberg.com/odp.html,4.800,-2.637,-0.130,4.880,4.910,4.670,13.04,0.59
finance/www.bloomberg.com/omc.html,32.450,-0.277,-0.090,32.430,32.570,31.850,47.58,20.09
finance/www.bloomberg.com/oke.html,30.000,-1.121,-0.340,30.090,30.180,29.680,50.42,18.10
finance/www.bloomberg.com/onvi.html,5.380,-3.063,-0.170,5.310,6.150,5.260,6.15,2.68
finance/www.bloomberg.com/orcl.html,20.850,-0.430,-0.090,20.850,21.000,19.470,23.62,13.80
finance/www.bloomberg.com/osis.html,17.240,N.A.,N.A.,17.180,17.240,16.670,25.56,10.15
finance/www.bloomberg.com/oi.html,30.160,-0.033,-0.010,29.940,30.330,29.440,53.01,9.53
finance/www.bloomberg.com/pcar.html,33.270,-1.713,-0.580,33.540,33.940,32.810,47.93,20.38
finance/www.bloomberg.com/psun.html,3.570,-4.032,-0.150,3.740,3.760,3.540,10.05,0.72
finance/www.bloomberg.com/ptv.html,21.800,-1.978,-0.440,21.980,22.050,21.510,30.35,10.62
finance/www.bloomberg.com/pll.html,27.140,-1.524,-0.420,27.470,27.560,26.690,43.19,18.20
finance/www.bloomberg.com/pzza.html,25.100,0.803,0.200,24.780,25.170,24.410,30.68,12.78
finance/www.bloomberg.com/pmtc.html,12.300,2.757,0.330,11.920,12.300,11.890,21.54,7.18
finance/www.bloomberg.com/ph.html,46.190,-0.043,-0.020,45.920,46.200,45.310,79.96,27.69
finance/www.bloomberg.com/payx.html,27.570,-2.648,-0.750,27.880,27.970,26.950,35.53,20.31
finance/www.bloomberg.com/pss.html,13.850,0.217,0.030,13.950,13.950,13.100,21.00,3.85
finance/www.bloomberg.com/cra.html,7.940,-3.524,-0.290,8.190,8.380,7.810,17.56,5.03
finance/www.bloomberg.com/jcp.html,29.160,4.441,1.240,27.670,29.240,27.600,44.20,13.71
finance/www.bloomberg.com/psft.html,0.580,1.754,0.010,0.570,0.580,0.570,1.20,0.35
finance/www.bloomberg.com/pby.html,9.700,-1.921,-0.190,9.770,10.080,9.580,10.36,2.62
finance/www.bloomberg.com/pbg.html,33.570,1.944,0.640,32.890,33.750,32.800,34.83,15.78
finance/www.bloomberg.com/pep.html,53.650,1.284,0.680,52.850,53.850,52.600,75.25,45.39
finance/www.bloomberg.com/pki.html,17.320,N.A.,N.A.,16.960,17.420,16.960,29.95,10.88
finance/www.bloomberg.com/pfe.html,14.760,0.889,0.130,14.570,15.066,14.510,20.13,11.62
finance/www.bloomberg.com/pcg.html,38.040,0.742,0.280,37.680,38.260,37.310,42.98,26.67
finance/www.bloomberg.com/mo.html,16.640,-1.246,-0.210,16.800,16.890,16.520,21.86,14.34
finance/www.bloomberg.com/phg.html,19.210,-0.826,-0.160,19.080,19.260,18.930,37.21,13.91
finance/www.bloomberg.com/pnw.html,29.770,2.267,0.660,28.940,29.960,28.580,37.88,22.32
finance/www.bloomberg.com/pbi.html,22.060,-0.496,-0.110,22.100,22.190,21.790,37.95,17.62
finance/www.bloomberg.com/plug.html,1.050,-7.895,-0.090,1.130,1.130,1.020,2.95,0.64
finance/www.bloomberg.com/pmcs.html,7.760,-4.316,-0.350,8.060,8.080,7.670,9.95,2.82
finance/www.bloomberg.com/pnc.html,41.340,-2.569,-1.090,42.170,42.670,41.000,87.99,16.20
finance/www.bloomberg.com/rl.html,53.450,-1.963,-1.070,53.910,54.250,52.330,78.95,31.22
finance/www.bloomberg.com/pch.html,27.300,1.487,0.400,26.520,27.440,26.500,45.47,16.84
finance/www.bloomberg.com/pwav.html,1.620,0.621,0.010,1.590,1.650,1.560,5.30,0.22
finance/www.bloomberg.com/ppg.html,45.130,-0.704,-0.320,45.760,45.760,44.880,69.89,28.16
finance/www.bloomberg.com/ppl.html,33.300,0.392,0.130,33.080,33.510,32.660,54.00,24.25
finance/www.bloomberg.com/px.html,74.740,-1.541,-1.170,75.680,75.680,73.530,99.74,47.40
finance/www.bloomberg.com/pcln.html,115.310,-0.259,-0.300,115.290,115.990,113.190,134.50,45.15
finance/www.bloomberg.com/pg.html,52.550,1.038,0.540,51.880,52.770,51.730,73.57,43.93
finance/www.bloomberg.com/pgr.html,15.530,-2.755,-0.440,16.085,16.085,15.350,21.19,9.76
finance/www.bloomberg.com/pdli.html,7.910,1.933,0.150,7.780,7.950,7.740,9.03,5.20
finance/www.bloomberg.com/peg.html,32.540,-0.702,-0.230,32.650,32.960,31.970,47.33,22.09
finance/www.bloomberg.com/phm.html,8.820,-0.564,-0.050,8.870,8.940,8.630,17.32,6.49
finance/www.bloomberg.com/qlgc.html,13.740,-0.866,-0.120,13.770,13.870,13.380,20.21,8.69
finance/www.bloomberg.com/qlti.html,2.460,1.653,0.040,2.470,2.480,2.370,4.09,1.40
finance/www.bloomberg.com/qcom.html,46.050,0.152,0.070,46.140,46.390,45.080,56.88,28.16
finance/www.bloomberg.com/qsft.html,14.160,0.855,0.120,13.880,14.210,13.840,16.16,10.31
finance/www.bloomberg.com/zqk.html,2.370,-2.066,-0.050,2.450,2.450,2.320,10.34,0.80
finance/www.bloomberg.com/rsh.html,15.110,1.957,0.290,14.910,15.200,14.570,19.90,6.47
finance/www.bloomberg.com/rmbs.html,17.390,15.242,2.300,16.840,17.810,16.550,21.87,4.95
finance/www.bloomberg.com/rtn.html,45.310,-0.788,-0.360,45.570,45.690,44.930,62.09,33.20
finance/www.bloomberg.com/regn.html,16.360,1.805,0.290,15.930,16.420,15.680,25.00,11.81
finance/www.bloomberg.com/rimm.html,83.020,-2.832,-2.420,84.770,84.870,82.600,148.13,35.05
finance/www.bloomberg.com/rmd.html,40.110,1.931,0.760,39.260,40.130,39.010,50.58,28.90
finance/www.bloomberg.com/rfmd.html,3.570,4.082,0.140,3.480,3.590,3.330,3.98,0.70
finance/www.bloomberg.com/rok.html,33.440,0.300,0.100,32.990,33.440,32.610,56.12,17.50
finance/www.bloomberg.com/rdc.html,23.190,-1.904,-0.450,23.330,23.330,22.550,47.94,10.28
finance/www.bloomberg.com/r.html,30.390,-2.283,-0.710,30.840,31.180,29.530,75.09,19.00
finance/www.bloomberg.com/swy.html,21.260,1.335,0.280,20.800,21.280,20.800,31.15,17.19
finance/www.bloomberg.com/slab.html,37.860,-1.071,-0.410,37.990,37.990,36.985,39.24,17.05
finance/www.bloomberg.com/sndk.html,15.550,-0.955,-0.150,15.610,15.610,14.880,24.75,5.07
finance/www.bloomberg.com/sanm.html,0.670,1.500,0.010,0.660,0.679,0.650,2.66,0.18
finance/www.bloomberg.com/sape.html,5.640,0.178,0.010,5.560,5.710,5.500,9.97,3.25
finance/www.bloomberg.com/sle.html,9.010,-0.989,-0.090,9.070,9.130,8.950,15.07,6.80
finance/www.bloomberg.com/sgp.html,23.820,-0.460,-0.110,23.880,24.430,23.590,24.67,11.97
finance/www.bloomberg.com/slb.html,60.270,-3.072,-1.910,60.960,61.190,59.210,111.95,35.05
finance/www.bloomberg.com/see.html,19.120,-0.313,-0.060,19.090,19.220,18.800,25.32,10.38
finance/www.bloomberg.com/s.html,5.290,4.134,0.210,5.050,5.440,5.020,9.75,1.35
finance/www.bloomberg.com/sre.html,49.040,1.260,0.610,48.110,49.150,47.660,58.99,34.29
finance/www.bloomberg.com/shw.html,55.100,-0.253,-0.140,55.320,55.450,54.250,65.00,42.19
finance/www.bloomberg.com/sial.html,50.350,-0.944,-0.480,50.530,50.750,49.970,62.74,31.45
finance/www.bloomberg.com/skx.html,9.580,0.419,0.040,9.460,9.580,9.370,24.00,5.20
finance/www.bloomberg.com/slm.html,8.690,3.329,0.280,8.400,8.850,8.350,25.05,3.11
finance/www.bloomberg.com/sna.html,32.150,0.437,0.140,32.010,32.190,31.450,60.32,20.51
finance/www.bloomberg.com/sne.html,27.290,-0.474,-0.130,27.010,27.340,27.000,49.76,15.64
finance/www.bloomberg.com/so.html,30.550,2.140,0.640,29.940,30.800,29.610,40.00,26.48
finance/www.bloomberg.com/luv.html,6.610,-0.452,-0.030,6.630,6.730,6.530,16.77,4.95
finance/www.bloomberg.com/stj.html,37.850,-0.552,-0.210,38.000,38.500,37.650,48.49,24.98
finance/www.bloomberg.com/swk.html,37.210,0.432,0.160,36.680,37.260,36.330,49.58,22.61
finance/www.bloomberg.com/spls.html,21.130,2.872,0.590,20.460,21.160,20.260,26.57,13.57
finance/www.bloomberg.com/sbux.html,14.550,2.034,0.290,14.170,14.560,14.020,18.56,7.06
finance/www.bloomberg.com/stt.html,47.560,-0.021,-0.010,47.180,47.890,46.920,74.85,14.43
finance/www.bloomberg.com/sun.html,26.430,-2.292,-0.620,26.590,26.730,26.150,49.44,21.30
finance/www.bloomberg.com/sti.html,16.690,-0.536,-0.090,16.680,17.290,16.510,64.00,6.00
finance/www.bloomberg.com/svu.html,16.380,-1.740,-0.290,16.550,16.630,16.020,33.98,8.59
finance/www.bloomberg.com/snv.html,3.600,7.143,0.240,3.350,3.690,3.250,14.92,2.30
finance/www.bloomberg.com/syy.html,23.940,1.013,0.240,23.630,23.940,23.420,35.00,19.39
finance/www.bloomberg.com/trow.html,43.160,-0.530,-0.230,43.210,43.250,42.370,66.99,20.09
finance/www.bloomberg.com/tgt.html,40.380,2.099,0.830,39.640,40.460,39.010,59.55,25.00
finance/www.bloomberg.com/tlab.html,5.820,-0.852,-0.050,5.860,5.910,5.760,6.02,3.10
finance/www.bloomberg.com/tin.html,13.000,0.541,0.070,12.780,13.000,12.650,20.49,2.34
finance/www.bloomberg.com/thc.html,3.060,-12.321,-0.430,3.450,3.450,3.030,6.70,0.78
finance/www.bloomberg.com/ter.html,7.050,-2.083,-0.150,7.190,7.190,6.850,12.01,2.80
finance/www.bloomberg.com/txn.html,20.790,-0.240,-0.050,20.770,20.810,20.200,30.66,13.38
finance/www.bloomberg.com/txt.html,11.480,2.226,0.250,11.180,11.550,11.080,59.33,3.57
finance/www.bloomberg.com/ltd.html,12.810,4.316,0.530,12.320,12.830,12.000,22.16,5.98
finance/www.bloomberg.com/tmo.html,41.790,-0.191,-0.080,41.540,42.010,41.290,62.77,26.65
finance/www.bloomberg.com/tnb.html,31.980,-1.781,-0.580,32.200,32.200,30.900,48.19,15.79
finance/www.bloomberg.com/tibx.html,6.530,-1.805,-0.120,6.620,6.690,6.480,8.78,3.45
finance/www.bloomberg.com/tif.html,27.290,-1.835,-0.510,27.860,28.080,27.010,47.93,16.70
finance/www.bloomberg.com/tbl.html,14.430,-2.763,-0.410,14.710,14.710,13.940,19.41,7.19
finance/www.bloomberg.com/tkr.html,18.870,-1.821,-0.350,19.100,19.100,18.590,37.46,9.88
finance/www.bloomberg.com/tjx.html,30.730,2.604,0.780,29.780,30.860,29.360,37.52,17.80
finance/www.bloomberg.com/tmk.html,38.290,-2.620,-1.030,39.180,39.200,37.740,66.00,16.16
finance/www.bloomberg.com/tm.html,78.840,-0.303,-0.240,78.650,78.840,78.000,104.40,55.41
finance/www.bloomberg.com/rig.html,82.580,-2.445,-2.070,83.190,83.670,81.600,154.90,41.95
finance/www.bloomberg.com/yum.html,35.010,2.368,0.810,34.080,35.050,33.980,40.25,21.50
finance/www.bloomberg.com/tup.html,26.370,-0.715,-0.190,26.420,26.610,25.830,41.33,10.91
finance/www.bloomberg.com/tyc.html,27.470,-0.399,-0.110,27.270,27.620,27.150,46.26,15.17
finance/www.bloomberg.com/usb.html,18.580,1.198,0.220,18.260,18.630,18.260,42.23,8.06
finance/www.bloomberg.com/un.html,24.610,-2.303,-0.580,24.420,24.650,24.265,30.65,16.91
finance/www.bloomberg.com/unp.html,54.360,2.257,1.200,52.780,54.410,52.660,85.80,33.28
finance/www.bloomberg.com/uis.html,1.480,2.778,0.040,1.480,1.480,1.400,4.70,0.28
finance/www.bloomberg.com/ups.html,50.530,-2.414,-1.250,51.600,51.740,50.080,70.00,37.99
finance/www.bloomberg.com/usm.html,41.010,-0.654,-0.270,40.700,41.070,39.830,63.00,27.18
finance/www.bloomberg.com/utx.html,55.840,0.522,0.290,55.340,55.970,54.770,69.37,37.40
finance/www.bloomberg.com/unh.html,24.210,0.665,0.160,23.800,24.430,23.480,33.49,14.51
finance/www.bloomberg.com/uvv.html,36.890,-1.416,-0.530,37.360,37.470,36.530,56.00,25.35
finance/www.bloomberg.com/unm.html,16.860,-0.882,-0.150,16.960,16.960,16.470,29.86,7.61
finance/www.bloomberg.com/mro.html,32.420,-1.279,-0.420,32.180,32.520,31.930,53.98,19.34
finance/www.bloomberg.com/x.html,39.320,-6.000,-2.510,40.920,41.170,38.800,196.00,16.66
finance/www.bloomberg.com/utsi.html,1.930,-10.233,-0.220,2.010,2.090,1.900,5.94,0.63
finance/www.bloomberg.com/vrsn.html,19.240,N.A.,N.A.,19.240,19.400,18.920,41.03,16.23
finance/www.bloomberg.com/vz.html,29.920,0.571,0.170,29.690,30.060,29.610,37.38,23.07
finance/www.bloomberg.com/vrts.html,15.670,1.227,0.190,15.800,15.800,15.300,16.70,3.78
finance/www.bloomberg.com/vfc.html,58.400,-1.534,-0.910,59.190,59.330,58.150,84.60,38.22
finance/www.bloomberg.com/via.html,25.000,-0.239,-0.060,24.770,25.020,24.330,33.87,13.00
finance/www.bloomberg.com/vod.html,19.000,0.317,0.060,18.880,19.050,18.720,31.21,15.30
finance/www.bloomberg.com/vmc.html,47.200,10.539,4.500,42.930,47.210,42.930,87.88,34.30
finance/www.bloomberg.com/wag.html,31.180,0.808,0.250,30.840,31.180,30.580,37.85,21.28
finance/www.bloomberg.com/wmt.html,49.840,1.054,0.520,49.350,49.860,49.210,63.85,46.25
finance/www.bloomberg.com/wmi.html,28.600,0.140,0.040,28.480,28.670,28.190,39.25,22.10
finance/www.bloomberg.com/wpi.html,29.910,0.201,0.060,29.770,30.010,29.350,32.95,20.17
finance/www.bloomberg.com/wlp.html,46.720,2.479,1.130,45.460,47.700,45.150,57.86,27.50
finance/www.bloomberg.com/wfc.html,25.480,1.839,0.460,24.920,25.500,24.780,44.68,7.80
finance/www.bloomberg.com/wen.html,3.980,0.252,0.010,3.950,4.130,3.830,7.34,2.63
finance/www.bloomberg.com/wy.html,34.180,-1.042,-0.360,34.160,34.300,33.510,65.50,18.67
finance/www.bloomberg.com/whr.html,43.730,2.030,0.870,42.370,43.730,41.970,91.87,19.19
finance/www.bloomberg.com/wmb.html,17.310,-1.871,-0.330,17.470,17.570,17.200,40.75,9.52
finance/www.bloomberg.com/wor.html,14.850,-2.174,-0.330,15.040,15.230,14.310,26.14,6.99
finance/www.bloomberg.com/wwe.html,13.590,0.518,0.070,13.460,13.590,13.140,17.13,8.76
finance/www.bloomberg.com/xrx.html,6.980,-0.286,-0.020,6.970,7.140,6.800,14.62,4.12
finance/www.bloomberg.com/xlnx.html,20.910,-2.427,-0.520,21.280,21.390,20.440,28.20,14.28
finance/www.bloomberg.com/yhoo.html,16.400,1.297,0.210,16.170,16.470,16.100,24.80,8.94
finance/www.bloomberg.com/zigo.html,5.440,-4.561,-0.260,5.670,5.720,5.330,13.79,3.06
