url,NUMBER : value,NUMBER : var %,NUMBER : high,NUMBER : low,NUMBER : volume,NUMBER : 52wk high,NUMBER : 52wk low
finance/www.marketocracy.com/NTRS.html,$55.19,-0.29%,$55.49,$54.44,"1,522,102",$88.92,$33.88
finance/www.marketocracy.com/NOC.html,$48.72,1.14%,$49.02,$47.80,"1,989,989",$73.06,$33.81
finance/www.marketocracy.com/NOVL.html,$4.15,0.24%,$4.18,$4.07,"3,615,168",$6.62,$2.49
finance/www.marketocracy.com/NVLS.html,$18.23,-0.98%,$18.50,$17.78,"2,569,543",$23.50,$10.26
finance/www.marketocracy.com/NUE.html,$47.50,-3.00%,$48.29,$47.06,"4,133,900",$79.24,$25.25
finance/www.marketocracy.com/NVDA.html,$11.51,-0.52%,$11.55,$11.14,"14,874,959",$22.15,$5.75
finance/www.marketocracy.com/OXY.html,$68.97,-2.35%,$69.97,$68.25,"5,535,343",$92.49,$39.93
finance/www.marketocracy.com/ODP.html,$4.80,-2.64%,$4.91,$4.67,"6,745,725",$13.04,$0.59
finance/www.marketocracy.com/OMC.html,$32.45,-0.28%,$32.57,$31.85,"1,426,295",$47.58,$20.09
finance/www.marketocracy.com/OKE.html,$30.00,-1.12%,$30.18,$29.68,"633,361",$50.42,$18.10
finance/www.marketocracy.com/ONVI.html,$5.38,-3.06%,$6.15,$5.26,"11,124",$6.15,$2.68
finance/www.marketocracy.com/ORCL.html,$20.85,-0.43%,$21.00,$19.47,"23,154,762",$23.62,$13.80
finance/www.marketocracy.com/OSIS.html,$17.24,0.00%,$17.24,$16.67,"88,048",$25.56,$10.15
finance/www.marketocracy.com/OI.html,$30.16,0.03%,$30.33,$29.44,"2,867,553",$53.01,$9.53
finance/www.marketocracy.com/PCAR.html,$33.27,-1.71%,$33.94,$32.81,"3,841,357",$48.10,$20.38
finance/www.marketocracy.com/PSUN.html,$3.57,-4.03%,$3.76,$3.54,"837,686",$10.29,$0.72
finance/www.marketocracy.com/PTV.html,$21.80,-2.02%,$22.05,$21.51,"1,362,551",$65.20,$10.62
finance/www.marketocracy.com/PLL.html,$27.14,-1.52%,$27.56,$26.69,"1,671,035",$43.19,$18.20
finance/www.marketocracy.com/PZZA.html,$25.10,0.80%,$25.17,$24.41,"135,626",$30.63,$12.78
finance/www.marketocracy.com/PMTC.html,$12.30,2.76%,$12.30,$11.89,"1,593,077",$21.54,$7.18
finance/www.marketocracy.com/PH.html,$46.19,-0.04%,$46.20,$45.31,"1,042,535",$79.96,$27.69
finance/www.marketocracy.com/PAYX.html,$27.57,-2.68%,$27.97,$26.95,"5,551,602",$35.53,$20.31
finance/www.marketocracy.com/PSS.html,$13.85,0.22%,$13.95,$13.10,"1,825,815",$21.00,$3.85
finance/www.marketocracy.com/CRA.html,$7.94,-3.40%,$8.38,$7.81,"593,460",$17.56,$5.03
finance/www.marketocracy.com/JCP.html,$29.16,4.44%,$29.24,$27.60,"5,961,187",$44.20,$13.71
finance/www.marketocracy.com/PSFT.html,$0.58,0.00%,$0.58,$0.57,"28,000",$79.56,$0.55
finance/www.marketocracy.com/PBY.html,$9.70,-2.02%,$10.08,$9.58,"2,223,253",$10.36,$2.62
finance/www.marketocracy.com/PBG.html,$33.57,1.94%,$33.75,$32.80,"2,358,499",$34.83,$15.78
finance/www.marketocracy.com/PEP.html,$53.65,1.28%,$53.85,$52.60,"5,958,398",$75.25,$43.78
finance/www.marketocracy.com/PKI.html,$17.32,0.00%,$17.42,$16.96,"766,069",$29.95,$10.88
finance/www.marketocracy.com/PFE.html,$14.76,0.89%,$15.07,$14.51,"74,231,441",$20.13,$11.62
finance/www.marketocracy.com/PCG.html,$38.04,0.74%,$38.26,$37.31,"2,799,173",$42.98,$26.67
finance/www.marketocracy.com/PD.html,$129.47,0.00%,,,,$0.00,$0.00
finance/www.marketocracy.com/MO.html,$16.64,-1.25%,$16.89,$16.52,"19,467,798",$21.86,$14.34
finance/www.marketocracy.com/PHG.html,$19.21,-0.83%,$19.26,$18.93,"551,559",$37.21,$13.91
finance/www.marketocracy.com/PNW.html,$29.77,2.27%,$29.96,$28.58,"1,443,583",$37.88,$22.32
finance/www.marketocracy.com/PBI.html,$22.06,-0.50%,$22.19,$21.79,"1,245,892",$39.98,$17.62
finance/www.marketocracy.com/PLUG.html,$1.05,-8.78%,$1.13,$1.02,"619,582",$2.95,$0.64
finance/www.marketocracy.com/PMCS.html,$7.76,-4.32%,$8.08,$7.67,"4,396,019",$9.95,$2.82
finance/www.marketocracy.com/PNC.html,$41.34,-2.57%,$42.67,$41.00,"6,179,401",$87.99,$16.20
finance/www.marketocracy.com/RL.html,$53.45,-1.96%,$54.25,$52.33,"1,468,523",$82.02,$31.22
finance/www.marketocracy.com/PCH.html,$27.30,1.49%,$27.44,$26.50,"643,754",$54.79,$18.00
finance/www.marketocracy.com/PWAV.html,$1.62,0.00%,$1.65,$1.56,"979,791",$5.30,$0.22
finance/www.marketocracy.com/PPG.html,$45.13,-0.70%,$45.76,$44.88,"2,123,742",$69.89,$28.16
finance/www.marketocracy.com/PPL.html,$33.30,0.39%,$33.51,$32.66,"2,087,775",$54.00,$24.25
finance/www.marketocracy.com/PX.html,$74.74,-1.54%,$75.68,$73.53,"1,644,456",$99.74,$47.40
finance/www.marketocracy.com/PCLN.html,$115.31,-0.26%,$115.99,$113.19,"661,651",$134.50,$45.15
finance/www.marketocracy.com/PG.html,$52.55,1.04%,$52.77,$51.73,"10,352,651",$73.57,$1.00
finance/www.marketocracy.com/PGR.html,$15.53,-2.76%,$16.09,$15.35,"6,138,160",$21.31,$9.76
finance/www.marketocracy.com/PDLI.html,$7.91,1.93%,$7.95,$7.74,"1,492,645",$12.70,$5.20
finance/www.marketocracy.com/PEG.html,$32.54,-0.70%,$32.96,$31.97,"3,378,106",$47.33,$22.09
finance/www.marketocracy.com/PHM.html,$8.82,-0.68%,$8.94,$8.63,"6,035,841",$23.24,$6.49
finance/www.marketocracy.com/QLGC.html,$13.74,-0.94%,$13.87,$13.38,"1,720,843",$20.21,$8.69
finance/www.marketocracy.com/QLTI.html,$2.46,1.65%,$2.48,$2.37,"215,773",$4.09,$1.40
finance/www.marketocracy.com/QCOM.html,$46.05,0.15%,$46.39,$45.08,"13,902,761",$56.88,$28.16
finance/www.marketocracy.com/QSFT.html,$14.16,0.85%,$14.21,$13.84,"557,366",$16.23,$10.31
finance/www.marketocracy.com/ZQK.html,$2.37,-2.07%,$2.45,$2.32,"1,371,656",$10.34,$0.07
finance/www.marketocracy.com/RSH.html,$15.11,1.96%,$15.20,$14.57,"4,992,141",$19.90,$6.47
finance/www.marketocracy.com/RMBS.html,$17.39,15.24%,$17.81,$16.55,"9,248,994",$21.87,$4.95
finance/www.marketocracy.com/RTN.html,$45.31,-0.79%,$45.69,$44.93,"3,442,712",$64.00,$33.20
finance/www.marketocracy.com/REGN.html,$16.36,1.62%,$16.42,$15.68,"332,393",$25.00,$11.81
finance/www.marketocracy.com/RIMM.html,$83.02,-2.83%,$84.87,$82.60,"15,230,400",$148.13,$35.05
finance/www.marketocracy.com/RMD.html,$40.11,1.93%,$40.13,$39.01,"645,935",$50.58,$28.90
finance/www.marketocracy.com/RFMD.html,$3.57,3.79%,$3.59,$3.33,"9,018,950",$3.98,$0.70
finance/www.marketocracy.com/ROK.html,$33.44,0.30%,$33.44,$32.61,"791,742",$56.12,$17.50
finance/www.marketocracy.com/ROH.html,$78.94,0.00%,,,,"$6,478.23",$0.00
finance/www.marketocracy.com/RDC.html,$23.19,-1.90%,$23.33,$22.55,"2,978,351",$47.94,$10.28
finance/www.marketocracy.com/RML.html,$17.98,0.00%,,,,$0.00,$0.00
finance/www.marketocracy.com/R.html,$30.36,-2.38%,$31.18,$29.53,"1,011,723",$131.99,$19.00
finance/www.marketocracy.com/SAFC.html,$68.12,0.00%,,,,$68.21,$0.00
finance/www.marketocracy.com/SWY.html,$21.26,1.33%,$21.28,$20.80,"3,925,092",$31.39,$17.19
finance/www.marketocracy.com/SLAB.html,$37.86,-1.07%,$37.99,$36.99,"652,113",$39.24,$17.05
finance/www.marketocracy.com/SNDK.html,$15.55,-0.96%,$15.61,$14.88,"6,995,196",$24.97,$5.07
finance/www.marketocracy.com/SANM.html,$0.67,1.50%,$0.68,$0.65,"1,122,889",$2.66,$0.18
finance/www.marketocracy.com/SAPE.html,$5.64,0.18%,$5.71,$5.50,"485,840",$9.97,$3.25
finance/www.marketocracy.com/SLE.html,$9.01,-1.10%,$9.13,$8.95,"5,668,991",$15.07,$6.80
finance/www.marketocracy.com/SBC.html,$25.01,0.89%,$25.05,$24.59,"27,041,071",$36.80,$20.90
finance/www.marketocracy.com/SGP.html,$23.82,-0.46%,$24.43,$23.59,"13,073,423",$24.67,$11.97
finance/www.marketocracy.com/SLB.html,$60.27,-3.07%,$61.19,$59.21,"11,039,292",$111.95,$35.05
finance/www.marketocracy.com/SCH.html,$18.08,1.80%,$18.09,$17.31,"9,758,599",$28.75,$10.75
finance/www.marketocracy.com/SFA.html,$7.97,0.25%,$7.98,$7.96,"3,321",$0.00,$0.00
finance/www.marketocracy.com/SEE.html,$19.12,-0.31%,$19.22,$18.80,"762,709",$25.32,$10.38
finance/www.marketocracy.com/S.html,$5.29,4.13%,$5.44,$5.02,"63,681,470",$9.75,$1.35
finance/www.marketocracy.com/SRE.html,$49.04,1.26%,$49.15,$47.66,"1,073,506",$58.99,$34.29
finance/www.marketocracy.com/SC.html,$55.65,0.00%,,,,$0.00,$0.00
finance/www.marketocracy.com/SHW.html,$55.10,-0.25%,$55.45,$54.25,"1,024,100",$65.00,$42.19
finance/www.marketocracy.com/SEBL.html,$10.61,0.00%,,,,$0.00,$0.00
finance/www.marketocracy.com/SIAL.html,$50.35,-0.94%,$50.75,$49.97,"852,846",$62.74,$31.45
finance/www.marketocracy.com/SILI.html,$37.79,0.00%,,,,$0.00,$0.00
finance/www.marketocracy.com/SKX.html,$9.58,0.42%,$9.58,$9.37,"261,667",$24.00,$5.20
finance/www.marketocracy.com/SLM.html,$8.69,3.33%,$8.85,$8.35,"9,280,216",$25.05,$3.11
finance/www.marketocracy.com/SNA.html,$32.15,0.44%,$32.19,$31.45,"442,359",$60.32,$20.51
finance/www.marketocracy.com/SNE.html,$27.29,-0.47%,$27.34,$27.00,"384,385",$49.91,$15.64
finance/www.marketocracy.com/SO.html,$30.55,2.14%,$30.80,$29.61,"5,345,735",$40.00,$26.48
finance/www.marketocracy.com/SOTR.html,$0.20,0.00%,,,,$2.20,$0.02
finance/www.marketocracy.com/LUV.html,$6.61,-0.45%,$6.73,$6.53,"8,957,884",$16.77,$4.95
finance/www.marketocracy.com/STJ.html,$37.85,-0.55%,$38.50,$37.65,"4,314,297",$48.49,$24.98
finance/www.marketocracy.com/SWK.html,$37.21,0.40%,$37.26,$36.33,"561,483",$49.58,$22.61
finance/www.marketocracy.com/SPLS.html,$21.13,2.87%,$21.16,$20.26,"11,851,058",$26.57,$13.57
finance/www.marketocracy.com/SBUX.html,$14.55,2.03%,$14.56,$14.02,"10,849,644",$18.56,$7.06
finance/www.marketocracy.com/STT.html,$47.56,-0.02%,$47.89,$46.92,"4,130,792",$74.85,$14.43
finance/www.marketocracy.com/SUN.html,$26.43,-2.29%,$26.73,$26.15,"3,219,857",$49.44,$21.30
finance/www.marketocracy.com/STI.html,$16.69,-0.54%,$17.29,$16.51,"7,441,752",$64.00,$6.00
finance/www.marketocracy.com/SVU.html,$16.38,-1.74%,$16.63,$16.02,"2,749,203",$33.98,$8.59
finance/www.marketocracy.com/SBL.html,$11.59,-0.35%,$11.59,$11.59,"7,000",$0.00,$0.00
finance/www.marketocracy.com/SNV.html,$3.60,7.14%,$3.69,$3.25,"6,058,951",$23.70,$2.30
finance/www.marketocracy.com/SYY.html,$23.94,1.01%,$23.94,$23.42,"2,736,934",$35.00,$19.39
finance/www.marketocracy.com/TROW.html,$43.16,-0.53%,$43.25,$42.37,"1,900,905",$70.20,$20.09
finance/www.marketocracy.com/TGT.html,$40.38,2.10%,$40.46,$39.01,"6,898,273",$59.55,$25.00
finance/www.marketocracy.com/TEK.html,$38.00,0.00%,,,,$0.00,$0.00
finance/www.marketocracy.com/TLAB.html,$5.82,-0.85%,$5.91,$5.76,"4,698,654",$6.02,$3.10
finance/www.marketocracy.com/TIN.html,$13.00,0.54%,$13.00,$12.65,"1,840,750",$20.49,$2.34
finance/www.marketocracy.com/THC.html,$3.06,-12.32%,$3.45,$3.03,"17,566,214",$6.70,$0.78
finance/www.marketocracy.com/TER.html,$7.05,-2.08%,$7.19,$6.85,"4,803,462",$12.01,$2.80
finance/www.marketocracy.com/TXN.html,$20.79,-0.24%,$20.81,$20.20,"15,724,454",$30.66,$13.38
finance/www.marketocracy.com/TXT.html,$11.48,2.23%,$11.55,$11.08,"3,680,815",$59.33,$3.57
finance/www.marketocracy.com/LTD.html,$12.81,4.40%,$12.83,$12.00,"5,233,435",$22.16,$5.98
finance/www.marketocracy.com/TMO.html,$41.79,-0.19%,$42.01,$41.29,"3,079,945",$62.77,$26.65
finance/www.marketocracy.com/TNB.html,$31.98,-1.78%,$32.20,$30.90,"378,084",$48.19,$15.79
finance/www.marketocracy.com/TIBX.html,$6.53,-1.80%,$6.69,$6.48,"1,336,878",$8.78,$3.45
finance/www.marketocracy.com/TIF.html,$27.29,-1.83%,$28.08,$27.01,"3,963,512",$47.93,$16.70
finance/www.marketocracy.com/TBL.html,$14.43,-2.76%,$14.71,$13.94,"321,009",$19.41,$7.19
finance/www.marketocracy.com/TKR.html,$18.87,-1.82%,$19.10,$18.59,"409,722",$37.46,$9.88
finance/www.marketocracy.com/TTN.html,$23.09,0.00%,,,,$0.00,$0.00
finance/www.marketocracy.com/TJX.html,$30.73,2.60%,$30.86,$29.36,"4,603,298",$37.52,$17.80
finance/www.marketocracy.com/TMK.html,$38.29,-2.62%,$39.20,$37.74,"919,050",$66.00,$16.16
finance/www.marketocracy.com/TM.html,$78.84,-0.30%,$78.84,$78.00,"232,484",$104.40,$55.41
finance/www.marketocracy.com/RIG.html,$82.58,-2.45%,$83.67,$81.60,"4,270,806",$154.90,$41.95
finance/www.marketocracy.com/TRB.html,$33.07,0.00%,,,,$0.00,$0.00
finance/www.marketocracy.com/YUM.html,$35.01,2.37%,$35.05,$33.98,"3,777,249",$40.25,$21.50
finance/www.marketocracy.com/TUP.html,$26.37,-0.72%,$26.61,$25.83,"452,093",$41.33,$10.91
finance/www.marketocracy.com/TXU.html,$69.16,0.00%,,,,$0.00,$0.00
finance/www.marketocracy.com/TYC.html,$27.47,-0.36%,$27.62,$27.15,"2,550,875",$46.26,$15.17
finance/www.marketocracy.com/USB.html,$18.58,1.20%,$18.63,$18.26,"16,879,942",$42.23,$8.06
finance/www.marketocracy.com/UN.html,$24.61,-2.30%,$24.65,$24.27,"2,944,492",$31.17,$16.91
finance/www.marketocracy.com/UNP.html,$54.36,2.26%,$54.41,$52.66,"3,951,803",$85.80,$33.28
finance/www.marketocracy.com/UIS.html,$1.48,2.78%,$1.48,$1.40,"1,575,014",$4.70,$0.28
finance/www.marketocracy.com/UPS.html,$50.53,-2.41%,$51.74,$50.08,"5,606,421",$70.00,$37.99
finance/www.marketocracy.com/USM.html,$41.01,-0.65%,$41.07,$39.83,"122,103",$63.00,$27.18
finance/www.marketocracy.com/UTX.html,$55.84,0.52%,$55.97,$54.77,"3,611,648",$69.37,$37.40
finance/www.marketocracy.com/UNH.html,$24.21,0.67%,$24.43,$23.48,"15,141,376",$33.49,$14.51
finance/www.marketocracy.com/UVV.html,$36.89,-1.42%,$37.47,$36.53,"170,532",$56.00,$25.35
finance/www.marketocracy.com/UVN.html,$36.23,0.00%,,,,$0.00,$0.00
finance/www.marketocracy.com/UCL.html,$66.10,0.00%,,,,$0.00,$0.00
finance/www.marketocracy.com/UNM.html,$16.86,-0.88%,$16.96,$16.47,"2,619,778",$49.18,$7.61
finance/www.marketocracy.com/UST.html,$69.46,0.00%,,,,$69.48,$0.00
finance/www.marketocracy.com/MRO.html,$32.42,-1.28%,$32.52,$31.93,"5,648,860",$53.98,$19.34
finance/www.marketocracy.com/X.html,$39.32,-6.00%,$41.17,$38.80,"26,734,964",$196.00,$16.66
finance/www.marketocracy.com/UTSI.html,$1.93,-10.23%,$2.09,$1.90,"782,965",$5.94,$0.63
finance/www.marketocracy.com/VANS.html,$20.55,0.00%,,,,$0.00,$0.00
finance/www.marketocracy.com/VRSN.html,$19.24,0.00%,$19.40,$18.92,"4,018,186",$41.03,$16.23
finance/www.marketocracy.com/VZ.html,$29.92,0.57%,$30.06,$29.61,"22,900,955",$37.56,$23.07
finance/www.marketocracy.com/VRTS.html,$15.67,0.32%,$15.80,$15.30,"6,036",$16.70,$0.00
finance/www.marketocracy.com/VFC.html,$58.40,-1.53%,$59.33,$58.15,"1,223,938",$84.60,$38.22
finance/www.marketocracy.com/VIA.html,$24.93,-0.52%,$25.02,$24.33,"59,543",$33.87,$13.00
finance/www.marketocracy.com/VC.html,$0.17,-12.82%,$0.20,$0.16,"9,987,679",$3.88,$0.02
finance/www.marketocracy.com/VOD.html,$19.00,0.37%,$19.05,$18.72,"1,811,177",$31.21,$15.30
finance/www.marketocracy.com/VMC.html,$47.20,10.54%,$47.21,$42.93,"13,891,676",$100.25,$34.30
finance/www.marketocracy.com/WB.html,$5.54,0.00%,,,,$24.00,$0.00
finance/www.marketocracy.com/WAG.html,$31.18,0.81%,$31.18,$30.58,"4,511,648",$37.85,$21.28
finance/www.marketocracy.com/WMT.html,$49.84,1.05%,$49.86,$49.21,"15,339,150",$63.85,$46.25
finance/www.marketocracy.com/WM.html,$0.10,2.04%,$0.10,$0.10,"5,641,893",$6.99,$0.01
finance/www.marketocracy.com/WMI.html,$28.60,0.14%,$28.67,$28.19,"2,111,465",$39.25,$22.10
finance/www.marketocracy.com/WPI.html,$29.91,0.17%,$30.01,$29.35,"830,396",$32.95,$20.17
finance/www.marketocracy.com/WLP.html,$46.72,2.48%,$47.70,$45.15,"4,596,562",$57.86,$27.50
finance/www.marketocracy.com/WFC.html,$25.48,1.84%,$25.50,$24.78,"49,009,859",$44.69,$7.80
finance/www.marketocracy.com/WEN.html,$3.98,0.25%,$4.13,$3.83,"18,741,001",$7.34,$2.63
finance/www.marketocracy.com/WY.html,$34.18,-1.04%,$34.30,$33.51,"1,369,282",$65.50,$18.67
finance/www.marketocracy.com/WHR.html,$43.73,2.03%,$43.73,$41.97,"1,579,721",$91.87,$19.19
finance/www.marketocracy.com/WMB.html,$17.31,-1.87%,$17.57,$17.20,"5,026,146",$40.75,$9.52
finance/www.marketocracy.com/WOR.html,$14.85,-2.17%,$15.23,$14.31,"580,540",$26.14,$6.99
finance/www.marketocracy.com/WWY.html,$79.77,0.00%,,,,$79.88,$0.00
finance/www.marketocracy.com/WWE.html,$13.59,0.52%,$13.59,$13.14,"121,354",$17.13,$8.76
finance/www.marketocracy.com/XRX.html,$6.98,-0.29%,$7.14,$6.80,"5,265,678",$14.62,$4.12
finance/www.marketocracy.com/XLNX.html,$20.91,-2.43%,$21.39,$20.44,"9,045,731",$28.20,$14.28
finance/www.marketocracy.com/YHOO.html,$16.40,1.24%,$16.47,$16.10,"16,971,672",$26.33,$8.94
finance/www.marketocracy.com/ZIGO.html,$5.44,-4.56%,$5.72,$5.33,"24,620",$13.79,$3.06
