url,NUMBER : value,NUMBER : var %,NUMBER : var $,NUMBER : high,NUMBER : low,NUMBER : volume,NUMBER : 52wk high,NUMBER : 52wk low
finance/www.marketwatch.com/ITT.html,46.66,0.00%,0.00,$46.73,$45.55,"5,842",$69.73,$31.94
finance/www.marketwatch.com/JBL.html,7.55,0.00%,0.00,$7.61,$7.40,"13,687",$18.78,$3.10
finance/www.marketwatch.com/JKHY.html,19.09,0.00%,0.00,$19.12,$18.83,"7,994",$24.45,$14.29
finance/www.marketwatch.com/JNJ.html,56.06,0.00%,0.00,$56.54,$55.72,"67,991",$72.76,$46.25
finance/www.marketwatch.com/JCI.html,21.57,0.00%,0.00,$21.91,$21.09,"15,783",$36.00,$8.35
finance/www.marketwatch.com/JNPR.html,23.87,-0.17%,-0.04,$23.93,$23.43,"26,189",$27.65,$12.43
finance/www.marketwatch.com/KBH.html,14.09,0.00%,0.00,$14.50,$13.82,"3,052",$25.43,$6.90
finance/www.marketwatch.com/KEI.html,3.99,0.00%,0.00,$4.51,$3.99,"1,348",$10.65,$1.86
finance/www.marketwatch.com/K.html,44.55,0.00%,0.00,$44.61,$43.50,"6,466",$58.51,$35.64
finance/www.marketwatch.com/KEY.html,6.10,+0.66%,+0.04,$6.17,$5.92,"153,026",$18.48,$4.40
finance/www.marketwatch.com/KEYN.html,8.73,0.00%,0.00,$8.88,$8.41,808,$14.31,$6.34
finance/www.marketwatch.com/KMB.html,52.73,0.00%,0.00,$52.95,$52.15,"7,150",$66.66,$43.05
finance/www.marketwatch.com/KLAC.html,25.88,0.00%,0.00,$26.57,$25.41,"35,007",$43.06,$14.81
finance/www.marketwatch.com/KSS.html,46.59,0.00%,0.00,$46.68,$45.15,"1,940",$56.00,$24.28
finance/www.marketwatch.com/KKD.html,3.44,0.00%,0.00,$3.45,$3.31,"31,618",$5.65,$1.01
finance/www.marketwatch.com/KR.html,21.72,0.00%,0.00,$21.90,$21.49,"13,280",$30.99,$19.39
finance/www.marketwatch.com/KSWS.html,8.86,0.00%,0.00,$8.91,$8.51,584,$20.76,$6.44
finance/www.marketwatch.com/KYO.html,76.94,+0.01%,+0.00,$77.29,$76.45,500,$100.78,$45.41
finance/www.marketwatch.com/LRCX.html,25.64,0.00%,0.00,$26.02,$24.81,"22,653",$40.42,$14.72
finance/www.marketwatch.com/LEG.html,15.50,0.00%,0.00,$15.76,$15.22,"19,539",$24.60,$10.03
finance/www.marketwatch.com/LEH.html,0.05,0.00%,0.00,$0.05,$0.05,"5,000",$28.21,$0.01
finance/www.marketwatch.com/LXK.html,16.27,0.00%,0.00,$16.54,$16.12,"13,001",$37.01,$14.82
finance/www.marketwatch.com/LLY.html,34.29,0.00%,0.00,$34.84,$34.07,"167,719",$49.78,$27.21
finance/www.marketwatch.com/LNC.html,17.75,+0.56%,+0.10,$18.77,$17.20,"75,741",$59.99,$4.76
finance/www.marketwatch.com/LLTC.html,23.59,-0.04%,-0.01,$23.80,$23.03,"23,580",$34.49,$17.69
finance/www.marketwatch.com/LIZ.html,4.63,0.00%,0.00,$4.99,$4.54,"9,724",$20.14,$1.46
finance/www.marketwatch.com/LMT.html,82.77,0.00%,0.00,$82.88,$81.61,"7,175",$120.30,$57.41
finance/www.marketwatch.com/LPX.html,4.42,0.00%,0.00,$4.42,$4.18,"59,744",$11.75,$1.03
finance/www.marketwatch.com/LOW.html,19.85,-0.40%,-0.08,$19.93,$19.54,"20,566",$28.49,$13.00
finance/www.marketwatch.com/MAR.html,24.01,0.00%,0.00,$24.20,$23.63,"4,989",$30.27,$11.88
finance/www.marketwatch.com/MMC.html,20.64,0.00%,0.00,$20.66,$20.30,"4,626",$36.82,$17.18
finance/www.marketwatch.com/MSO.html,3.27,0.00%,0.00,$3.33,$3.21,323,$9.99,$1.60
finance/www.marketwatch.com/MAS.html,9.93,0.00%,0.00,$10.06,$9.64,"34,496",$22.00,$3.64
finance/www.marketwatch.com/MAT.html,16.28,0.00%,0.00,$16.43,$16.00,"11,211",$21.95,$10.36
finance/www.marketwatch.com/MXIM.html,16.51,0.00%,0.00,$16.62,$16.26,"20,586",$22.80,$10.72
finance/www.marketwatch.com/MBI.html,5.85,0.00%,0.00,$5.95,$5.71,"34,982",$19.08,$2.17
finance/www.marketwatch.com/MDR.html,23.28,+0.30%,+0.07,$23.83,$23.06,"51,775",$64.82,$5.98
finance/www.marketwatch.com/MCD.html,58.36,+0.27%,+0.16,$58.48,$57.50,"55,726",$67.00,$45.79
finance/www.marketwatch.com/MHP.html,31.99,0.00%,0.00,$31.99,$31.32,"14,361",$47.13,$17.15
finance/www.marketwatch.com/MCK.html,42.98,0.00%,0.00,$43.16,$42.24,"15,104",$60.45,$28.27
finance/www.marketwatch.com/MEDX.html,7.28,0.00%,0.00,$7.39,$7.21,"5,800",$10.12,$3.40
finance/www.marketwatch.com/MDT.html,33.62,0.00%,0.00,$33.83,$33.23,"12,776",$56.97,$24.06
finance/www.marketwatch.com/MRK.html,26.08,0.00%,0.00,$27.07,$25.68,"183,309",$38.90,$20.05
finance/www.marketwatch.com/MERQ.html,37.76,+0.03%,+0.01,$37.80,$37.05,"90,645",$49.20,$25.39
finance/www.marketwatch.com/MDP.html,28.20,-1.44%,-0.41,$28.47,$27.33,"3,000",$31.31,$10.60
finance/www.marketwatch.com/MET.html,31.08,0.00%,0.00,$32.09,$30.50,"44,782",$65.50,$11.37
finance/www.marketwatch.com/MGM.html,7.13,-0.14%,-0.01,$7.15,$6.71,"72,354",$43.64,$1.81
finance/www.marketwatch.com/MTG.html,4.80,0.00%,0.00,$4.94,$4.68,"17,584",$12.50,$0.70
finance/www.marketwatch.com/MU.html,5.47,+0.18%,+0.01,$5.62,$5.19,"513,108",$7.92,$1.59
finance/www.marketwatch.com/MSFT.html,23.33,+0.26%,+0.06,$23.38,$22.74,"446,930",$29.57,$14.87
finance/www.marketwatch.com/MSTR.html,48.80,0.00%,0.00,$49.04,$48.16,615,$75.89,$30.55
finance/www.marketwatch.com/MIL.html,67.48,0.00%,0.00,$67.62,$66.79,"1,528",$76.92,$43.36
finance/www.marketwatch.com/MMM.html,61.00,0.00%,0.00,$61.00,$59.91,"130,481",$76.53,$40.87
finance/www.marketwatch.com/MOLX.html,16.56,0.00%,0.00,$16.74,$16.26,"13,570",$27.99,$9.68
finance/www.marketwatch.com/JPM.html,35.13,0.00%,0.00,$35.44,$34.80,"108,730",$50.63,$14.96
finance/www.marketwatch.com/MOT.html,6.73,0.00%,0.00,$6.81,$6.55,"174,650",$10.50,$2.98
finance/www.marketwatch.com/MYGN.html,37.75,0.00%,0.00,$37.79,$37.05,"4,978",$47.08,$22.28
finance/www.marketwatch.com/QQQ.html,36.65,-0.11%,-0.04,36.72,36.20,2.27m,49.06,25.05
finance/www.marketwatch.com/NSM.html,13.59,-0.59%,-0.08,$14.32,$13.20,"137,641",$24.21,$9.02
finance/www.marketwatch.com/NAV.html,45.89,-0.49%,-0.23,$46.15,$45.00,"50,100",$76.00,$15.24
finance/www.marketwatch.com/NCR.html,12.74,0.00%,0.00,$12.76,$12.31,"32,923",$28.09,$6.62
finance/www.marketwatch.com/NTAP.html,20.14,-0.70%,-0.14,$20.16,$19.32,"242,352",$26.78,$10.39
finance/www.marketwatch.com/NYT.html,6.29,0.00%,0.00,$6.40,$6.17,"15,735",$16.97,$3.44
finance/www.marketwatch.com/NWL.html,10.80,0.00%,0.00,$11.07,$10.38,"10,646",$21.38,$4.51
finance/www.marketwatch.com/NEM.html,42.71,+0.47%,+0.20,$43.36,$42.15,"108,314",$53.77,$21.17
finance/www.marketwatch.com/NEWP.html,6.75,-0.15%,-0.01,$6.75,$6.43,"2,437",$13.34,$2.93
finance/www.marketwatch.com/NXTL.html,5.29,-0.38%,-0.02,$5.44,$5.02,"295,659",$9.75,$1.35
finance/www.marketwatch.com/NXTP.html,5.29,-0.38%,-0.02,$5.44,$5.02,"295,659",$9.75,$1.35
finance/www.marketwatch.com/GAS.html,35.22,0.00%,0.00,$35.36,$34.42,"1,676",$51.99,$27.50
finance/www.marketwatch.com/NKE.html,56.61,0.00%,0.00,$56.99,$55.65,"20,597",$69.72,$38.24
finance/www.marketwatch.com/NIKU.html,17.73,0.00%,0.00,$17.99,$17.46,"75,105",$24.67,$12.00
finance/www.marketwatch.com/NOK.html,15.66,+0.13%,+0.02,$15.69,$15.35,"78,778",$28.34,$8.47
finance/www.marketwatch.com/JWN.html,20.77,0.00%,0.00,$20.84,$19.95,849,$37.00,$6.61
finance/www.marketwatch.com/NSC.html,41.23,0.00%,0.00,$41.40,$40.03,"5,743",$75.53,$26.69
finance/www.marketwatch.com/NTRS.html,55.19,+0.11%,+0.06,$55.49,$54.44,"35,024",$88.92,$33.88
finance/www.marketwatch.com/NOC.html,48.72,0.00%,0.00,$49.02,$47.80,"12,077",$73.06,$33.81
finance/www.marketwatch.com/NOVL.html,4.15,0.00%,0.00,$4.18,$4.07,"15,235",$6.62,$2.49
finance/www.marketwatch.com/NVLS.html,18.23,0.00%,0.00,$18.50,$17.78,"13,679",$23.50,$10.26
finance/www.marketwatch.com/NUE.html,47.50,0.00%,0.00,$48.29,$47.06,"22,449",$79.24,$25.25
finance/www.marketwatch.com/NVDA.html,11.51,-0.78%,-0.09,$11.55,$11.14,"39,126",$22.15,$5.75
finance/www.marketwatch.com/OXY.html,68.97,+0.16%,+0.11,$69.97,$68.25,"129,769",$92.49,$39.93
finance/www.marketwatch.com/ODP.html,4.80,0.00%,0.00,$4.91,$4.67,"1,274",$13.04,$0.59
finance/www.marketwatch.com/OMC.html,32.45,0.00%,0.00,$32.57,$31.85,"5,694",$47.58,$20.09
finance/www.marketwatch.com/OKE.html,30.00,0.00%,0.00,$30.18,$29.68,"2,908",$50.42,$18.10
finance/www.marketwatch.com/ORCL.html,20.85,0.00%,0.00,$21.00,$19.47,"155,428",$23.62,$13.80
finance/www.marketwatch.com/OSIS.html,17.24,0.00%,0.00,$17.24,$16.67,"12,670",$25.56,$10.15
finance/www.marketwatch.com/OI.html,30.16,0.00%,0.00,$30.33,$29.44,"9,507",$53.01,$9.53
finance/www.marketwatch.com/PCAR.html,33.27,+0.03%,+0.01,$33.94,$32.81,"53,281",$48.10,$20.38
finance/www.marketwatch.com/PSUN.html,3.57,0.00%,0.00,$3.76,$3.54,"10,664",$10.29,$0.72
finance/www.marketwatch.com/PTV.html,21.80,0.00%,0.00,$22.05,$21.51,"15,849",$65.20,$10.62
finance/www.marketwatch.com/PLL.html,27.14,0.00%,0.00,$27.56,$26.69,999,$43.19,$18.20
finance/www.marketwatch.com/PZZA.html,25.10,0.00%,0.00,$25.17,$24.41,681,$30.68,$12.78
finance/www.marketwatch.com/PMTC.html,12.30,0.00%,0.00,$12.30,$11.89,"4,429",$21.54,$7.18
finance/www.marketwatch.com/PH.html,46.19,0.00%,0.00,$46.20,$45.31,"42,154",$79.96,$27.69
finance/www.marketwatch.com/PAYX.html,27.57,0.00%,0.00,$27.97,$26.95,"65,298",$35.53,$20.31
finance/www.marketwatch.com/PSS.html,13.85,-2.47%,-0.34,$13.95,$13.10,"19,388",$21.00,$3.85
finance/www.marketwatch.com/CRA.html,7.94,0.00%,0.00,$8.38,$7.81,"10,420",$17.56,$5.03
finance/www.marketwatch.com/JCP.html,29.16,+0.14%,+0.04,$29.24,$27.60,"117,194",$44.20,$13.71
finance/www.marketwatch.com/PBY.html,9.70,0.00%,0.00,$10.08,$9.58,"2,494",$10.36,$2.62
finance/www.marketwatch.com/PBG.html,33.57,0.00%,0.00,$33.75,$32.80,640,$34.83,$15.78
finance/www.marketwatch.com/PEP.html,53.65,0.00%,0.00,$53.85,$52.60,"31,359",$75.25,$43.78
finance/www.marketwatch.com/PKI.html,17.32,0.00%,0.00,$17.42,$16.96,"7,378",$29.95,$10.88
finance/www.marketwatch.com/PFE.html,14.76,0.00%,0.00,$15.07,$14.51,"727,899",$20.13,$11.62
finance/www.marketwatch.com/PCG.html,38.04,0.00%,0.00,$38.26,$37.31,"7,810",$42.98,$26.67
finance/www.marketwatch.com/PD.html,58.51,+0.15%,+0.09,$60.27,$58.09,"57,336",$126.64,$15.70
finance/www.marketwatch.com/MO.html,16.64,-0.12%,-0.02,$16.89,$16.52,"36,864",$21.86,$14.34
finance/www.marketwatch.com/PHG.html,19.21,-0.49%,-0.09,$19.26,$18.93,500,$37.21,$13.91
finance/www.marketwatch.com/PNW.html,29.77,0.00%,0.00,$29.96,$28.58,"5,670",$37.88,$22.32
finance/www.marketwatch.com/PBI.html,22.06,0.00%,0.00,$22.19,$21.79,"10,525",$39.98,$17.62
finance/www.marketwatch.com/PLUG.html,1.05,0.00%,0.00,$1.13,$1.02,"1,481",$2.95,$0.64
finance/www.marketwatch.com/PMCS.html,7.76,-0.13%,-0.01,$8.08,$7.67,"295,614",$9.95,$2.82
finance/www.marketwatch.com/PNC.html,41.34,-0.51%,-0.21,$42.67,$41.00,"34,509",$87.99,$16.20
finance/www.marketwatch.com/RL.html,53.45,0.00%,0.00,$54.25,$52.33,"4,062",$82.02,$31.22
finance/www.marketwatch.com/PCH.html,27.30,0.00%,0.00,$27.44,$26.50,"65,863",$54.79,$18.00
finance/www.marketwatch.com/PWAV.html,1.62,-1.23%,-0.02,$1.65,$1.56,"3,225",$5.30,$0.22
finance/www.marketwatch.com/PPG.html,45.13,0.00%,0.00,$45.76,$44.88,"12,955",$69.89,$28.16
finance/www.marketwatch.com/PPL.html,33.30,0.00%,0.00,$33.51,$32.66,"11,214",$54.00,$24.25
finance/www.marketwatch.com/PX.html,74.74,0.00%,0.00,$75.68,$73.53,"44,679",$99.74,$47.40
finance/www.marketwatch.com/PCLN.html,115.31,0.00%,0.00,$115.99,$113.19,"9,811",$134.50,$45.15
finance/www.marketwatch.com/PG.html,52.55,0.00%,0.00,$52.77,$51.73,"72,165",$73.57,$43.93
finance/www.marketwatch.com/PGR.html,15.53,0.00%,0.00,$16.09,$15.35,"13,471",$21.31,$9.76
finance/www.marketwatch.com/PDLI.html,7.91,0.00%,0.00,$7.95,$7.74,"10,984",$12.70,$5.20
finance/www.marketwatch.com/PEG.html,32.54,0.00%,0.00,$32.96,$31.97,"7,770",$47.33,$22.09
finance/www.marketwatch.com/PHM.html,8.82,-0.79%,-0.07,$8.94,$8.63,"244,660",$23.24,$6.49
finance/www.marketwatch.com/QLGC.html,13.74,0.00%,0.00,$13.87,$13.38,"8,174",$20.21,$8.69
finance/www.marketwatch.com/QCOM.html,46.05,0.00%,0.00,$46.39,$45.08,"96,689",$56.88,$28.16
finance/www.marketwatch.com/QSFT.html,14.16,0.00%,0.00,$14.21,$13.84,"14,389",$16.23,$10.31
finance/www.marketwatch.com/ZQK.html,2.39,-1.67%,-0.04,$2.45,$2.32,"33,771",$10.34,$0.80
finance/www.marketwatch.com/RSH.html,15.11,-0.40%,-0.06,$15.20,$14.57,"20,901",$19.90,$6.47
finance/www.marketwatch.com/RMBS.html,17.39,0.00%,0.00,$17.81,$16.55,"27,868",$21.87,$4.95
finance/www.marketwatch.com/RTN.html,45.31,0.00%,0.00,$45.69,$44.93,"39,879",$64.00,$33.20
finance/www.marketwatch.com/REGN.html,16.36,0.00%,0.00,$16.42,$15.68,"5,595",$25.00,$11.81
finance/www.marketwatch.com/RIMM.html,83.02,+0.76%,+0.63,$84.87,$82.60,"93,568",$148.13,$35.05
finance/www.marketwatch.com/RMD.html,40.11,0.00%,0.00,$40.13,$39.01,"2,839",$50.58,$28.90
finance/www.marketwatch.com/RFMD.html,3.57,+0.84%,+0.03,$3.59,$3.33,"34,229",$3.98,$0.70
finance/www.marketwatch.com/ROK.html,33.44,0.00%,0.00,$33.44,$32.61,"3,790",$56.12,$17.50
finance/www.marketwatch.com/RDC.html,23.19,0.00%,0.00,$23.33,$22.55,"4,843",$47.94,$10.28
finance/www.marketwatch.com/R.html,30.39,0.00%,0.00,$31.18,$29.53,"7,087",$75.09,$19.00
finance/www.marketwatch.com/SWY.html,21.26,0.00%,0.00,$21.28,$20.80,"47,901",$31.39,$17.19
finance/www.marketwatch.com/SLAB.html,37.86,+0.11%,+0.04,$37.99,$36.99,"7,677",$39.24,$17.05
finance/www.marketwatch.com/SNDK.html,15.55,0.00%,0.00,$15.61,$14.88,"144,609",$24.97,$5.07
finance/www.marketwatch.com/SANM.html,0.67,+0.01%,+0.00,$0.68,$0.65,"8,174",$2.66,$0.18
finance/www.marketwatch.com/SAPE.html,5.64,0.00%,0.00,$5.71,$5.50,"1,119",$9.97,$3.25
finance/www.marketwatch.com/SLE.html,9.01,0.00%,0.00,$9.13,$8.95,"29,425",$15.07,$6.80
finance/www.marketwatch.com/SBC.html,25.01,+0.04%,+0.01,$25.05,$24.59,"797,498",$36.80,$20.90
finance/www.marketwatch.com/SGP.html,23.82,0.00%,0.00,$24.43,$23.59,"72,459",$24.67,$11.97
finance/www.marketwatch.com/SLB.html,60.27,0.00%,0.00,$61.19,$59.21,"76,410",$111.95,$35.05
finance/www.marketwatch.com/SEE.html,19.12,0.00%,0.00,$19.22,$18.80,"4,315",$25.32,$10.38
finance/www.marketwatch.com/S.html,5.29,-0.38%,-0.02,$5.44,$5.02,"295,659",$9.75,$1.35
finance/www.marketwatch.com/SRE.html,49.04,0.00%,0.00,$49.15,$47.66,"4,121",$58.99,$34.29
finance/www.marketwatch.com/SHW.html,55.10,0.00%,0.00,$55.45,$54.25,"12,339",$65.00,$42.19
finance/www.marketwatch.com/SEBL.html,20.85,0.00%,0.00,$21.00,$19.47,"155,428",$23.62,$13.80
finance/www.marketwatch.com/SIAL.html,50.35,+0.18%,+0.09,$50.75,$49.97,"14,401",$62.74,$31.45
finance/www.marketwatch.com/SILI.html,6.60,0.00%,0.00,$6.92,$6.49,"6,789",$10.27,$2.15
finance/www.marketwatch.com/SKX.html,9.58,0.00%,0.00,$9.58,$9.37,"2,433",$24.00,$5.20
finance/www.marketwatch.com/SLM.html,8.69,+0.35%,+0.03,$8.85,$8.35,"93,104",$25.05,$3.11
finance/www.marketwatch.com/SNA.html,32.15,0.00%,0.00,$32.19,$31.45,968,$60.32,$20.51
finance/www.marketwatch.com/SNE.html,27.29,-0.22%,-0.06,$27.34,$27.00,108,$49.91,$15.64
finance/www.marketwatch.com/SO.html,30.55,0.00%,0.00,$30.80,$29.61,"22,825",$40.00,$26.48
finance/www.marketwatch.com/LUV.html,6.61,-0.76%,-0.05,$6.73,$6.53,"53,411",$16.77,$4.95
finance/www.marketwatch.com/STJ.html,37.85,0.00%,0.00,$38.50,$37.65,"48,684",$48.49,$24.98
finance/www.marketwatch.com/SWK.html,37.21,0.00%,0.00,$37.26,$36.33,"6,662",$49.58,$22.61
finance/www.marketwatch.com/SPLS.html,21.13,-0.09%,-0.02,$21.16,$20.26,"68,784",$26.57,$13.57
finance/www.marketwatch.com/SBUX.html,14.55,+0.21%,+0.03,$14.56,$14.02,"153,167",$18.56,$7.06
finance/www.marketwatch.com/STT.html,47.56,+0.08%,+0.04,$47.89,$46.92,"23,714",$74.85,$14.43
finance/www.marketwatch.com/SUN.html,26.43,-0.19%,-0.05,$26.73,$26.15,"56,125",$49.44,$21.30
finance/www.marketwatch.com/STI.html,16.69,0.00%,0.00,$17.29,$16.51,"85,714",$64.00,$6.00
finance/www.marketwatch.com/SVU.html,16.38,-0.06%,-0.01,$16.63,$16.02,"15,491",$33.98,$8.59
finance/www.marketwatch.com/SNV.html,3.60,+1.94%,+0.07,$3.69,$3.25,"10,475",$14.92,$2.30
finance/www.marketwatch.com/SYY.html,23.94,0.00%,0.00,$23.94,$23.42,"3,759",$35.00,$19.39
finance/www.marketwatch.com/TROW.html,43.16,0.00%,0.00,$43.25,$42.37,"1,888",$70.20,$20.09
finance/www.marketwatch.com/TGT.html,40.38,0.00%,0.00,$40.46,$39.01,"122,645",$59.55,$25.00
finance/www.marketwatch.com/TEK.html,62.77,0.00%,0.00,$63.03,$62.00,"3,755",$85.00,$47.20
finance/www.marketwatch.com/TLAB.html,5.82,0.00%,0.00,$5.91,$5.76,"102,478",$6.02,$3.10
finance/www.marketwatch.com/TIN.html,13.00,0.00%,0.00,$13.00,$12.65,"23,186",$20.49,$2.34
finance/www.marketwatch.com/THC.html,3.06,+0.65%,+0.02,$3.45,$3.03,"131,906",$6.70,$0.78
finance/www.marketwatch.com/TER.html,7.05,-0.85%,-0.06,$7.19,$6.85,"9,322",$12.01,$2.80
finance/www.marketwatch.com/TXN.html,20.79,-0.67%,-0.14,$20.81,$20.20,"51,932",$30.66,$13.38
finance/www.marketwatch.com/TXT.html,11.48,-0.17%,-0.02,$11.55,$11.08,"3,211",$59.33,$3.57
finance/www.marketwatch.com/LTD.html,12.81,0.00%,0.00,$12.83,$12.00,"77,156",$22.16,$5.98
finance/www.marketwatch.com/TMO.html,41.79,0.00%,0.00,$42.01,$41.29,"4,111",$62.77,$26.65
finance/www.marketwatch.com/TNB.html,31.98,0.00%,0.00,$32.20,$30.90,"8,480",$48.19,$15.79
finance/www.marketwatch.com/TIBX.html,6.53,0.00%,0.00,$6.69,$6.48,"16,764",$8.78,$3.45
finance/www.marketwatch.com/TIF.html,27.29,0.00%,0.00,$28.08,$27.01,"15,689",$47.93,$16.70
finance/www.marketwatch.com/TBL.html,14.43,0.00%,0.00,$14.71,$13.94,"13,238",$19.41,$7.19
finance/www.marketwatch.com/TKR.html,18.87,0.00%,0.00,$19.10,$18.59,760,$37.46,$9.88
finance/www.marketwatch.com/TJX.html,30.73,0.00%,0.00,$30.86,$29.36,"3,994",$37.52,$17.80
finance/www.marketwatch.com/TMK.html,38.28,+0.03%,+0.01,$39.20,$37.74,684,$66.00,$16.16
finance/www.marketwatch.com/TM.html,78.84,-0.57%,-0.45,$78.84,$78.00,400,$104.40,$55.41
finance/www.marketwatch.com/RIG.html,82.58,-0.11%,-0.09,$83.67,$81.60,"6,379",$154.90,$41.95
finance/www.marketwatch.com/YUM.html,35.01,+0.66%,+0.23,$35.05,$33.98,"7,252",$40.25,$21.50
finance/www.marketwatch.com/TUP.html,26.37,0.00%,0.00,$26.61,$25.83,"4,000",$41.33,$10.91
finance/www.marketwatch.com/TYC.html,27.47,-0.28%,-0.08,$27.62,$27.15,"3,311",$46.26,$15.17
finance/www.marketwatch.com/USB.html,18.58,-0.43%,-0.08,$18.63,$18.26,"21,515",$42.23,$8.06
finance/www.marketwatch.com/UNP.html,54.36,+0.35%,+0.19,$54.41,$52.66,"3,341",$85.80,$33.28
finance/www.marketwatch.com/UIS.html,1.48,0.00%,0.00,$1.48,$1.40,"3,062",$4.70,$0.28
finance/www.marketwatch.com/UPS.html,50.53,0.00%,0.00,$51.74,$50.08,"26,687",$70.00,$37.99
finance/www.marketwatch.com/USM.html,41.01,-1.96%,-0.80,$41.07,$39.83,"8,000",$63.00,$27.18
finance/www.marketwatch.com/UTX.html,55.84,0.00%,0.00,$55.97,$54.77,"49,889",$69.37,$37.40
finance/www.marketwatch.com/UNH.html,24.21,+0.33%,+0.08,$24.43,$23.48,"34,031",$33.49,$14.51
finance/www.marketwatch.com/UVV.html,36.89,0.00%,0.00,$37.47,$36.53,"9,192",$56.00,$25.35
finance/www.marketwatch.com/UNM.html,16.86,0.00%,0.00,$16.96,$16.47,"59,298",$28.52,$7.61
finance/www.marketwatch.com/MRO.html,32.42,0.00%,0.00,$32.52,$31.93,"84,212",$53.98,$19.34
finance/www.marketwatch.com/X.html,39.32,+0.08%,+0.03,$41.17,$38.80,"799,734",$196.00,$16.66
finance/www.marketwatch.com/UTSI.html,1.93,0.00%,0.00,$2.09,$1.90,"1,680",$5.94,$0.63
finance/www.marketwatch.com/VRSN.html,19.24,0.00%,0.00,$19.40,$18.92,"15,100",$41.03,$16.23
finance/www.marketwatch.com/VZ.html,29.92,+0.17%,+0.05,$30.06,$29.61,"55,787",$37.56,$23.07
finance/www.marketwatch.com/VFC.html,58.40,0.00%,0.00,$59.33,$58.15,"2,808",$84.60,$38.22
finance/www.marketwatch.com/VIA.html,25.00,-0.97%,-0.24,$25.02,$24.33,600,$33.87,$13.00
finance/www.marketwatch.com/VC.html,30.25,0.00%,0.00,$30.35,$29.15,"232,067",$52.00,$17.31
finance/www.marketwatch.com/VOD.html,19.00,-0.29%,-0.06,$19.05,$18.72,"6,900",$31.21,$15.30
finance/www.marketwatch.com/VMC.html,47.20,-0.61%,-0.29,$47.21,$42.93,"648,388",$100.25,$34.30
finance/www.marketwatch.com/WAG.html,31.18,0.00%,0.00,$31.18,$30.58,"37,114",$37.85,$21.28
finance/www.marketwatch.com/WMT.html,49.84,-0.08%,-0.04,$49.86,$49.21,"62,447",$63.85,$46.25
finance/www.marketwatch.com/WMI.html,28.60,0.00%,0.00,$28.67,$28.19,"52,056",$39.25,$22.10
finance/www.marketwatch.com/WLP.html,46.72,0.00%,0.00,$47.70,$45.15,"12,198",$57.86,$27.50
finance/www.marketwatch.com/WFC.html,25.48,-0.12%,-0.03,$25.50,$24.78,"245,388",$44.69,$7.80
finance/www.marketwatch.com/WEN.html,3.98,-1.26%,-0.05,$4.13,$3.83,"158,494",$7.34,$2.63
finance/www.marketwatch.com/WY.html,34.18,0.00%,0.00,$34.30,$33.51,"2,208",$65.50,$18.67
finance/www.marketwatch.com/WHR.html,43.73,0.00%,0.00,$43.73,$41.97,"55,850",$91.87,$19.19
finance/www.marketwatch.com/WMB.html,17.31,0.00%,0.00,$17.57,$17.20,"80,156",$40.75,$9.52
finance/www.marketwatch.com/WOR.html,14.85,0.00%,0.00,$15.23,$14.31,"13,128",$26.14,$6.99
finance/www.marketwatch.com/WWE.html,13.59,0.00%,0.00,$13.59,$13.14,"3,771",$17.13,$8.76
finance/www.marketwatch.com/XRX.html,6.98,0.00%,0.00,$7.14,$6.80,"7,225",$14.62,$4.12
finance/www.marketwatch.com/XLNX.html,20.91,0.00%,0.00,$21.39,$20.44,"82,188",$28.20,$14.28
finance/www.marketwatch.com/YHOO.html,16.40,-0.37%,-0.06,$16.47,$16.10,"472,251",$26.33,$8.94
finance/www.marketwatch.com/ZIGO.html,5.43,+0.18%,+0.01,$5.72,$5.33,195,$13.79,$3.06
