url,STRING : club,STRING : position,STRING : national_team,SPACE : height,MASS : weight,DATE : birthdate
soccer/uk.eurosport.yahoo.com/george-mccartney.html,,Defender,Northern Ireland,1.83m.,79.00kg.,29/04/1981 in Belfast
soccer/uk.eurosport.yahoo.com/georgios-samaras.html,Glasgow,Striker,Greece,1.92m.,86.00kg.,21/02/1985 in
soccer/uk.eurosport.yahoo.com/gerard-pique.html,(FC) Barcelone,Defender,Spain,1.85m.,75.00kg.,02/02/1987 in Barcelone
soccer/uk.eurosport.yahoo.com/geremi.html,,Midfielders,Cameroon,1.80m.,78.00kg.,20/12/1978 in Bafoussam
soccer/uk.eurosport.yahoo.com/giampaolo-pazzini.html,Fiorentina,Striker,Italy,1.80m.,74.00kg.,02/08/1984 in Pescia
soccer/uk.eurosport.yahoo.com/gianluigi-buffon.html,Juventus Turin,Goalkeeper,Italy,1.90m.,83.00kg.,28/01/1978 in Carrara
soccer/uk.eurosport.yahoo.com/giannis-goumas.html,Panathinaïkos,Defender,Greece,1.84m.,76.00kg.,24/05/1975 in
soccer/uk.eurosport.yahoo.com/gilbertosilva.html,Panathinaïkos,Midfielders,Brazil,1.85m.,79.00kg.,07/10/1976 in Lagoa dea Prata ( Brazil )
soccer/uk.eurosport.yahoo.com/giles-barnes.html,,Midfielders,,1.83m.,82.00kg.,05/08/1988 in Barking
soccer/uk.eurosport.yahoo.com/giorgio-chiellini.html,Juventus Turin,Defender,Italy,1.86m.,76.00kg.,14/08/1984 in
soccer/uk.eurosport.yahoo.com/giuseppe-rossi.html,Villarreal,Striker,Italy,1.78m.,72.00kg.,"01/02/1987 in Clifton, New Jersey ( USA )"
soccer/uk.eurosport.yahoo.com/glen-johnson.html,,Defender,,1.81m.,74.00kg.,23/08/1984 in London
soccer/uk.eurosport.yahoo.com/gonzalo-higuain.html,Real Madrid,Striker,Argentina,1.84m.,75.00kg.,10/12/1987 in Brest
soccer/uk.eurosport.yahoo.com/goran-pandev.html,Lazio Rome,Midfielders,Macedonia,1.84m.,75.00kg.,27/07/1983 in Strumica
soccer/uk.eurosport.yahoo.com/graeme-murty.html,FC,Defender,,1.78m.,72.00kg.,13/11/1974 in Slatburn
soccer/uk.eurosport.yahoo.com/greg-halford.html,Sheff Wed,Defender,,1.93m.,87.00kg.,08/12/1984 in Chelmsford
soccer/uk.eurosport.yahoo.com/gretar-steinsson.html,Bolton,Midfielders,Iceland,1.89m.,78.00kg.,09/01/1982 in
soccer/uk.eurosport.yahoo.com/guillermo-franco.html,Villarreal,Striker,Mexico,1.87m.,77.00kg.,03/11/1976 in Corrientes
soccer/uk.eurosport.yahoo.com/gyan-asamoah.html,Rennes,Striker,Ghana,1.86m.,77.00kg.,22/11/1985 in
soccer/uk.eurosport.yahoo.com/habib-beye.html,,Defender,Senegal,1.82m.,79.00kg.,19/10/1977 in Suresnes
soccer/uk.eurosport.yahoo.com/hakan-yakin.html,Young Boys Berne,Midfielders,Switzerland,1.80m.,79.00kg.,22/02/1977 in Bâle
soccer/uk.eurosport.yahoo.com/harry-kewell.html,Galatasaray,Striker,Australia,1.81m.,74.00kg.,22/09/1978 in Sydney
soccer/uk.eurosport.yahoo.com/hatem-benarfa.html,Marseille,Midfielders,France,1.78m.,65.00kg.,07/03/1987 in Clamart
soccer/uk.eurosport.yahoo.com/hayden-mullins.html,West Ham Utd,Defender,,1.84m.,75.00kg.,27/03/1979 in
soccer/uk.eurosport.yahoo.com/henrik-pedersen.html,Silkeborg IF,Striker,Denmark,1.85m.,84.00kg.,10/06/1975 in Copenhagen
soccer/uk.eurosport.yahoo.com/hermann-hreidarsson.html,,Defender,Iceland,1.85m.,81.00kg.,11/07/1974 in Reykjavick
soccer/uk.eurosport.yahoo.com/hernan-crespo.html,Inter Milan,Striker,Argentina,1.84m.,80.00kg.,05/07/1975 in Florida
soccer/uk.eurosport.yahoo.com/heurelho-gomes.html,Tottenham,Goalkeeper,Brazil,1.91m.,82.00kg.,15/02/1981 in
soccer/uk.eurosport.yahoo.com/miguel-hugoalmeida.html,Werder Brême,Striker,Portugal,1.90m.,79.00kg.,23/05/1984 in Figueira da Foz
soccer/uk.eurosport.yahoo.com/hugo-lloris.html,Lyon,Goalkeeper,France,1.88m.,78.00kg.,26/12/1986 in Nice
soccer/uk.eurosport.yahoo.com/ian-harte.html,,Defender,Ireland,1.77m.,78.00kg.,31/08/1977 in Drogheda
soccer/uk.eurosport.yahoo.com/ian-pearce.html,,Defender,,1.91m.,91.00kg.,07/05/1974 in
soccer/uk.eurosport.yahoo.com/ibrahim-afellay.html,PSV Eindhoven,Midfielders,Netherlands,1.80m.,68.00kg.,02/04/1986 in
soccer/uk.eurosport.yahoo.com/ifeanyi-emeghara.html,Steaua Bucarest,Midfielders,Nigeria,1.73m.,72.00kg.,24/03/1984 in
soccer/uk.eurosport.yahoo.com/ignacio-gonzalez.html,,Midfielders,Uruguay,1.80m.,73.00kg.,14/05/1982 in Montevideo
soccer/uk.eurosport.yahoo.com/iker-casillas.html,Real Madrid,Goalkeeper,Spain,1.85m.,79.00kg.,20/05/1981 in
soccer/uk.eurosport.yahoo.com/ivanramos-ivancampo.html,,Defender,Spain,1.85m.,81.00kg.,21/02/1974 in San Sebastian
soccer/uk.eurosport.yahoo.com/ivica-olic.html,Hambourg SV,Striker,Croatia,1.82m.,82.00kg.,14/09/1979 in Slavonski Brod ( Croatia )
soccer/uk.eurosport.yahoo.com/james-harper.html,FC,Midfielders,,1.77m.,72.00kg.,09/11/1980 in Chelmsford
soccer/uk.eurosport.yahoo.com/james-mcfadden.html,,Striker,,1.78m.,70.00kg.,14/04/1983 in Glasgow
soccer/uk.eurosport.yahoo.com/james-milner.html,,Midfielders,,1.85m.,78.00kg.,04/01/1986 in Leeds
soccer/uk.eurosport.yahoo.com/jamie-carragher.html,FC,Defender,,1.86m.,76.00kg.,28/01/1978 in Bootle
soccer/uk.eurosport.yahoo.com/jari-litmanen.html,,Midfielders,Finland,1.81m.,82.00kg.,20/02/1971 in Lahti ( Finland )
soccer/uk.eurosport.yahoo.com/jason-koumas.html,,Midfielders,Wales,1.78m.,74.00kg.,25/09/1979 in
soccer/uk.eurosport.yahoo.com/jason-roberts.html,,Striker,Grenade,1.80m.,79.00kg.,25/01/1978 in Park Royal
soccer/uk.eurosport.yahoo.com/javier-garrido.html,,Defender,Spain,1.78m.,75.00kg.,15/03/1985 in Irun
soccer/uk.eurosport.yahoo.com/javier-mascherano.html,FC,Midfielders,Argentina,1.73m.,74.00kg.,08/06/1984 in San Lorenzo
soccer/uk.eurosport.yahoo.com/javier-zanetti.html,Inter Milan,Defender,Argentina,1.78m.,73.00kg.,10/08/1973 in Buenos Aires
soccer/uk.eurosport.yahoo.com/jean-makoun.html,Lyon,Midfielders,Cameroon,1.72m.,65.00kg.,29/05/1983 in Yaoundé
soccer/uk.eurosport.yahoo.com/jens-lehmann.html,VfB Stuttgart,Goalkeeper,Germany,1.90m.,87.00kg.,10/11/1969 in
soccer/uk.eurosport.yahoo.com/jeremie-aliadiere.html,,Striker,France,1.81m.,70.00kg.,30/03/1983 in Rambouillet
soccer/uk.eurosport.yahoo.com/jermain-defoe.html,,Striker,,1.69m.,65.00kg.,07/10/1982 in Reckton
soccer/uk.eurosport.yahoo.com/jermaine-jenas.html,Tottenham,Midfielders,,1.79m.,76.00kg.,18/02/1983 in Nottingham
soccer/uk.eurosport.yahoo.com/jermaine-pennant.html,FC,Midfielders,,1.67m.,63.00kg.,15/01/1983 in Nottingham
soccer/uk.eurosport.yahoo.com/jerzy-dudek.html,Real Madrid,Goalkeeper,Poland,1.87m.,81.00kg.,23/03/1973 in Rybnik
soccer/uk.eurosport.yahoo.com/jisung-park.html,,Midfielders,South Korea,1.75m.,70.00kg.,25/02/1981 in Seoul
soccer/uk.eurosport.yahoo.com/joan-capdevila.html,Villarreal,Defender,Spain,1.82m.,76.00kg.,02/03/1978 in
soccer/uk.eurosport.yahoo.com/joe-cole.html,,Midfielders,,1.75m.,70.00kg.,08/11/1981 in Islington
soccer/uk.eurosport.yahoo.com/joe-hart.html,,Goalkeeper,,1.91m.,83.00kg.,19/04/1987 in Shrewsbury
soccer/uk.eurosport.yahoo.com/joey-barton.html,,Midfielders,,1.72m.,70.00kg.,02/09/1982 in Huyton
soccer/uk.eurosport.yahoo.com/joey-obrien.html,Bolton,Midfielders,Ireland,1.80m.,75.00kg.,17/02/1986 in
soccer/uk.eurosport.yahoo.com/johan-djourou.html,,Defender,Switzerland,1.91m.,85.00kg.,18/01/1987 in
soccer/uk.eurosport.yahoo.com/johan-elmander.html,Bolton,Striker,Sweden,1.88m.,79.00kg.,27/05/1981 in
soccer/uk.eurosport.yahoo.com/john-carew.html,,Striker,Norway,1.93m.,90.00kg.,05/09/1979 in Lorenskog
soccer/uk.eurosport.yahoo.com/john-mensah.html,Lyon,Defender,Ghana,1.77m.,72.00kg.,29/11/1982 in Accra
soccer/uk.eurosport.yahoo.com/john-oshea.html,,Defender,Ireland,1.90m.,75.00kg.,30/04/1981 in Waterford
soccer/uk.eurosport.yahoo.com/john-pantsil.html,West Ham Utd,Defender,Ghana,1.78m.,80.00kg.,15/06/1981 in
soccer/uk.eurosport.yahoo.com/john-terry.html,,Defender,,1.82m.,75.00kg.,07/12/1980 in Barking
soccer/uk.eurosport.yahoo.com/johnobi-mikel.html,,Midfielders,Nigeria,1.80m.,80.00kg.,22/04/1987 in
soccer/uk.eurosport.yahoo.com/jolean-lescott.html,,Defender,,1.85m.,83.00kg.,16/08/1982 in Birmingham
soccer/uk.eurosport.yahoo.com/jonathan-woodgate.html,Tottenham,Defender,,1.89m.,80.00kg.,22/01/1980 in
soccer/uk.eurosport.yahoo.com/jonathan-zebina.html,Juventus Turin,Defender,France,1.84m.,80.00kg.,19/07/1978 in Paris
soccer/uk.eurosport.yahoo.com/jose-fernandotorres.html,FC,Striker,Spain,1.86m.,78.00kg.,20/03/1984 in
soccer/uk.eurosport.yahoo.com/josemaria-guti.html,Real Madrid,Midfielders,Spain,1.81m.,76.00kg.,31/10/1976 in Madrid
soccer/uk.eurosport.yahoo.com/joseba-llorente.html,Villarreal,Striker,Spain,1.84m.,72.00kg.,24/11/1979 in
soccer/uk.eurosport.yahoo.com/joseph-yobo.html,,Defender,Nigeria,1.85m.,76.00kg.,06/09/1980 in Kono
soccer/uk.eurosport.yahoo.com/josip-simunic.html,Hertha Berlin,Defender,Croatia,1.95m.,89.00kg.,18/02/1978 in Canberra ( Australia )
soccer/uk.eurosport.yahoo.com/julien-faubert.html,West Ham Utd,Midfielders,France,1.80m.,75.00kg.,01/08/1983 in Le Havre
soccer/uk.eurosport.yahoo.com/julio-arca.html,,Midfielders,Argentina,1.75m.,73.00kg.,31/01/1981 in Buenos Aires
soccer/uk.eurosport.yahoo.com/juninho.html,Lyon,Midfielders,Brazil,1.79m.,74.00kg.,30/01/1975 in Recife ( Brazil )
soccer/uk.eurosport.yahoo.com/jussi-jaaskelainen.html,Bolton,Goalkeeper,Finland,1.92m.,90.00kg.,19/04/1975 in Mikkeli
soccer/uk.eurosport.yahoo.com/justin-hoyte.html,,Defender,,1.80m.,70.00kg.,20/11/1984 in Waltham Forest
soccer/uk.eurosport.yahoo.com/jrmy-toulalan.html,Lyon,Midfielders,France,1.83m.,77.00kg.,10/09/1983 in Nantes
soccer/uk.eurosport.yahoo.com/kader-keita.html,Lyon,Striker,Ivory Coast,1.84m.,78.00kg.,06/08/1981 in Abidjan
soccer/uk.eurosport.yahoo.com/kahveci-nihat.html,Villarreal,Striker,Turkey,1.75m.,75.00kg.,23/11/1979 in
soccer/uk.eurosport.yahoo.com/kalifa-cisse.html,FC,Midfielders,France,1.86m.,76.00kg.,01/09/1981 in Dreux
soccer/uk.eurosport.yahoo.com/karim-benzema.html,Lyon,Striker,France,1.83m.,73.00kg.,19/12/1987 in Lyon
soccer/uk.eurosport.yahoo.com/kasey-keller.html,,Goalkeeper,USA,1.88m.,86.00kg.,29/11/1969 in Lacey ( Washington )
soccer/uk.eurosport.yahoo.com/keith-gillespie.html,Sheffield Utd,Midfielders,Northern Ireland,1.77m.,69.00kg.,18/02/1975 in Larne
soccer/uk.eurosport.yahoo.com/kenny-miller.html,,Striker,,1.75m.,67.00kg.,23/12/1979 in Edimbourg
soccer/uk.eurosport.yahoo.com/kevin-davies.html,Bolton,Striker,,1.83m.,85.00kg.,26/03/1977 in Sheffield
soccer/uk.eurosport.yahoo.com/kevin-doyle.html,FC,Striker,Ireland,1.81m.,80.00kg.,18/09/1983 in Adamstown
soccer/uk.eurosport.yahoo.com/kevin-nolan.html,Bolton,Midfielders,,1.82m.,88.00kg.,24/06/1982 in
soccer/uk.eurosport.yahoo.com/kieran-richardson.html,,Midfielders,,1.79m.,71.00kg.,21/10/1984 in Greenwich
soccer/uk.eurosport.yahoo.com/kim.html,Al Arabi Doha,Striker,Brazil,1.80m.,69.00kg.,22/06/1980 in Juiz of Fora
soccer/uk.eurosport.yahoo.com/kim-kallstrom.html,Lyon,Midfielders,Sweden,1.82m.,83.00kg.,24/08/1982 in
soccer/uk.eurosport.yahoo.com/kolo-toure.html,,Defender,Ivory Coast,1.83m.,76.00kg.,19/03/1981 in Sokoura Bouake
soccer/uk.eurosport.yahoo.com/konstantin-zyryanov.html,Zénith St-Petersbourg,Midfielders,Russia,1.76m.,72.00kg.,05/10/1977 in
soccer/uk.eurosport.yahoo.com/lars-hirschfeld.html,CFR Cluj-Napoca,Goalkeeper,Canada,1.90m.,90.00kg.,17/10/1978 in Edmonton
soccer/uk.eurosport.yahoo.com/lassana-diarra.html,,Midfielders,France,1.73m.,67.00kg.,10/03/1985 in Paris
soccer/uk.eurosport.yahoo.com/laurent-blanc.html,,Defender,France,1.92m.,88.00kg.,19/11/1965 in Alès
soccer/uk.eurosport.yahoo.com/ledley-king.html,Tottenham,Defender,,1.88m.,86.00kg.,12/10/1980 in London
soccer/uk.eurosport.yahoo.com/lee-bowyer.html,West Ham Utd,Midfielders,,1.75m.,68.00kg.,03/01/1977 in London
soccer/uk.eurosport.yahoo.com/lee-carsley.html,,Midfielders,Ireland,1.77m.,74.00kg.,28/02/1974 in Birmingahm (
soccer/uk.eurosport.yahoo.com/lee-cattermole.html,,Striker,,1.78m.,76.00kg.,21/03/1988 in Stockton
soccer/uk.eurosport.yahoo.com/leighton-baines.html,,Defender,,1.73m.,74.00kg.,11/12/1984 in
soccer/uk.eurosport.yahoo.com/leon-osman.html,,Midfielders,,1.79m.,71.00kg.,17/05/1981 in Wigan
soccer/uk.eurosport.yahoo.com/leroy-lita.html,FC,Striker,,1.75m.,70.00kg.,28/12/1984 in
soccer/uk.eurosport.yahoo.com/liam-ridgewell.html,,Defender,,1.78m.,65.00kg.,21/07/1984 in Bexley
soccer/uk.eurosport.yahoo.com/lilian-thuram.html,,Defender,France,1.82m.,70.00kg.,01/01/1972 in Pointe-à-Pitre ( Guadeloupe )
soccer/uk.eurosport.yahoo.com/lionel-messi.html,(FC) Barcelone,Striker,Argentina,1.69m.,67.00kg.,24/06/1987 in Rosario
soccer/uk.eurosport.yahoo.com/lorik-cana.html,Marseille,Midfielders,Albania,1.85m.,77.00kg.,27/07/1983 in
soccer/uk.eurosport.yahoo.com/louis-saha.html,,Striker,France,1.81m.,72.00kg.,08/08/1978 in Paris
soccer/uk.eurosport.yahoo.com/luca-toni.html,Bayern Munich,Striker,Italy,1.93m.,88.00kg.,26/05/1977 in Pavullo Nel Frignano
soccer/uk.eurosport.yahoo.com/lucas-neill.html,West Ham Utd,Defender,Australia,1.85m.,76.00kg.,09/03/1978 in Sydney ( Australia )
soccer/uk.eurosport.yahoo.com/luisantonio-valencia.html,,Midfielders,Ecuador,1.77m.,73.00kg.,04/08/1985 in
soccer/uk.eurosport.yahoo.com/luka-modric.html,Tottenham,Midfielders,Croatia,1.73m.,65.00kg.,09/09/1985 in
soccer/uk.eurosport.yahoo.com/lukas-podolski.html,Bayern Munich,Striker,Germany,1.80m.,80.00kg.,04/06/1985 in
soccer/uk.eurosport.yahoo.com/lukasz-fabianski.html,,Goalkeeper,Poland,1.91m.,84.00kg.,18/04/1985 in
soccer/uk.eurosport.yahoo.com/luke-young.html,,Defender,,1.83m.,77.00kg.,19/07/1979 in Harlow
soccer/uk.eurosport.yahoo.com/maceo-rigters.html,,,,,,
soccer/uk.eurosport.yahoo.com/mahamadou-diarra.html,Real Madrid,Midfielders,Mali,1.83m.,76.00kg.,18/05/1981 in Bamako
soccer/uk.eurosport.yahoo.com/maik-taylor.html,,Goalkeeper,Northern Ireland,1.95m.,86.00kg.,04/09/1971 in Hildesheim ( Germany )
soccer/uk.eurosport.yahoo.com/mamadou-niang.html,Marseille,Striker,Senegal,1.78m.,80.00kg.,13/10/1979 in Matam
soccer/uk.eurosport.yahoo.com/mamadou-samassa.html,Marseille,Striker,France,1.88m.,82.00kg.,01/05/1986 in Montfermeil
soccer/uk.eurosport.yahoo.com/manuel-almunia.html,,Goalkeeper,Spain,1.91m.,86.00kg.,19/05/1977 in Pampelune
soccer/uk.eurosport.yahoo.com/manuelhenriques-fernandes.html,Valence CF,Midfielders,Portugal,1.75m.,69.00kg.,05/02/1986 in Lisbon
soccer/uk.eurosport.yahoo.com/marc-crosas.html,Glasgow,Midfielders,Spain,1.72m.,69.00kg.,09/01/1988 in
soccer/uk.eurosport.yahoo.com/marc-planus.html,Bordeaux,Defender,France,1.80m.,75.00kg.,07/03/1982 in Bordeaux
soccer/uk.eurosport.yahoo.com/marco-borriello.html,Milan AC,Striker,Italy,1.80m.,73.00kg.,18/06/1982 in
soccer/uk.eurosport.yahoo.com/marco-cassetti.html,AS Rome,Defender,Italy,1.87m.,80.00kg.,29/05/1977 in Brescia
soccer/uk.eurosport.yahoo.com/marco-marchionni.html,Juventus Turin,Midfielders,Italy,1.75m.,66.00kg.,22/07/1980 in Monterotondo
soccer/uk.eurosport.yahoo.com/marco-materazzi.html,Inter Milan,Defender,Italy,1.93m.,89.00kg.,19/08/1973 in Lecce
soccer/uk.eurosport.yahoo.com/marek-saganowski.html,AaB Aalborg,Midfielders,Poland,1.78m.,76.00kg.,31/10/1978 in
soccer/uk.eurosport.yahoo.com/mario-balotelli.html,Inter Milan,Striker,Italy,1.89m.,88.00kg.,12/08/1990 in
soccer/uk.eurosport.yahoo.com/mario-galinovic.html,Panathinaïkos,Goalkeeper,Croatia,1.93m.,92.00kg.,15/11/1976 in
soccer/uk.eurosport.yahoo.com/mario-gomez.html,VfB Stuttgart,Striker,Germany,1.87m.,79.00kg.,10/07/1985 in
soccer/uk.eurosport.yahoo.com/mario-melchiot.html,,Defender,Netherlands,1.87m.,74.00kg.,04/11/1976 in
soccer/uk.eurosport.yahoo.com/mariusz-lewandowski.html,Chakhtior Donetsk,Defender,Poland,1.85m.,84.00kg.,18/05/1979 in Legnica
soccer/uk.eurosport.yahoo.com/mark-gonzalez.html,Betis Séville,Striker,Chili,1.75m.,70.00kg.,10/07/1984 in Durban ( Af Sud )
soccer/uk.eurosport.yahoo.com/mark-randall.html,,Midfielders,,,,28/09/1989 in
soccer/uk.eurosport.yahoo.com/mark-schwarzer.html,,Goalkeeper,Australia,1.96m.,90.00kg.,06/10/1972 in
soccer/uk.eurosport.yahoo.com/mark-viduka.html,,Striker,Australia,1.88m.,86.00kg.,09/10/1975 in Melbourne ( Australia )
soccer/uk.eurosport.yahoo.com/markus-rosenberg.html,Werder Brême,Striker,Sweden,1.78m.,74.00kg.,27/09/1982 in
soccer/uk.eurosport.yahoo.com/marlon-harewood.html,,Striker,,1.85m.,63.00kg.,25/08/1979 in Hampstead
soccer/uk.eurosport.yahoo.com/marlon-king.html,,Striker,Jamaica,1.85m.,77.00kg.,24/06/1980 in Dulwich
soccer/uk.eurosport.yahoo.com/marouane-chamakh.html,Bordeaux,Striker,Morocco,1.85m.,70.00kg.,10/01/1984 in Tonnens
soccer/uk.eurosport.yahoo.com/marouane-fellaini.html,,Midfielders,Belgium,1.94m.,85.00kg.,22/11/1987 in Brussels
soccer/uk.eurosport.yahoo.com/martin-jorgensen.html,Fiorentina,Midfielders,Denmark,1.80m.,78.00kg.,06/10/1975 in Oerstad
soccer/uk.eurosport.yahoo.com/martin-laursen.html,,Defender,Denmark,1.89m.,85.00kg.,26/07/1977 in Farvoug
soccer/uk.eurosport.yahoo.com/martin-petrov.html,,Midfielders,Bulgaria,1.85m.,83.00kg.,15/01/1979 in Vratza
soccer/uk.eurosport.yahoo.com/martin-skrtel.html,FC,Defender,Slovakia,1.86m.,79.00kg.,15/12/1984 in
soccer/uk.eurosport.yahoo.com/martin-demichelis.html,Bayern Munich,Defender,Argentina,1.84m.,80.00kg.,20/12/1980 in Justiniano Posse
soccer/uk.eurosport.yahoo.com/massimo-donati.html,Glasgow,Midfielders,Italy,1.86m.,77.00kg.,26/03/1981 in Sedegliano
soccer/uk.eurosport.yahoo.com/mathieu-valbuena.html,Marseille,Midfielders,France,1.63m.,57.00kg.,28/09/1984 in Bruges ( 33 )
soccer/uk.eurosport.yahoo.com/matthew-upson.html,West Ham Utd,Defender,,1.85m.,72.00kg.,18/04/1979 in Eye
soccer/uk.eurosport.yahoo.com/mauro-zarate.html,Lazio Rome,Striker,Argentina,1.76m.,76.00kg.,18/03/1987 in Haedo
soccer/uk.eurosport.yahoo.com/micah-richards.html,,Defender,,1.77m.,80.00kg.,24/06/1988 in Birmingham
soccer/uk.eurosport.yahoo.com/michael-ball.html,,Defender,,1.77m.,70.00kg.,02/10/1979 in
soccer/uk.eurosport.yahoo.com/michael-ballack.html,,Midfielders,Germany,1.89m.,80.00kg.,26/09/1976 in
soccer/uk.eurosport.yahoo.com/michael-beauchamp.html,AaB Aalborg,Defender,Australia,1.91m.,85.00kg.,08/03/1981 in Sydney ( Australia )
soccer/uk.eurosport.yahoo.com/michael-brown.html,,Midfielders,,1.77m.,73.00kg.,25/01/1977 in Hartlepool
soccer/uk.eurosport.yahoo.com/michael-carrick.html,,Midfielders,,1.83m.,74.00kg.,28/07/1981 in Wallsend
soccer/uk.eurosport.yahoo.com/michael-dawson.html,Tottenham,Defender,,1.87m.,77.00kg.,18/11/1983 in Northallerton
soccer/uk.eurosport.yahoo.com/michael-duberry.html,FC,Defender,,1.85m.,87.00kg.,14/10/1975 in Enfield
soccer/uk.eurosport.yahoo.com/michael-essien.html,,Midfielders,Ghana,1.80m.,78.00kg.,08/12/1982 in Accra
soccer/uk.eurosport.yahoo.com/michael-johnson.html,,Midfielders,,,,24/02/1988 in
soccer/uk.eurosport.yahoo.com/michael-owen.html,,Striker,,1.73m.,70.00kg.,14/12/1979 in Chester
soccer/uk.eurosport.yahoo.com/michael-rensing.html,Bayern Munich,Goalkeeper,Germany,1.89m.,85.00kg.,14/05/1984 in Ligen
soccer/uk.eurosport.yahoo.com/michel-platini.html,,Midfielders,France,1.79m.,73.00kg.,21/06/1955 in
soccer/uk.eurosport.yahoo.com/mikel-arteta.html,,Midfielders,Spain,1.76m.,69.00kg.,26/03/1982 in San Sebastian
soccer/uk.eurosport.yahoo.com/milan-baros.html,Galatasaray,Striker,Czech Republic,1.84m.,78.00kg.,28/10/1981 in Ostrava
soccer/uk.eurosport.yahoo.com/miralem-pjanic.html,Lyon,Midfielders,Bosnia and Herzegovina,1.80m.,68.00kg.,02/04/1990 in
soccer/uk.eurosport.yahoo.com/mirko-vucinic.html,AS Rome,Striker,Montenegro,1.86m.,76.00kg.,01/10/1983 in Niksic
soccer/uk.eurosport.yahoo.com/miroslav-klose.html,Bayern Munich,Striker,Germany,1.82m.,74.00kg.,09/06/1978 in Oppeln/Schlesien ( POL )
soccer/uk.eurosport.yahoo.com/mladen-petric.html,Hambourg SV,Striker,Croatia,1.85m.,77.00kg.,01/01/1981 in
soccer/uk.eurosport.yahoo.com/modeste-mbami.html,Marseille,Midfielders,Cameroon,1.72m.,67.00kg.,09/10/1982 in Yaoundé
soccer/uk.eurosport.yahoo.com/mohamed-shawky.html,,Midfielders,Egypt,1.81m.,75.00kg.,05/10/1981 in
soccer/uk.eurosport.yahoo.com/mohamed-zidan.html,Borussia Dortmund,Striker,Egypt,1.78m.,68.00kg.,11/12/1981 in Port Saïd
soccer/uk.eurosport.yahoo.com/mustapha-riga.html,Bolton,Striker,Netherlands,1.82m.,67.00kg.,10/10/1981 in Accra
soccer/uk.eurosport.yahoo.com/nani.html,,Midfielders,Portugal,1.75m.,66.00kg.,17/11/1986 in Amadora
soccer/uk.eurosport.yahoo.com/nemanja-vidic.html,,Defender,Serbia,1.88m.,84.00kg.,21/10/1981 in Uzice
soccer/uk.eurosport.yahoo.com/nicklas-bendtner.html,,Striker,Denmark,1.91m.,78.00kg.,16/01/1988 in
soccer/uk.eurosport.yahoo.com/nicky-butt.html,,Midfielders,,1.78m.,75.00kg.,21/01/1975 in Manchester
