url,STRING : nationality,STRING : birthplace,DATE : birthdate,SPACE : height,MASS : weight,STRING : national_team,STRING : position
soccer/www.123football.com/ulises-de-la-cruz.html,Ecuadorian,"Quito, Equador",08/08/1974,176 cm,73 kg,Equador,Defender
soccer/www.123football.com/cuauhtemoc-blanco.html,Mexican,"Mexico City, Mexico",17/01/1973,177 cm,73 kg,Mexico,Forward
soccer/www.123football.com/javier-zanetti.html,Argentinian,"Buenos Aires, Argentina",10/08/1973,178 cm,73 kg,Argentina,"Right Back, Right Midfielder"
soccer/www.123football.com/eduardo-coudet.html,Argentinian,"Buenos Aires, Argentina",12/09/1974,178 cm,73 kg,,Midfielder
soccer/www.123football.com/ivan-zamorano.html,Chilean,"Colonia de Maipu, Chile",17/01/1967,178 cm,73 kg,Chile,Forward
soccer/www.123football.com/roberto-baronio.html,Italian,"Manerbio, Italy",11/12/1977,179 cm,73 kg,,Midfielder
soccer/www.123football.com/michel-platini.html,French,"Joeuf, France",21/06/1955,179 cm,73 kg,France,Midfielder
soccer/www.123football.com/massimo-maccarone.html,Italian,"Galliate, Italy",06/09/1979,180 cm,73 kg,Italy,Forward
soccer/www.123football.com/gonzalo-rodriguez.html,Argentinian,"Buenos Aires, Argentina",10/04/1984,180 cm,73 kg,Argentina,Defender
soccer/www.123football.com/josep-guardiola.html,Spanish,"Barcelona, Spain",18/01/1971,180 cm,73 kg,Spain,Central Midfielder
soccer/www.123football.com/hugo-viana.html,Portuguese,"Barcelos , Portugal",02/05/1975,181 cm,73 kg,Portugal,Midfielder
soccer/www.123football.com/giuseppe-favalli.html,Italian,"Ozinuovi, Italy",08/01/1972,181 cm,73 kg,Italy,Left Back
soccer/www.123football.com/florent-malouda.html,French Guiana,"Guyane, France",13/06/1980,181 cm,73 kg,France A-,Midfielder
soccer/www.123football.com/martijn-meerdink.html,,"Amsterdam, Holland",15/09/1976,181 cm,73 kg,,Forward
soccer/www.123football.com/paolo-guerrero.html,Peruvian,"Lima, Peru","January 1, 1984",183 cm,73 kg,Peru,Striker
soccer/www.123football.com/salif-diao.html,Senegalese,"Kendougou, Senegal",10/02/1977,184 cm,73 kg,Senegal,Midfielder
soccer/www.123football.com/roque-junior.html,Brazilian,"Mendoza, Argentina",31 August 1976,186 cm,73 kg,Brazil,"Right Back, Central Defender"
soccer/www.123football.com/philippe-christanval.html,French,,31/08/1978,190 cm,73 kg,France,"Sweeper, Defender"
soccer/www.123football.com/hugo-ibarra.html,Argentinian,"El Colorado, Argentina",01/04/1974,170 cm,74 kg,,Defender
soccer/www.123football.com/oliver-neuville.html,German,"Locarno, Switzerland",01/05/1973,171 cm,74 kg,Germany,Forward
soccer/www.123football.com/zinho.html,Brazilian,"Rio de Janeiro, Brazil",17/06/1967,172 cm,74 kg,Brazil,Attacking Midfielder
soccer/www.123football.com/ruben-sosa.html,Uruguayan,"Montevideo, Uruguay","April 25, 1966",172 cm,74 kg,Uruguay,Forward
soccer/www.123football.com/gabri.html,Spanish,"Barcelona, Spain",10/02/1979,174 cm,74 kg,Spain,"Right Back, Right Midfielder"
soccer/www.123football.com/lucas-castroman.html,Argentinian,"Villa Flandria, Argentina",10/02/1980,174 cm,74 kg,,Midfielder
soccer/www.123football.com/anders-andersson.html,Swedish,"Tomelilla, Sweden",15/03/1974,174 cm,74 kg,Sweden,Central Midfielder
soccer/www.123football.com/paulo-nunes.html,Brazilian,"Pontalina-GO, Brazil",30/10/1971,174 cm,74 kg,Brazil,Striker
soccer/www.123football.com/luigi-di-biagio.html,Italian,"Rome, Italy",03/06/1971,175 cm,74 kg,Italy,"Right Midfielder, Central Midfielder"
soccer/www.123football.com/luis-oliveira.html,Belgian,"São Luís, Maranhão, Brazil",24 March 1969,176 cm,74 kg,Belgium,Striker
soccer/www.123football.com/krasimir-balakov.html,Bulgarian,"Veliko Ternovo, Bulgaria",29/03/1966,176 cm,74 kg,Bulgaria,Central Midfielder
soccer/www.123football.com/flavio-conceicao.html,Brazilian,"São Paulo, Brazil",12/06/1974,178 cm,74 kg,Brazil,Defensive Midfielder
soccer/www.123football.com/adrian-ilie.html,Romanian,"Craiova, Romania",20/04/1974,178 cm,74 kg,Romania,"Attacking Midfielder, Forward"
soccer/www.123football.com/paul-ince.html,English,"Ilford, England",21/10/1967,178 cm,74 kg,England,Central Midfielder
soccer/www.123football.com/marcos-assuncao.html,Brazilian,,25/07/1976,178 cm,74 kg,Brazil,Attacking Midfielder
soccer/www.123football.com/john-harkes.html,American,"Kearney, New Jersey, United States","March 8, 1967",178 cm,74 kg,,Right Midfielder
soccer/www.123football.com/federico-insua.html,Argentinian,"Capital Federal, Argentina",03/01/1980,179 cm,74 kg,,Midfielder
soccer/www.123football.com/juninho-pernambucano.html,Brazilian,"Recife, Brazil",30/01/1975,179 cm,74 kg,Brazil,Midfielder
soccer/www.123football.com/paolo-montero.html,Uruguayan,"Montevideo, Uruguay","September 3, 1971",179 cm,74 kg,Uruguay,Defender
soccer/www.123football.com/cosmin-contra.html,Romanian,"Timisoara , Romania",02/05/1975,180 cm,74 kg,Romania,Defence
soccer/www.123football.com/junichi-inamoto.html,Japanese,"Osaka, Japan",18/09/1979,180 cm,74 kg,Japan,Central Midfielder
soccer/www.123football.com/sebastian-battaglia.html,Argentinian,"Santa Fe, Argentina",Nov 8 1980,180 cm,74 kg,Argentina,Midfielder
soccer/www.123football.com/costinha.html,Portuguese,"Lisboa, Portugal",01/12/1974,181 cm,74 kg,Portugal,Central Midfielder
soccer/www.123football.com/filippo-inzaghi.html,Italian,"Piacenza, Italy",09/08/1973,181 cm,74 kg,Italy,Striker
soccer/www.123football.com/harry-kewell.html,Australian,"Sydney, Australia",22/09/1978,181 cm,74 kg,Australia,Forward
soccer/www.123football.com/mateja-kezman.html,Serbian,"Belgrade, Serbia-Montenegro",12/04/1979,182 cm,74 kg,Serbia-Montenegro,Forward
soccer/www.123football.com/el-hadji-diouf.html,Senegalese,"Dakar, Senegal",15/01/1981,182 cm,74 kg,Senegal,"Right Wing, Forward"
soccer/www.123football.com/umit-karan.html,Turkish,Germany,"October 1, 1976",182 cm,74 kg,Turkey,Foward
soccer/www.123football.com/luciano-figueroa.html,Argentinian,"Rosario, Argentina",19/05/1981,183 cm,74 kg,"Argentina- A, U23",Striker
soccer/www.123football.com/michael-carrick.html,,"Wallsend, England",28/07/1981,183 cm,74 kg,,Midfielder
soccer/www.123football.com/miguel-angel-mista.html,Spanish,"Murcia, Spain",12/11/1978,184 cm,74 kg,,Striker
soccer/www.123football.com/philip-cocu.html,Dutch,"Eindhoven, Holland",29/10/1970,184 cm,74 kg,Holland,Central Midfielder
soccer/www.123football.com/didier-drogba.html,Ivorian,"Abidjan, Ivory Coast",11/03/1978,185 cm,74 kg,Ivory Coast,Striker
soccer/www.123football.com/lucas-radebe.html,South African,"Johannesburg, South Africa",12/04/1969,185 cm,74 kg,South Africa,Central Defender
soccer/www.123football.com/jose-chamot.html,Argentinian,"Rosario, Argentina",17/05/1969,185 cm,74 kg,Argentina,"Left Back, Left Midfielder"
soccer/www.123football.com/mario-melchiot.html,Dutch,"Amsterdam, Holland",04/11/1976,187 cm,74 kg,Holland,Defender
soccer/www.123football.com/diego-forlan.html,Uruguayan,"Montevideo, Uruguay",19/05/1979,174 cm,75 kg,Uruguay,Striker
soccer/www.123football.com/hugo-castillo.html,Argentinian,"Capiovi, Misiones, Argentina",17/03/1971,175 cm,75 kg,,Midfielder
soccer/www.123football.com/kahveci-nihat.html,Turkish,Istanbul,23/11/1979,175 cm,75 kg,Turkey,Forward
soccer/www.123football.com/aron-winter.html,Dutch,"Paramaribo, Suriname",01/03/1967,176 cm,75 kg,Holland,"Defensive Midfielder, Midfielder"
soccer/www.123football.com/fabio-cannavaro.html,Italian,"Napoli, Italy",13/09/1973,177 cm,75 kg,Italy,Central Defender
soccer/www.123football.com/emile-mpenza.html,,"Zellik, Belgium","July 4, 1978",177 cm,75 kg,Belgium,Striker
soccer/www.123football.com/michael-reiziger.html,Dutch,"Amstelveev, Holland",03/05/1973,178 cm,75 kg,Holland,Right Back
soccer/www.123football.com/giovanni-van-bronckhorst.html,Dutch,"Rotterdam , Netherlands",2/5/1975,178 cm,75 kg,Holland,"Defender, Midfielder"
soccer/www.123football.com/ray-parlour.html,English,"Romford, England",07/03/1973,179 cm,75 kg,England,Midfielder
soccer/www.123football.com/samuel-etoo.html,Cameroonian,"Nkon, Cameroon",10/03/1981,179 cm,75 kg,Cameroon,Striker
soccer/www.123football.com/joaquin.html,Spanish,"Cadiz, Spain",21/07/1981,179 cm,75 kg,Spain,Midfielder
soccer/www.123football.com/ian-wright.html,English,"Woolwich, England",02/11/1963,180 cm,75 kg,England,Striker
soccer/www.123football.com/gilles-de-bilde.html,Belgian,"Zellik, Belgium",09/06/1971,180 cm,75 kg,Belgium,Striker
soccer/www.123football.com/stephen-warnock.html,English,"Ormskirk, England",12/12/1981,180 cm,75 kg,England,Defender
soccer/www.123football.com/cristiano-zanetti.html,Italian,"Carrara, Italy",14/04/1977,180 cm,75 kg,Italy,Midfielder
soccer/www.123football.com/iker-casillas.html,Spanish,"San Sebastián, Spain",20/05/1981,180 cm,75 kg,Spain,Goalkeeper
soccer/www.123football.com/phil-neville.html,English,"Bury, England",21/01/1977,180 cm,75 kg,England,Defender
soccer/www.123football.com/duilio-davino.html,Mexican,"Leon, Mexico",21/03/1976,180 cm,75 kg,Mexico,Central Defender
soccer/www.123football.com/pedro-pauleta.html,Portuguese,"Punta de Algada, Portugal",April 28 1973,180 cm,75 kg,Portugal,Forward
soccer/www.123football.com/claudio-husain.html,Argentinian,"San Justo, Buenos Aires, Argentina","November 20, 1974",180 cm,75 kg,,Defensive Midfielder
soccer/www.123football.com/szilard-nemeth.html,Slovak,"Komarno, Slovakia",08/08/1977,181 cm,75 kg,Slovakia,Forward
soccer/www.123football.com/stefano-fiore.html,Italian,"Cosenza, Italy",17/04/1975,181 cm,75 kg,Italy,Midfielder
soccer/www.123football.com/stephane-chapuisat.html,Swiss,"Lausanne, Switzerland",28/06/1969,181 cm,75 kg,Switzerland,Striker
soccer/www.123football.com/thomas-hitzlsperger.html,,"Munich, Germany",05/04/1982,182 cm,75 kg,,Midfielder
soccer/www.123football.com/noureddine-naybet.html,Moroccan,Casablanca,10/02/1970,182 cm,75 kg,Marocco,Defender
soccer/www.123football.com/rafael-marquez.html,Mexican,"Zamora, Mexico",13/02/1979,182 cm,75 kg,Mexico,Defender
soccer/www.123football.com/gustavo-nery.html,,"Nova Friburgo, Brazil","July 22, 1977",182 cm,75 kg,,Defender
soccer/www.123football.com/mike-hanke.html,,"Hamm, Germany",05/11/1983,183 cm,75 kg,,Forward
soccer/www.123football.com/cristiano-ronaldo.html,Portuguese,"Funchal, Madeira, Portugal",05/02/1985,184 cm,75 kg,"Portugal - A, U21",Left Wing
soccer/www.123football.com/ernesto-farias.html,Argentinian,"Trenque Lauquen, Argentina",29/05/1980,184 cm,75 kg,,Striker
soccer/www.123football.com/romeo-castelen.html,,"Paramaribo, Surinam",03/05/1983,185 cm,75 kg,,Forward
soccer/www.123football.com/luis-gonzalez.html,Lucho,"Capital Federal, Argentina",19/01/1981,185 cm,75 kg,,Midfielder
soccer/www.123football.com/jorg-heinrich.html,German,,"December 6, 1969",185 cm,75 kg,,"Defender, Midfielder"
soccer/www.123football.com/fernando-redondo.html,Argentinian,"Buenos Aires, Argentina",06/07/1969,186 cm,75 kg,Argentina,Central Midfielder
soccer/www.123football.com/thiago-motta.html,Brazilian,"São Paulo, Brazil","August 28, 1982",186 cm,75 kg,Brazil,Midfielder
soccer/www.123football.com/francesco-coco.html,Italian,"Paternò, Italy",08/01/1977,187 cm,75 kg,Italy,Left Back
soccer/www.123football.com/david-trezeguet.html,French,"Rouen, France",15/10/1977,187 cm,75 kg,France,Forward
soccer/www.123football.com/peter-crouch.html,,"Macclesfield, England)",30/01/1981,198 cm,75 kg,,Forward
soccer/www.123football.com/fredrik-ljungberg.html,Swedish,Halmstad (Sweden),16/04/1977,176 cm,75kg,Sweden,Midfielder
soccer/www.123football.com/pablo-galdames.html,Chilean,"Santiago, Chile",26/04/1974,173 cm,76 kg,Chile,Central Midfielder
soccer/www.123football.com/sylvain-wiltord.html,French,Neuilly-sur-Marne,10/05/1974,174 cm,76 kg,France-A,Forward
soccer/www.123football.com/dario-husain.html,Argentinian,"Haedo, Argentina","May 2, 1976",174 cm,76 kg,,Forward
soccer/www.123football.com/samuel-kuffour.html,Ghana,"Kumasi, Ghana","September 3, 1976",175 cm,76 kg,Ghana,Defender
soccer/www.123football.com/laurent-robert.html,Argentinian,"Mendoza, Argentina",12/04/1973,178 cm,76 kg,Argentina,"Right Back, Central Defender"
soccer/www.123football.com/roberto-ayala.html,Argentinian,"Mendoza, Argentina",12/04/1973,178 cm,76 kg,Argentina,"Right Back, Central Defender"
soccer/www.123football.com/mario-regueiro.html,Uruguayan,"Montevideo, Uruguay",14/09/1978,178 cm,76 kg,Uruguay,Striker
soccer/www.123football.com/luizao.html,Brazilian,"Rubineia, Brazil",14/11/1975,178 cm,76 kg,Brazil,Striker
soccer/www.123football.com/marco-di-vaio.html,Italian,"Roma, Italy",15/07/1976,178 cm,76 kg,Italy,Striker
soccer/www.123football.com/rodolfo-cardoso.html,Argentinian,"Azul, Argentina",17/10/1968,178 cm,76 kg,Argentina,Midfielder
soccer/www.123football.com/paul-gascoigne.html,English,"Gateshead, England",27/05/1967,178 cm,76 kg,"England- A, U21",Central Midfielder
soccer/www.123football.com/dwight-yorke.html,Trinidadian and Tobagan,"Canaan, Trinidad & Tobago",03/11/1971,179 cm,76 kg,Trinidad & Tobago,Striker
soccer/www.123football.com/zlatko-zahovic.html,Slovenian,"Maribor, Slovenia",01/02/1971,180 cm,76 kg,Slovenia,Attacking Midfielder
soccer/www.123football.com/angelos-basinas.html,Greek,"Athens, Greece",03/01/1976,180 cm,76 kg,Greece,Midfielder
soccer/www.123football.com/nuno-valente.html,Portuguese,"Lisbon, Portugal",12 September 1974,180 cm,76 kg,Portugal,Defender
soccer/www.123football.com/karlheinz-riedle.html,German,"Simmerberg, Germany",16/09/1965,180 cm,76 kg,Germany,Forward
soccer/www.123football.com/emmanuel-olisadebe.html,Polish,"Warri, Nigéria",22/12/1978,180 cm,76 kg,Poland,Forward
soccer/www.123football.com/kiki-musampa.html,Dutch,"Kinshasa, DR Congo","July 20, 1977",180 cm,76 kg,Holland,Midfielder
soccer/www.123football.com/martin-jorgensen.html,Danish,"Orsted , Denmark","October 6, 1975",180 cm,76 kg,Denmark,Midfielder
soccer/www.123football.com/gianluca-zambrotta.html,Italian,"Como, Italy",19/02/1977,181 cm,76 kg,"Italy- A, U21","Right Back, Right Midfielder"
soccer/www.123football.com/jurgen-klinsmann.html,German,"Göppingen, Germany","July 30, 1964",181 cm,76 kg,Germany,Striker
soccer/www.123football.com/bosko-balaban.html,Croatian,Rijeka,"October 15, 1978",181 cm,76 kg,Croatia,Striker
soccer/www.123football.com/massimo-oddo.html,Italian,Citta Sant Angelo,14/06/1976,182 cm,76 kg,Italy,Defender
soccer/www.123football.com/ronaldinho.html,Brazilian,"Porto Alegre, Brazil",21/03/1980,182 cm,76 kg,Brazil,"Midfielder, Attacking Midfielder"
soccer/www.123football.com/rigobert-song.html,Cameroon,"Nkanglicock, Cameroon",01/07/1976,183 cm,76 kg,Cameroon,Defender
soccer/www.123football.com/kolo-toure.html,Ivory Coast,"Sokoura Bouake, Ivory Coast",19/03/1981,183 cm,76 kg,Ivory Coast,Defender
soccer/www.123football.com/frank-lampard.html,English,"Romford, England",20/06/1978,183 cm,76 kg,England,Midfielder
soccer/www.123football.com/marek-jankulovski.html,Czech,Ostrava (Czech Republic),09/05/1977,184 cm,76 kg,Czech Republic,Defender
soccer/www.123football.com/milan-baros.html,Czech,"Valassake Mezirici, Czech Republic",28/10/1981,184 cm,76 kg,Czech Republic,Forward
soccer/www.123football.com/joseph-yobo.html,Nigerian,"Kono, Nigeria",06/09/1980,185 cm,76 kg,Nigeria,Defender
soccer/www.123football.com/james-beattie.html,English,"Lancaster, England",27/02/1978,185 cm,76 kg,"England- A, U21",Striker
soccer/www.123football.com/kakha-kaladze.html,Georgia,"Samtredia, Georgia",27/02/1978,186 cm,76 kg,Georgia,Defendr
soccer/www.123football.com/jamie-carragher.html,English,"Liverpool, England","January 28, 1978",186 cm,76 kg,England,Defender
soccer/www.123football.com/maximiliano-lopez.html,Argentinian,"Capital Federal, Argentina",03/04/1984,188 cm,76 kg,Argentina- U17,Forward
soccer/www.123football.com/mark-hughes.html,Welsh,"Wrexham, Wales","November 1, 1963",174 cm,77 kg,,Striker
soccer/www.123football.com/joseba-etxeberria.html,Spanish,"Elgoíbar, Spain",05/09/1977,177 cm,77 kg,Spain,Right Wing
soccer/www.123football.com/gennaro-gattuso.html,Italian,"Cosenza, Italy",09/01/1978,177 cm,77 kg,"Italy- A, U21","Right Midfielder, Central Midfielder"
soccer/www.123football.com/anders-svensson.html,Swedish,"Elfsborg, Sweden",17/07/1976,177 cm,77 kg,Sweden,Midfielder
soccer/www.123football.com/giuseppe-giannini.html,Italian,"Rome, Italy",20/08/1964,177 cm,77 kg,Italy,Attacking Midfielder
soccer/www.123football.com/jose-luis-calderon.html,Argentinian,"La Plata, Argentina",24/10/1970,177 cm,77 kg,,Forward
soccer/www.123football.com/francisco-arce.html,Paraguayan,"San Jose dos Arroyos, Paraguay","October 5, 1979",178 cm,77 kg,Paraguay,Defender
soccer/www.123football.com/stilian-petrov.html,Bulgarian,Bulgaria,05/07/1979,180 cm,77 kg,Bulgaria,Midfielder
soccer/www.123football.com/fernando-caceres.html,Argentinian,"Buenos Aires, Argentina",07/02/1969,180 cm,77 kg,Argentina,Central Defender
soccer/www.123football.com/christian-panucci.html,Italian,"Savona, Italy",12/04/1973,180 cm,77 kg,Italy,Defender
soccer/www.123football.com/pablo-cavallero.html,Argentinian,,13/04/1974,180 cm,77 kg,Argentina,Goalkeeper
soccer/www.123football.com/tomas-galasek.html,Czech,"Ostrava, Czech Republic",15 Jan 1973,180 cm,77 kg,Czech Republic,Midfielder
soccer/www.123football.com/fernando-cavenaghi.html,Argentinian,"O'Brien (Buenos Aires), Argentina",21/09/1983,180 cm,77 kg,Argentina,Striker
soccer/www.123football.com/wayne-rooney.html,English,"Liverpool, England",24/10/1985,180 cm,77 kg,England,Striker
soccer/www.123football.com/shabani-nonda.html,RD Congo,Bujumbura ( Burundi ),06/03/1977,182 cm,77 kg,France,Forward
soccer/www.123football.com/diego-cagna.html,Argentinian,"Capital Federal, Argentina",19/04/1970,182 cm,77 kg,,Central Midfielder
soccer/www.123football.com/diego-fuser.html,Italian,"Torino, Italy",11/11/1968,183 cm,77 kg,Italy,"Right Midfielder, Central Midfielder"
soccer/www.123football.com/daniel-fonseca.html,Uruguayan,"Montevideo, Uruguay",13/09/1969,183 cm,77 kg,Uruguay,Striker
soccer/www.123football.com/markus-rosenberg.html,Swedish,Sweden,"September 22, 1982",183 cm,77 kg,Sweden,Midfielder
soccer/www.123football.com/dario-hubner.html,Italian,"Muggia, Italy","April 28, 1967",184 cm,77 kg,,Striker
soccer/www.123football.com/francisco-pavon.html,Spanish,"Madrid , Spain",1/9/1980,188 cm,77 kg,Spain,Defender
soccer/www.123football.com/limberg-gutierrez.html,Bolivian,Santa Cruz (Bolivia),19/11/1977,174 cm,78 kg,Bolivia,Midfielder
soccer/www.123football.com/ian-harte.html,Irish,"Drogheda, Ireland","August 31, 1977",177 cm,78 kg,,Left Back
soccer/www.123football.com/carles-puyol.html,Spanish,"Lleida, Spain",13/04/1978,178 cm,78 kg,Spain,Defender
soccer/www.123football.com/trevor-sinclair.html,English,"Dulwich, England",02/03/1973,179 cm,78 kg,England,Midfielder
soccer/www.123football.com/diego-milito.html,Argentinian,"Buenos Aires, Argentina",12/06/1979,179 cm,78 kg,Argentina,Forward
soccer/www.123football.com/dario-simic.html,Croatian,"Zagreb, Croatia",02/05/1975,180 cm,78 kg,Croatia,Defender
soccer/www.123football.com/horacio-ameli.html,Argentinian,"Rosario, Santa Fe, Argentina",07/07/1974,180 cm,78 kg,,"Right Back, Central Defender"
soccer/www.123football.com/michael-essien.html,Ghanaian,"Accra, Ghana",08/12/1982,180 cm,78 kg,Ghana,Midfielder
soccer/www.123football.com/mauro-galvao.html,Brazilian,"Porto Alegre-RS, Brazil",19/12/1961,180 cm,78 kg,Brazil,"Sweeper, Central Defender, Defensive Midfielder"
soccer/www.123football.com/victor-zapata.html,Argentinian,"San Martin, Argentina",20/01/1979,180 cm,78 kg,,Central Midfielder
soccer/www.123football.com/hakan-yakin.html,Swiss and Turkish,"Basel, Switzerland",22/02/1977,180 cm,78 kg,Switzerland,"Attacking Midfielder, Forward"
soccer/www.123football.com/ruben-olivera.html,Uruguayan,"Montevideo, Uruguay",5/4/1983,180 cm,78 kg,Uruguay,Midfielder
soccer/www.123football.com/santiago-canizares.html,Spanish,"Madrid, Spain",18/12/1969,181 cm,78 kg,Spain,Goalkeeper
soccer/www.123football.com/vincent-candela.html,French,"Bordeaux, France",24/10/1973,181 cm,78 kg,France,"Left Back, Left Midfielder"
soccer/www.123football.com/pier-luigi-casiraghi.html,Italian,"Monza, Italy",04/03/1969,182 cm,78 kg,Italy,Forward
soccer/www.123football.com/dennis-bergkamp.html,Dutch,"Amsterdam, Holland",10/05/1969,182 cm,78 kg,Holland,Forward
soccer/www.123football.com/fabricio-coloccini.html,Argentinian,"Cordoba, Argentina",22/01/1982,182 cm,78 kg,"Argentina- A, U21",Central Defender
soccer/www.123football.com/karl-heinz-rummenigge.html,German,"Lippstadt, Germany",25/09/1955,182 cm,78 kg,Germany,Striker
soccer/www.123football.com/daniel-amokachi.html,Nigerian,"Gboko, Nigeria","December 30, 1972",182 cm,78 kg,Nigeria,Striker
soccer/www.123football.com/djibril-cisse.html,French,"Arles, France",12/08/1981,183 cm,78 kg,France,Striker
soccer/www.123football.com/sunday-oliseh.html,Nigerian,"Abavo, Nigeria",14/09/1974,183 cm,78 kg,Nigeria,Midfielder
soccer/www.123football.com/carlos-marchena.html,Spanish,"Sevilla, Spain",7/31/1979,183 cm,78 kg,Spain,Defender
soccer/www.123football.com/gareth-southgate.html,English,"Watford, England",03/09/1970,184 cm,78 kg,England,Defender
soccer/www.123football.com/hernan-crespo.html,Argentinian,"Florida, Argentina",05/07/1975,185 cm,78 kg,Argentina,Striker
soccer/www.123football.com/ryan-babel.html,,"Amsterdam, Holland",19/12/1986,185 cm,78 kg,,Forward
soccer/www.123football.com/john-arne-riise.html,Norwegian,"Molde, Norway",24/09/1980,185 cm,78 kg,"Norway- A, U21, U19, U18, U17, U16","Left Back, Left Midfielder"
soccer/www.123football.com/luca-toni.html,Italian,"Pavullo, Italy",26/05/1977,185 cm,78 kg,Italy,Forward
