url,STRING : birthplace,STRING : national_team,STRING : position,DATE : birthdate,STRING : club
soccer/www.footymania.com/175.html,", Germany",Germany,Central midfielder,27/8/1973,Manchester City
soccer/www.footymania.com/222.html,", Bulgaria",Bulgaria,Forward,30/1/1981,Tottenham Hotspur
soccer/www.footymania.com/986.html,"Paris, France",France,Striker,8/11/1980,West Bromwich Albion
soccer/www.footymania.com/536.html,"Leicester, England",England,Striker,22/4/1969,Leicester City
soccer/www.footymania.com/386.html,", Russian federation",Russian federation,Midfielder Left,20/10/1972,FC Porto
soccer/www.footymania.com/393.html,", Russian federation",Russian federation,Forward,20/11/1979,Bayer Leverkusen
soccer/www.footymania.com/392.html,", Russian federation",Russian federation,Forward,17/1/1977,
soccer/www.footymania.com/382.html,", Russian federation",Russian federation,"Attacking midfielder, Forward",26/10/1983,FC Lokomotiv Moskva
soccer/www.footymania.com/993.html,", Scotland",Scotland,Midfield,0/0/2000,Dundee
soccer/www.footymania.com/1392.html,"Stirling, Scotland",Scotland,Striker,27/12/1971,Everton FC
soccer/www.footymania.com/979.html,"Tobago, Trinidad and tobago",Trinidad and tobago,Striker,3/11/1971,Sydney FC
soccer/www.footymania.com/259.html,", Latvia",Latvia,Defender Center,25/4/1977,
soccer/www.footymania.com/164.html,", Denmark",Denmark,Forward,19/7/1972,Schalke 04
soccer/www.footymania.com/616.html,"Chester, England",England,Forward,20/9/1984,Crewe Alexandra
soccer/www.footymania.com/820.html,", Congo",Congo,Striker,0/0/2000,
soccer/www.footymania.com/9.html,"Vilnius, Lithuania",Lithuania,Forward,12/3/1975,Hearts
soccer/www.footymania.com/849.html,"Florianopolis, Brazil",Brazil,Midfielder Defensive,23/9/1982,Espanyol
soccer/www.footymania.com/140.html,"Voorhout, Netherlands",Netherlands,Goalkeeper,29/10/1970,Manchester United
soccer/www.footymania.com/517.html,"Serres, Greece",Greece,Defender Center,25/1/1980,Saint-Etienne
soccer/www.footymania.com/35.html,"Reykjavik, Iceland",Iceland,Striker,15/9/1978,Chelsea FC
soccer/www.footymania.com/941.html,"Dakar, Senegal",Senegal,Striker,15/1/1981,AEK Athens FC
soccer/www.footymania.com/793.html,", England",England,Defender Center,0/0/2000,Plymouth Argyle
soccer/www.footymania.com/3589.html,", South africa",South africa,Forward,11/7/1983,Club Brugge
soccer/www.footymania.com/882.html,"Porto Alegre, Brazil",Brazil,Defender Center,30/3/1972,
soccer/www.footymania.com/830.html,"Pelotas, Brazil",Brazil,Midfielder Defensive,4/4/1976,Real Madrid
soccer/www.footymania.com/64.html,"Leicester, England",England,"Left midfielder, Forward",11/1/1978,Wigan Athletic
soccer/www.footymania.com/2372.html,"Asola, Italy",Italy,Forward,20/1/1979,Reggina
soccer/www.footymania.com/758.html,", Ghana",Ghana,Defender,0/0/2000,
soccer/www.footymania.com/30.html,"Dieppe, France",France,Defender/Defensive Midfielder Left/Center,22/9/1970,
soccer/www.footymania.com/1295.html,"Istanbul, Turkey",Turkey,Midfielder Left,7/9/1980,Newcastle United
soccer/www.footymania.com/2457.html,"Genoa, Italy",Italy,Striker,29/12/1970,Siena
soccer/www.footymania.com/91.html,", Spain",Spain,"Left back, Left midfielder",23/6/1971,Betis Sevilla
soccer/www.footymania.com/1046.html,"Paris, France",France,Forward,26/5/1966,
soccer/www.footymania.com/1244.html,"Douala, Cameroon",Cameroon,Midfielder,4/5/1981,Aston Villa
soccer/www.footymania.com/191.html,", Sweden",Sweden,Left back,11/11/1978,Rennes
soccer/www.footymania.com/1296.html,"Buenos Aires, Argentina",Argentina,Midfielder Center,18/8/1980,Inter Milan
soccer/www.footymania.com/285.html,"Maputo, Mozambique",Portugal,Forward/Striker,25/1/1942,
soccer/www.footymania.com/3573.html,"Konstatinovka, Russian federation",Ukraine,Midfield,3/1/1978,FC Groningen
soccer/www.footymania.com/171.html,", Germany",Germany,"Central midfielder, Left midfielder",30/5/1979,Schalke 04
soccer/www.footymania.com/300.html,"lavelanet, France",France,Goalkeeper,28/6/1971,Marseille
soccer/www.footymania.com/3.html,"Bologna, Italy",Italy,Forward,20/10/1976,Brescia
soccer/www.footymania.com/68.html,", Italy",Italy,Central defender,13/9/1973,Real Madrid
soccer/www.footymania.com/2123.html,"Bassano del Grappa, Italy",Italy,Defender,13/7/1975,Chievo Verona
soccer/www.footymania.com/958.html,"Formia, Italy",Italy,Midfielder,24/8/1973,Siena
soccer/www.footymania.com/5445.html,"Castellammare di Stabia, Italy",Italy,Striker,0/0/0000,Udinese
soccer/www.footymania.com/1016.html,"Nardò, Italy",Italy,Forward,27/6/1979,Fiorentina
soccer/www.footymania.com/973.html,"Ituzaingo, Argentina",Argentina,Striker,7/3/1974,Celta Vigo
soccer/www.footymania.com/5484.html,"Sao Paulo, Brazil",Brazil,Back RIght,0/0/0000,PSV Eindhoven
soccer/www.footymania.com/543.html,"Izmir, Turkey",Turkey,Defender Center,29/5/1973,
soccer/www.footymania.com/106.html,", Portugal",Portugal,Central defender,2/8/1969,Lazio
soccer/www.footymania.com/934.html,"Santa Fe, Argentina",Argentina,Striker,13/4/1980,Aberdeen
soccer/www.footymania.com/101.html,", Spain",Spain,Forward,20/3/1984,Atletico Madrid
soccer/www.footymania.com/747.html,"Guimarães, Portugal",Portugal,"Defender Center, Midfielder",5/6/1978,VfB Stuttgart
soccer/www.footymania.com/786.html,"Málaga, Spain",Spain,"Defender Center, Midfield Defensive",23/3/1968,
soccer/www.footymania.com/2702.html,"Brazatortas, Spain",Spain,Midfield,27/3/1984,Málaga
soccer/www.footymania.com/489.html,"Sevilla, Spain",Spain,Attacking Midfielder,12/9/1977,FC Sevilla
soccer/www.footymania.com/894.html,"Leidschendam, Netherlands",Netherlands,"Back Left, Midfield Left",8/3/1985,Aberdeen
soccer/www.footymania.com/732.html,", Tunisia",Tunisia,Defender,0/0/2000,
soccer/www.footymania.com/73.html,", Italy",Italy,Forward,9/8/1973,AC Milan
soccer/www.footymania.com/897.html,", England",England,Defender Center,0/0/2000,Wigan Athletic
soccer/www.footymania.com/781.html,", Italy",Italy,Defender,0/0/2000,
soccer/www.footymania.com/1445.html,"Cariati, Italy",Italy,Midfielder,19/0/2000,Siena
soccer/www.footymania.com/79.html,", Italy",Italy,Goalkeeper,2/12/1971,Inter Milan
soccer/www.footymania.com/80.html,"Rome, Italy",Italy,Attacking Midfielder/Forward Right/Left/Center,27/9/1976,AS Roma
soccer/www.footymania.com/1159.html,"Liverpool, England",England,Striker,25/1/1981,Sheffield Wednesday
soccer/www.footymania.com/2931.html,"Cadiz, Spain",Spain,Forward,2/6/1981,Betis Sevilla
soccer/www.footymania.com/572.html,"Logroño, Spain",Spain,Wing Left,4/8/1973,Perugia
soccer/www.footymania.com/2593.html,"La Coruña, Spain",Spain,Midfield Center,14/7/1969,Deportivo La Coruña
soccer/www.footymania.com/2860.html,"Manacór, Spain",Spain,"Wing Left, Wing Right",9/5/1980,Betis Sevilla
soccer/www.footymania.com/2502.html,"Jerez de los Caballeros, Spain",Spain,Defender,25/7/1978,Albacete
soccer/www.footymania.com/2988.html,"Jalisco, Mexico",Mexico,Midfield,29/4/1985,Club Deportivo Chivas
soccer/www.footymania.com/4144.html,", Togo",Togo,Midfield,1/8/1978,
soccer/www.footymania.com/169.html,"Würzburg, Germany",Germany,"Central defender, Central midfielder",29/10/1975,
soccer/www.footymania.com/22.html,"Romford, England",England,Midfielder Center,21/6/1978,Chelsea FC
soccer/www.footymania.com/127.html,"Hoorn, Netherlands",Netherlands,Central defender,15/5/1970,
soccer/www.footymania.com/675.html,"London, England",Jamaica,Defender,3/12/1971,Burnley
soccer/www.footymania.com/5041.html,", Afghanistan",Afghanistan,Striker,10/4/1984,Vitesse Arnhem
soccer/www.footymania.com/200.html,", Sweden",Sweden,Attacking Midfielder Right/Left,16/4/1977,West Ham FC
soccer/www.footymania.com/582.html,"Szombathely, Hungary",Hungary,Goalkeeper,1/4/1976,West Ham FC
soccer/www.footymania.com/3888.html,", Costa rica",Costa rica,Defender,30/6/1984,
soccer/www.footymania.com/1341.html,", Congo",Congo,Midfield Defensive,1/6/1982,
soccer/www.footymania.com/511.html,", France",France,Defender,26/7/1985,Arsenal FC
soccer/www.footymania.com/5092.html,", Spain",Spain,Midfielder,15/12/1976,Ajax Amsterdam
soccer/www.footymania.com/1072.html,"Hastings, England",England,"Back Left, Defender Center",23/2/1981,Aston Villa
soccer/www.footymania.com/56.html,", 0",England,Central defender,3/9/1970,Middlesbrough FC
soccer/www.footymania.com/3541.html,"Weston-Super-Mare, England",Wales,Forward,25/2/1973,Crewe Alexandra
soccer/www.footymania.com/1199.html,"Sheffield, England",England,Defender Center,19/12/1985,Aston Villa
soccer/www.footymania.com/51.html,", 0",England,"Right Back, Central defender",18/2/1975,Manchester United
soccer/www.footymania.com/657.html,"Mancot, Wales",Wales,Midfielder,8/9/1969,Sheffield United
soccer/www.footymania.com/4886.html,", Scotland",Scotland,Defender,12/8/1988,Kilmarnock
soccer/www.footymania.com/933.html,"Carndonagh, Ireland",Ireland,Defender/Forward Center,31/1/1980,Norwich City
soccer/www.footymania.com/1584.html,"Beckenham, England",England,Midfield,18/5/1983,Middlesbrough FC
soccer/www.footymania.com/266.html,", Latvia",Latvia,Forward/Striker,12/8/1981,
soccer/www.footymania.com/1866.html,"Napoli, Italy",Italy,Goalkeeper,3/1/1979,Siena
soccer/www.footymania.com/72.html,", Italy",Italy,Central midfielder,9/1/1978,AC Milan
soccer/www.footymania.com/4432.html,"Nkawkaw, Ghana",Netherlands,Midfield Center,5/9/1975,Middlesbrough FC
soccer/www.footymania.com/754.html,", Ghana",Ghana,Goalkeeper,0/0/2000,
soccer/www.footymania.com/232.html,", Bulgaria",Brunei darussalam,"Right back, Right midfielder",11/3/1979,
soccer/www.footymania.com/5581.html,", 0",0,,0/0/0000,Manchester City
soccer/www.footymania.com/4497.html,", France",France,Defender,0/0/0000,Bordeaux
soccer/www.footymania.com/599.html,"Tolhuiswyk, Netherlands",Netherlands,Defender Center,25/2/1973,BV Veendam
soccer/www.footymania.com/28.html,"Bafoussam, Cameroon",Cameroon,Defender/Defensive Midfielder Right/Center,20/12/1978,Chelsea FC
soccer/www.footymania.com/490.html,"Montevideo, Uruguay",Uruguay,Forward,21/8/1982,FC Sevilla
soccer/www.footymania.com/2158.html,"Pescia, Italy",Italy,Striker,2/8/1984,Fiorentina
soccer/www.footymania.com/7.html,"Oliena, Sardinia, Italy",Italy,Striker,5/7/1966,Cagliari
soccer/www.footymania.com/82.html,", Italy",Italy,"Left back, Right midfielder, Left midfielder",19/2/1977,Barcelona
soccer/www.footymania.com/66.html,", Italy",Italy,Goalkeeper,28/1/1978,Juventus
soccer/www.footymania.com/3457.html,"Amsterdam, Netherlands",Netherlands,Defender Center,12/9/1983,FC Groningen
soccer/www.footymania.com/5038.html,", Belgium",Belgium,Midfielder,23/2/1982,Vitesse Arnhem
soccer/www.footymania.com/980.html,"Livorno, Italy",Italy,Defender Left/Center,14/8/1984,Juventus
soccer/www.footymania.com/466.html,"Cusano Milanino, Italy",Italy,Manager,3/17/1939,
soccer/www.footymania.com/326.html,", Netherlands",Netherlands,Defender/Midfielder Left,5/2/1975,Feyenoord Rotterdam
soccer/www.footymania.com/2047.html,"Mugnano di Napoli, Italy",Italy,Midfield Center,23/6/1981,Atalanta
soccer/www.footymania.com/953.html,"Milano, Italy",Italy,Forward,23/10/1910,
soccer/www.footymania.com/474.html,", Italy",Italy,Forward,0/0/2000,Villarreal
soccer/www.footymania.com/855.html,", Italy",Italy,Striker,17/2/1968,Iraklis FC
soccer/www.footymania.com/12.html,"London, England",England,Defender Right/Cente,23/8/1984,Portsmouth
soccer/www.footymania.com/600.html,"Dublin, Ireland",Ireland,Defender,13/1/1984,Sheffield Wednesday
soccer/www.footymania.com/1403.html,"Strumica, Macedonia, the former yugoslav republic of","Macedonia, the former yugoslav republic of",Forward,27/7/1983,Lazio
soccer/www.footymania.com/891.html,"Montpellier, France",France,Back Left,19/7/1981,Lens
soccer/www.footymania.com/562.html,", Ireland",Ireland,Goalkeeper,26/9/1981,Wolverhampton Wanderers
soccer/www.footymania.com/4201.html,"Dublin, Ireland",Ireland,"Midfield Center, Midfield Attack",2/12/1973,Wigan Athletic
soccer/www.footymania.com/4141.html,", United states",United states,Defender,1/8/1973,
soccer/www.footymania.com/920.html,"Sutton Coldfield, England",England,Defender,24/6/1975,
soccer/www.footymania.com/4542.html,", France",France,Defender,28/7/1982,Le Mans
soccer/www.footymania.com/317.html,"Le Puy-en-Val, France",France,Goalkeeper,31/12/1972,Lyon
soccer/www.footymania.com/676.html,", France",France,Midfielder,14/4/1979,Hibernian
soccer/www.footymania.com/3125.html,"Livingston, Guatemala",Guatemala,"Midfield Center, Midfield Left",26/3/1978,
soccer/www.footymania.com/622.html,"Montevideo, Uruguay",Uruguay,Midfield Attack,15/11/1967,
soccer/www.footymania.com/2465.html,"Curitiba, Brazil",Brazil,Defender,9/3/1984,Udinese
soccer/www.footymania.com/1284.html,", Iceland",Iceland,Midfielder,27/10/1978,Leeds United
soccer/www.footymania.com/2589.html,"Almeria, Spain",Spain,Defender,11/10/1974,Deportivo La Coruña
soccer/www.footymania.com/995.html,"Montevideo, Uruguay",Uruguay,Goalkeeper,26/12/1979,Cagliari
soccer/www.footymania.com/4749.html,", Senegal",Senegal,Defender,19/10/1977,Newcastle United
soccer/www.footymania.com/3709.html,", Ghana",Ghana,Defender,0/0/0000,
soccer/www.footymania.com/366.html,", Switzerland",Switzerland,"Left midfielder, Attacking midfielder",22/2/1977,VfB Stuttgart
soccer/www.footymania.com/727.html,", Tunisia",Tunisia,Goalkeeper,0/0/2000,
soccer/www.footymania.com/3714.html,", Ghana",Ghana,Midfield,28/4/1986,
soccer/www.footymania.com/3208.html,"Alberton, South africa",Netherlands,Goalkeeper,30/1/1970,Ajax Amsterdam
soccer/www.footymania.com/2289.html,"Amsterdam, Netherlands",Netherlands,Back Left,13/6/1974,AC Milan
soccer/www.footymania.com/565.html,"Agadir, Morocco",Morocco,Midfielder Left,19/2/1973,Livingston
soccer/www.footymania.com/742.html,", Tunisia",Tunisia,Attacker,0/0/2000,
soccer/www.footymania.com/5005.html,"Akureyri, Iceland",Iceland,Forward,22/8/1977,Bolton Wanderers
soccer/www.footymania.com/8.html,"Helsingborg, Sweden",Sweden,Striker,20/9/1971,Helsingborgs IF
soccer/www.footymania.com/34.html,"Florida, Argentina",Argentina,Striker,5/7/1975,Chelsea FC
soccer/www.footymania.com/43.html,"Stirling, Scotland",Scotland,Goalkeeper,26/1/1984,Everton FC
soccer/www.footymania.com/606.html,"Knowsley, England",England,Goalkeeper,27/5/1980,Shrewsbury Town
soccer/www.footymania.com/501.html,"Drogheda, Ireland",Ireland,Defender Left,31/8/1977,Sunderland
soccer/www.footymania.com/2833.html,"Mendaro, Spain",Spain,Defender,22/1/1983,Real Sociedad
soccer/www.footymania.com/574.html,"Dato, Senegal",Senegal,Midfield Right,12/11/1973,AC Milan
soccer/www.footymania.com/2071.html,"Vlorë, Albania",Albania,Striker,25/7/1973,Lazio
soccer/www.footymania.com/399.html,", Russian federation",Russian federation,Goalkeeper,8/4/1986,PFC CSKA Moskva
soccer/www.footymania.com/262.html,", Latvia",Latvia,Midfielder,3/7/1985,
soccer/www.footymania.com/387.html,", Russian federation",Russian federation,Central midfielder,6/4/1978,FC Torpedo Moskva
soccer/www.footymania.com/409.html,"Split, Croatia",Croatia,"Central defender, Central midfielder",16/4/1978,
soccer/www.footymania.com/258.html,", Latvia",Latvia,Defender,0/0/2000,Grasshopper-Club
soccer/www.footymania.com/89.html,"Madrid, Spain",Spain,Goalkeeper,20/5/1981,Real Madrid
soccer/www.footymania.com/240.html,", Brunei darussalam",Bulgaria,"Left back, Central defender",20/1/1977,PFC Levski Sofia
soccer/www.footymania.com/260.html,", Latvia",Latvia,Midfielder Right,16/8/1975,
soccer/www.footymania.com/756.html,", 0",0,,0/0/2000,
soccer/www.footymania.com/774.html,", Ghana",Ghana,Striker,0/0/2000,
soccer/www.footymania.com/4458.html,", Senegal",Senegal,Midfielder,7/11/1981,Auxerre
soccer/www.footymania.com/745.html,", Tunisia",Tunisia,Attacker,0/0/2000,Lens
soccer/www.footymania.com/731.html,", Tunisia",Tunisia,Defender,0/0/2000,
soccer/www.footymania.com/94.html,", Spain",Spain,"Central defender, Central midfielder",28/3/1975,Valencia
soccer/www.footymania.com/234.html,", Bulgaria",Bulgaria,Left back,24/3/1976,
soccer/www.footymania.com/939.html,", Ecuador",Ecuador,Forward,24/10/1977,
soccer/www.footymania.com/411.html,"Hamburg, Germany",Croatia,Forward,29/1/1980,Werder Bremen
soccer/www.footymania.com/413.html,"Slavonski Brod, Croatia",Croatia,Midfield/Forward Left,14/9/1979,FC Lokomotiv Moskva
soccer/www.footymania.com/614.html,"Bangor, Wales",Wales,Striker,26/7/1968,Gillingham
soccer/www.footymania.com/2932.html,"São Paulo, Brazil",Brazil,Midfield Attack,1/1/1981,Arsenal FC
soccer/www.footymania.com/5681.html,", 0",0,,0/0/0000,Sporting
soccer/www.footymania.com/3108.html,"Joplin, United states",United states,"Midfield,Forward",13/4/1981,Kansas City Wizards
soccer/www.footymania.com/3812.html,", Korea, republic of","Korea, republic of",Forward,9/7/1981,
soccer/www.footymania.com/686.html,", England",England,Striker,0/0/2000,Chester
soccer/www.footymania.com/472.html,", Switzerland",Switzerland,Manager,0/0/2000,
soccer/www.footymania.com/137.html,"Kampen, Netherlands",Netherlands,"Right back, Central defender",17/7/1972,Ajax Amsterdam
soccer/www.footymania.com/943.html,"Lambeth, England",England,Midfielder Right,6/4/1983,Barnsley
soccer/www.footymania.com/1271.html,"Stirling, Scotland",Scotland,Defender,26/10/1980,Kilmarnock
soccer/www.footymania.com/4425.html,"Chelmsford, England",England,Midfield,9/11/1980,Reading
soccer/www.footymania.com/1772.html,"Glasgow, Scotland",Scotland,,26/4/1978,Hearts
soccer/www.footymania.com/1393.html,"Glasgow, Scotland",Scotland,Striker,14/4/1983,Everton FC
soccer/www.footymania.com/475.html,"Leeds, England",England,,4/1/1986,Newcastle United
soccer/www.footymania.com/910.html,"Sandwell, England",England,Defender,20/11/1980,Watford
soccer/www.footymania.com/4439.html,"Darlington, England",England,Midfield,25/5/1986,West Bromwich Albion
soccer/www.footymania.com/294.html,"Liverpool, England",England,Midfield,28/1/1978,Liverpool FC
soccer/www.footymania.com/642.html,"Poole, England",England,Forward,15/1/1985,Kidderminster Harriers
soccer/www.footymania.com/3154.html,"Jacksonville, United states",United states,Forward,4/4/1983,
soccer/www.footymania.com/1327.html,"Barton-on-Sea, England",England,Midfield Center,25/6/1973,Southampton FC
soccer/www.footymania.com/3583.html,", Slovakia",Slovakia,Midfield,24/4/1980,West Bromwich Albion
soccer/www.footymania.com/1278.html,"Lahti, Finland",Finland,Attacking Midfielder/Striker,20/2/1971,Malmö FF
soccer/www.footymania.com/437.html,", Czech republic",Czech republic,Goalkeeper,29/12/1972,Sparta
soccer/www.footymania.com/444.html,", Czech republic",Czech republic,Attacking Midfielder Left/Center,5/1/1982,Osasuna
soccer/www.footymania.com/1952.html,", United states",United states,Defender,26/8/1983,Club Deportivo Chivas
soccer/www.footymania.com/2162.html,"Buenos Aires, Argentina",Argentina,,10/8/1973,Inter Milan
soccer/www.footymania.com/2883.html,"Madrid, Spain",Spain,"Midfield Right, Midfield Left",12/5/1978,Villarreal
soccer/www.footymania.com/1407.html,"Madrid, Spain",Spain,Forward,30/3/1982,Osasuna
soccer/www.footymania.com/3195.html,"Valencia, Spain",Spain,Back Right,1/7/1979,Valencia
soccer/www.footymania.com/4343.html,", Cameroon",Cameroon,Midfielder,29/5/1983,Lille
soccer/www.footymania.com/540.html,"Sandefjord, Norway",Norway,Defender/Defensive Midfielder Center,10/6/1969,
soccer/www.footymania.com/5702.html,", 0",0,,0/0/0000,Roda JC Kerkrade
soccer/www.footymania.com/617.html,"Lokeren, Belgium",Belgium,Defender Center/Left,10/10/1983,Werder Bremen
soccer/www.footymania.com/177.html,", Germany",Germany,Central midfielder,5/3/1974,Bayern Munich
soccer/www.footymania.com/183.html,", Germany",Germany,Goalkeeper,10/11/1969,Arsenal FC
soccer/www.footymania.com/509.html,"Rambouillet, France",France,Forward,30/3/1983,Middlesbrough FC
soccer/www.footymania.com/1344.html,", Belgium",Belgium,Striker,7/6/1983,
soccer/www.footymania.com/406.html,"Zagreb, Croatia",Croatia,Center/Right Midfieldier,9/4/1980,Monaco
soccer/www.footymania.com/1541.html,"Nottingham, England",England,Midfield Center,18/2/1983,Tottenham Hotspur
soccer/www.footymania.com/1066.html,"Nottingham, England",England,Midfield Attack,15/1/1983,Liverpool FC
soccer/www.footymania.com/516.html,"Brent, England",England,Defender Center,23/3/1983,Charlton Athletic
soccer/www.footymania.com/2945.html,"Los Palacios, Spain",Spain,Midfield,21/11/1985,FC Sevilla
soccer/www.footymania.com/41.html,"Nuuk, Denmark",Denmark,Midfielder Right/Left,12/7/1977,Atletico Madrid
soccer/www.footymania.com/2668.html,"Seoul, Korea, republic of","Korea, republic of",Midfielder,25/0/2000,Manchester United
soccer/www.footymania.com/878.html,", Cyprus",Cyprus,Forward,11/2/1977,Olympiacos CFP
soccer/www.footymania.com/1523.html,"Dalian, China",China,Back Right,30/11/1977,Manchester City
soccer/www.footymania.com/1624.html,"Aberdeen, Scotland",Scotland,Striker,9/2/1976,Motherwell
soccer/www.footymania.com/23.html,"Paramaribo, Suriname",Netherlands,Striker,27/3/1972,
soccer/www.footymania.com/892.html,"Växjö, Sweden",Sweden,Defender Center,12/2/1971,Sunderland
soccer/www.footymania.com/115.html,", Portugal",Portugal,Goalkeeper,13/11/1975,Benfica
soccer/www.footymania.com/24.html,"London, England",England,Attacking Midfielder Left/Center,24/8/2011,Chelsea FC
soccer/www.footymania.com/5020.html,"Shrewsbury, England",England,Goalkeeper,19/4/1987,Manchester City
soccer/www.footymania.com/204.html,", Sweden",Sweden,"Central defender, Central midfielder",9/2/1971,Celtic
soccer/www.footymania.com/368.html,", Switzerland",Switzerland,Forward,1/2/1986,Brescia
soccer/www.footymania.com/358.html,", Switzerland",Switzerland,Central midfielder,8/3/1977,AC Milan
soccer/www.footymania.com/1709.html,"Swansea, Wales",Wales,Striker,5/4/1975,Celtic
soccer/www.footymania.com/128.html,"Alphen aan den Rijn, Netherlands",Netherlands,"Right back, Central defender",15/11/1983,Ajax Amsterdam
soccer/www.footymania.com/1909.html,"Camden, England",England,Midfield,15/8/1982,Colchester United
soccer/www.footymania.com/10.html,"Los Angelos, United states",United states,Defensive Midfielder Left/Center,10/29/2008,Club Deportivo Chivas
soccer/www.footymania.com/692.html,"Waterford, Ireland",Ireland,Defender,30/4/1981,Manchester United
soccer/www.footymania.com/519.html,"Romford, England",England,Midfielder,13/9/1983,Bournemouth
soccer/www.footymania.com/39.html,"Barking, England",England,Defender Center,7/12/1980,Chelsea FC
soccer/www.footymania.com/1429.html,", United states",United states,Midfield,10/7/1979,Chicago Fire
soccer/www.footymania.com/3007.html,"New York, United states",United states,Forward,24/1/1977,Red Bull
soccer/www.footymania.com/554.html,"Lorenskog, Norway",Norway,Forward,5/9/1979,Aston Villa
soccer/www.footymania.com/1508.html,"Liverpool, England",England,Midfield Center,10/1/1984,Hull City
soccer/www.footymania.com/3343.html,"Plateau State, Nigeria",Nigeria,Midfield Center,22/4/1987,Chelsea FC
soccer/www.footymania.com/1995.html,"Queens, New York, United states",United states,Goalkeeper,18/8/1976,Chicago Fire
soccer/www.footymania.com/166.html,"Roskilde, Denmark",Denmark,Forward,29/8/1976,VfB Stuttgart
soccer/www.footymania.com/3330.html,", Norway",Norway,Defender Right,0/0/0000,Kaiserslautern
soccer/www.footymania.com/535.html,"Kettering, England",England,Midfielder Defensive,10/9/1982,Notts County
soccer/www.footymania.com/4068.html,"Torrance, United states",United states,Defender Left,7/11/1984,Club Deportivo Chivas
soccer/www.footymania.com/58.html,"Middlesbrough, England",England,Central defender,22/1/1980,Middlesbrough FC
soccer/www.footymania.com/629.html,"Enschede, Netherlands",Netherlands,Defender Center,7/3/1974,De Graafschap
soccer/www.footymania.com/792.html,", Scotland",Scotland,Back Right,0/0/2000,
