url,STRING : birthplace,STRING : national_team,STRING : position,DATE : birthdate,STRING : club
soccer/www.footymania.com/613.html,"Glasgow, Scotland",Scotland,Goalkeeper,16/8/1979,Dunfermline Athletic
soccer/www.footymania.com/4326.html,"Brighton, England",England,Midfield,20/101/0000,Sheffield United
soccer/www.footymania.com/1420.html,"Manchester, England",England,Defender,26/8/1981,
soccer/www.footymania.com/1837.html,"Whisaw, Scotland",Scotland,Defender Center,21/7/1985,Motherwell
soccer/www.footymania.com/53.html,", 0",England,Goalkeeper,15/10/1979,Tottenham Hotspur
soccer/www.footymania.com/55.html,"Salford, England",England,"Central midfielder, Attacking midfielder",16/11/1974,Manchester United
soccer/www.footymania.com/893.html,"Burnham, England",England,"Midfield Attack, Forward",4/9/1973,Rotherham United
soccer/www.footymania.com/818.html,"Edinburgh, Scotland",Scotland,Midfield,28/8/1974,
soccer/www.footymania.com/698.html,"Epsom, England",England,Goalkeeper,17/12/1979,Southampton FC
soccer/www.footymania.com/3574.html,"Kronenberg, Netherlands",Netherlands,Back Right,1/9/1983,Vitesse Arnhem
soccer/www.footymania.com/506.html,"Heywood, England",England,Goalkeeper,22/1/1973,Sheffield United
soccer/www.footymania.com/5837.html,", 0",0,,0/0/0000,Heerenveen
soccer/www.footymania.com/966.html,"Heredia, Costa rica",Costa rica,Striker,31/7/1976,
soccer/www.footymania.com/116.html,", Portugal",Portugal,Central midfielder,1/12/1974,FC Dinamo Moskva
soccer/www.footymania.com/112.html,"Cascais, Portugal",Portugal,Right back,18/1/1979,Chelsea FC
soccer/www.footymania.com/432.html,", Czech republic",Czech republic,Left-back,18/1/1976,FC Zenit St. Peterburg
soccer/www.footymania.com/448.html,", Czech republic",Czech republic,"Left midfielder, Attacking midfielder",30/8/1972,Juventus
soccer/www.footymania.com/121.html,"Punta de Algada, Portugal",Portugal,Forward,28/4/1973,Paris Saint Germain
soccer/www.footymania.com/503.html,"Guimarães, Portugal",Portugal,Midfielder,26/2/1979,Portsmouth
soccer/www.footymania.com/5704.html,", 0",0,,0/0/0000,West Bromwich Albion
soccer/www.footymania.com/575.html,"Copenhagen, Denmark",Denmark,Midfield Center,6/2/1970,
soccer/www.footymania.com/149.html,"Southport, England",England,central defender,3/1/1982,Blackpool
soccer/www.footymania.com/500.html,"Macclesfield, England",England,Striker,30/1/1981,Liverpool FC
soccer/www.footymania.com/347.html,", Denmark",Denmark,Forward,29/1/1980,Rangers
soccer/www.footymania.com/429.html,", Czech republic",Czech republic,Goalkeeper,20/5/1982,Chelsea FC
soccer/www.footymania.com/669.html,"Lahti, Finland",Finland,Defender Center,24/9/1980,Werder Bremen
soccer/www.footymania.com/371.html,", Sweden",Sweden,Defender Center,14/12/1976,Rennes
soccer/www.footymania.com/691.html,", Scotland",Scotland,Forward,0/0/2000,
soccer/www.footymania.com/1631.html,"London, England",England,Defender,18/11/1986,Southampton FC
soccer/www.footymania.com/50.html,"Bury, England",England,Defender Right/Left Defensive Midfielder,21/1/1977,Everton FC
soccer/www.footymania.com/182.html,", Germany",Germany,"Right back, Left back",11/11/1983,Bayern Munich
soccer/www.footymania.com/125.html,"Eindhoven, Netherlands",Netherlands,"Left back, Central midfielder, Left midfielder",29/10/1970,Yeovil Town
soccer/www.footymania.com/521.html,"Geneva, Switzerland",Switzerland,Defender Center,14/2/1985,Arsenal FC
soccer/www.footymania.com/2084.html,"Douala, Cameroon",Cameroon,Midfield,26/3/1979,Inter Milan
soccer/www.footymania.com/2779.html,"Bafoussam, Cameroon",Cameroon,Forward,20/1/1982,Osasuna
soccer/www.footymania.com/460.html,", Bulgaria",Bulgaria,Manager,9/11/1957,
soccer/www.footymania.com/375.html,", Sweden",Sweden,Attacking Midfielder Center,4/6/1980,Strasbourg
soccer/www.footymania.com/231.html,", Bulgaria",Bulgaria,Central defender,14/3/1973,
soccer/www.footymania.com/524.html,"Amsterdam, Netherlands",Netherlands,Forward,15/4/1986,Celta Vigo
soccer/www.footymania.com/1532.html,"Cape Town, South africa",South africa,"Midfield Left, Wing Left",21/5/1977,Bolton Wanderers
soccer/www.footymania.com/87.html,"Valencia, Spain",Spain,Defender Left/Center,14/4/1981,Real Madrid
soccer/www.footymania.com/5850.html,", 0",0,,0/0/0000,
soccer/www.footymania.com/141.html,"Heemskerk, Netherlands",Netherlands,Attacking midfielder Left/Center,11/2/1983,Hamburg SV
soccer/www.footymania.com/3046.html,"Tegucigalpa, Honduras",Honduras,Midfield Center,14/11/1985,Club Deportivo Chivas
soccer/www.footymania.com/238.html,"Waalwijk, Netherlands",Netherlands,Defender Left,16/0/2000,Sparta
soccer/www.footymania.com/361.html,", Switzerland",Switzerland,Central midfielder,26/4/1977,Hamburg SV
soccer/www.footymania.com/750.html,"Massarelos, Portugal",Portugal,"Midfielder Defensive, Midfield, Midfield Center, M",17/3/1983,Boavista
soccer/www.footymania.com/4124.html,"Prospect, United states",United states,Goalkeeper,2/10/1984,FC Dallas
soccer/www.footymania.com/5024.html,"Rotterdam, Netherlands",Netherlands,Goalkeeper,28/7/1983,Vitesse Arnhem
soccer/www.footymania.com/770.html,", Ghana",Ghana,Midfielder,0/0/2000,Empoli
soccer/www.footymania.com/776.html,", Ghana",Ghana,Striker,0/0/2000,FC København
soccer/www.footymania.com/703.html,", Morocco",Morocco,Defender,0/0/2000,
soccer/www.footymania.com/5105.html,"Apeldoorn, Netherlands",Netherlands,Midfield,6/7/1979,Heracles Almelo
soccer/www.footymania.com/1001.html,"Gland, Switzerland",Switzerland,"Back Left, Midfield Left",16/1/1986,Tottenham Hotspur
soccer/www.footymania.com/5950.html,", 0",0,,0/0/0000,Bradford City
soccer/www.footymania.com/123.html,", Portugal",Portugal,Right back,4/1/1980,Benfica
soccer/www.footymania.com/360.html,", Switzerland",Switzerland,"Right midfielder, Attacking midfielder",17/1/1979,Grasshopper-Club
soccer/www.footymania.com/113.html,"Amarante, Portugal",Portugal,Central defender,18/5/1978,Chelsea FC
soccer/www.footymania.com/723.html,", Portugal",Portugal,Defender,16/5/1981,FC Porto
soccer/www.footymania.com/2760.html,"Pamplona, Spain",Spain,Goalkeeper,8/4/1976,Osasuna
soccer/www.footymania.com/4946.html,", England",England,Midfielder,30/3/1978,Inverness CT
soccer/www.footymania.com/1801.html,"Prince George, Canada",Canada,Back Left,18/5/1977,Inverness CT
soccer/www.footymania.com/1582.html,"Glasgow, Scotland",Scotland,"Midfield Defensive, Midfield Left",25/7/1979,Portsmouth
soccer/www.footymania.com/5942.html,", 0",0,,0/0/0000,Huddersfield
soccer/www.footymania.com/17.html,"Ipswich, England",England,Goalkeeper,5/11/1977,Everton FC
soccer/www.footymania.com/1881.html,"Accrington, England",England,Midfield,2/2/1985,Southampton FC
soccer/www.footymania.com/1524.html,"Dublin, Ireland",Ireland,Defender Center,21/11/1979,Manchester City
soccer/www.footymania.com/435.html,"Peckham, England",England,Defender Center,7/11/1978,Manchester United
soccer/www.footymania.com/880.html,", England",England,Defender Center,0/0/2000,Stockport County
soccer/www.footymania.com/985.html,", Zambia",Wales,Forward,6/4/1981,Derby County
soccer/www.footymania.com/40.html,"Berlin, Germany",Germany,Defender Center,18/8/1984,Middlesbrough FC
soccer/www.footymania.com/1352.html,"Sutton-in-Ashfield, England",England,"Back Left, Back Right",5/8/1977,Sheffield United
soccer/www.footymania.com/305.html,"Reims, France",France,Midfield,29/10/1973,
soccer/www.footymania.com/1539.html,"Gosforth, England",England,Back Left,25/12/1973,Newcastle United
soccer/www.footymania.com/679.html,"Kendal, England",Wales,Defender Left,1/7/1973,Preston North End
soccer/www.footymania.com/146.html,"Caldogno, Italy",Italy,Attacking Midfielder/Forward Center,18/2/1967,Brescia
soccer/www.footymania.com/2128.html,"Manerbio, Italy",Italy,Midfield,11/12/1977,Udinese
soccer/www.footymania.com/983.html,"Montegnee, Belgium",Belgium,Midfielder,21/7/1973,Nice
soccer/www.footymania.com/5336.html,"Panama City, Panama",Panama,Forward,15/7/1977,Colorado Rapids
soccer/www.footymania.com/246.html,"Rotterdam, Netherlands",Netherlands,Attacking Midfielder Left/Center,6/8/1983,Arsenal FC
soccer/www.footymania.com/2866.html,"Marcos Paz, Argentina",Argentina,Defender,20/7/1975,AEK Athens FC
soccer/www.footymania.com/619.html,"Ribeiro Preto, Brazil",Brazil,Defender Center,0/0/2000,Udinese
soccer/www.footymania.com/1975.html,", Brazil",Brazil,Midfielder,6/3/1980,AS Roma
soccer/www.footymania.com/3453.html,", Netherlands",Netherlands,Defender,23/11/1986,FC Groningen
soccer/www.footymania.com/2262.html,"Maribor, Slovenia",Slovenia,Midfield,3/3/1987,FC Messina Peloro
soccer/www.footymania.com/391.html,", Russian federation",Russian federation,"Right midfielder, Attacking midfielder",17/9/1977,PFC CSKA Moskva
soccer/www.footymania.com/954.html,"Douai, France",France,Midfielder,8/8/1977,Sochaux
soccer/www.footymania.com/991.html,"Lyon, France",France,Defender Center,12/11/1982,Sedan
soccer/www.footymania.com/442.html,", Czech republic",Czech republic,Defender Left/Center,7/5/1977,TSV 1860 Munich
soccer/www.footymania.com/1.html,"Zaandam, Netherlands",Netherlands,Defender (ret) Manager,21/3/1963,Benfica
soccer/www.footymania.com/1663.html,"Manchester, England",England,Defender Center,10/9/1977,Huddersfield
soccer/www.footymania.com/145.html,"Hoorn, Netherlands",Netherlands,Midfielder Right/Center,15/5/1970,
soccer/www.footymania.com/21.html,"Porto Alegre, Brazil",Brazil,Attacking Midfielder,21/3/1980,Barcelona
soccer/www.footymania.com/3917.html,", Paraguay",Paraguay,Forward,16/8/1981,Blackburn Rovers
soccer/www.footymania.com/499.html,"Santa Rita Do Supucai, Brazil",Brazil,Defender Center,30/8/1976,Bayer Leverkusen
soccer/www.footymania.com/1701.html,"Dundee, Scotland",Scotland,Midfield,23/5/1985,Celtic
soccer/www.footymania.com/252.html,"Cork, Ireland",Ireland,Central Midfield,10/8/1971,Celtic
soccer/www.footymania.com/86.html,", Spain",Spain,Central midfielder,11/7/1975,Valencia
soccer/www.footymania.com/662.html,"Santiago de Compostela, Spain",Spain,Defender Center,29/1/1982,Real Madrid
soccer/www.footymania.com/464.html,", Germany",Germany,Manager,0/0/2000,
soccer/www.footymania.com/107.html,", Portugal",Portugal,Left back,27/3/1973,Sporting C.P.
soccer/www.footymania.com/142.html,"Oss, Netherlands",Netherlands,Forward,1/7/1976,Real Madrid
soccer/www.footymania.com/533.html,"Leicester, England",England,Midfielder Right,11/10/1983,Northampton Town
soccer/www.footymania.com/1354.html,"Christchurch, New zealand",New zealand,"Defender, Midfield",18/10/1977,Blackburn Rovers
soccer/www.footymania.com/520.html,"Islington, England",England,Midfielder,10/11/1986,Arsenal FC
soccer/www.footymania.com/663.html,"Bradford, England",England,Forward,26/12/1980,
soccer/www.footymania.com/250.html,"Cardiff, Wales",Wales,Left Winger,29/11/1973,Manchester United
soccer/www.footymania.com/441.html,", Italy",Italy,Goalkeeper,18/7/1963,
soccer/www.footymania.com/702.html,", Morocco",Morocco,Defender,0/0/2000,
soccer/www.footymania.com/2207.html,"San Dona di Piave, Italy",Italy,Midfield Center,6/2/1981,Lecce
soccer/www.footymania.com/88.html,"Madrid, Spain",Spain,Goalkeeper,18/12/1969,Valencia
soccer/www.footymania.com/673.html,", England",England,Defender Center,0/0/2000,Walsall
soccer/www.footymania.com/32.html,"Lambeth, England",England,Midfielder Right/Center,13/10/1980,Newcastle United
soccer/www.footymania.com/179.html,", Germany",Germany,Central midfielder,13/2/1980,Borussia Dortmund
soccer/www.footymania.com/876.html,", Argentina",Argentina,Midfield Left,0/0/2000,Ajax Amsterdam
soccer/www.footymania.com/518.html,"Hividovre, Denmark",Denmark,Midfielder Center,15/1/1983,Stoke City
soccer/www.footymania.com/1382.html,"Palizzi Marrina, Italy",Italy,Defender,29/3/1973,Lazio
soccer/www.footymania.com/2295.html,", France",France,Goalkeeper,18/3/1980,Fiorentina
soccer/www.footymania.com/1664.html,"Barnako, Mali",Mali,Defender,7/10/1977,West Bromwich Albion
soccer/www.footymania.com/4409.html,", Togo",Togo,Striker,7/5/1987,Monaco
soccer/www.footymania.com/5530.html,", Argentina",Argentina,Midfield,0/0/0000,Juventus
soccer/www.footymania.com/895.html,", Portugal",Portugal,Wing Right,0/0/2000,
soccer/www.footymania.com/780.html,"Cormons, Italy",Italy,Goalkeeper,9/11/1970,Chievo Verona
soccer/www.footymania.com/4183.html,"Ludwigschafen, Germany",Germany,,12/10/1988,Blackburn Rovers
soccer/www.footymania.com/2759.html,"Madrid, Spain",Spain,Forward,19/8/1978,Numancia
soccer/www.footymania.com/4029.html,", Poland",Poland,Defender,22/11/1981,
soccer/www.footymania.com/4592.html,", Mali",Mali,Midfielder,16/1/1980,Lens
soccer/www.footymania.com/1711.html,", Scotland",Scotland,Forward,24/1/1983,Aston Villa
soccer/www.footymania.com/3229.html,"London, England",England,"Midfield Right, Wing Right",25/10/1981,Chelsea FC
soccer/www.footymania.com/1274.html,"Lifford, Ireland",Ireland,Goalkeeper,20/4/1976,Newcastle United
soccer/www.footymania.com/1272.html,"Tbilisi, Georgia",Georgia,Striker,22/2/1973,AZ Alkmaar
soccer/www.footymania.com/2364.html,", Japan",Japan,Midfield,24/6/1978,Celtic
soccer/www.footymania.com/109.html,", Portugal",Portugal,"Right midfielder, Left midfielder",31/10/1979,Atletico Madrid
soccer/www.footymania.com/1759.html,"Glasgow, Scotland",Scotland,Forward,1/11/1974,Dunfermline Athletic
soccer/www.footymania.com/4826.html,", Afghanistan",Afghanistan,Striker,0/0/0000,Celtic
soccer/www.footymania.com/922.html,", England",England,Defender Center,17/11/1981,Kilmarnock
soccer/www.footymania.com/1666.html,", Australia",Australia,Goalkeeper,5/9/1969,West Bromwich Albion
soccer/www.footymania.com/879.html,", Canada",Canada,Goalkeeper,0/0/2000,Lincoln City
soccer/www.footymania.com/5582.html,", 0",0,,0/0/0000,Macclesfield Town
soccer/www.footymania.com/133.html,"Huddersfield, England",England,Defender Left,25/10/1971,Norwich City
soccer/www.footymania.com/77.html,", Italy",Italy,Central midfielder,17/9/1977,AS Roma
soccer/www.footymania.com/823.html,"Vukovar, Serbia and montenegro",Serbia and montenegro,Defender,20/2/1969,Inter Milan
soccer/www.footymania.com/60.html,", 0",England,Central defender,18/9/1974,Portsmouth
soccer/www.footymania.com/5143.html,"Fukuoka, Japan",Japan,Forward,6/6/1985,Heracles Almelo
soccer/www.footymania.com/348.html,", Switzerland",Switzerland,Forward,28/6/1969,
soccer/www.footymania.com/1119.html,"Perth, Australia",Australia,"Midfield Left, Wing Left",16/8/1972,Birmingham City
soccer/www.footymania.com/320.html,", Italy",Italy,Attacking Midfielder Right,17/4/1975,Valencia
soccer/www.footymania.com/803.html,"Oslo, Norway",Norway,Striker,10/11/1976,
soccer/www.footymania.com/248.html,", Denmark",Denmark,Goalkeeper,26/0/2000,Charlton Athletic
soccer/www.footymania.com/556.html,"Nantes, France",France,Midfielder,9/12/1971,Bastia
soccer/www.footymania.com/767.html,"Accra, Ghana",Ghana,Midfielder,24/12/1980,
soccer/www.footymania.com/153.html,"Stirling, Scotland",Scotland,Defender Center,12/9/1980,Sunderland
soccer/www.footymania.com/909.html,"Glasgow, Scotland",Scotland,Defender Left,22/6/1981,Leeds United
soccer/www.footymania.com/597.html,"Dublin, Ireland",Ireland,Forward,6/1/1984,Wolverhampton Wanderers
soccer/www.footymania.com/5017.html,"Cork, Ireland",Ireland,Midfield,22/8/1988,Manchester City
soccer/www.footymania.com/1702.html,"Lanark, Scotland",Scotland,Midfield Attack,2/10/1982,Celtic
soccer/www.footymania.com/577.html,"Wokingham, England",England,Midfield Left,18/9/1976,Coventry City
soccer/www.footymania.com/576.html,"Sunderland, England",England,Defender Center,26/10/1971,Hartlepool United
soccer/www.footymania.com/960.html,"Sunderland, England",England,Defender Center,26/10/1971,
soccer/www.footymania.com/1275.html,"Dublin, Scotland",Scotland,Defender,29/8/1976,Newcastle United
soccer/www.footymania.com/315.html,"Pithiviers, France",France,Forward,1/10/1974,Marseille
soccer/www.footymania.com/1495.html,"Limerick, Ireland",Ireland,Back Right,20/4/1976,Liverpool FC
soccer/www.footymania.com/1203.html,"Hexham, England",England,Defender (ret) Manager,31/12/1960,Birmingham City
soccer/www.footymania.com/1687.html,"Blackburn, England",England,Striker,5/2/1981,Aberdeen
soccer/www.footymania.com/970.html,"Sheffield, England",England,Defensive Midfielder Right/Center,6/9/1979,Bury
soccer/www.footymania.com/1241.html,"Liverpool, England",England,,2/11/1972,Manchester City
soccer/www.footymania.com/809.html,"Liverpool, England",England,Midfield,30/4/1984,Bradford City
soccer/www.footymania.com/4417.html,"Wandsworth, England",England,Midfield Center,14/12/1982,Chelsea FC
soccer/www.footymania.com/1093.html,"Kingston-on-Thames, England",England,Wing Left,10/3/1981,Blackburn Rovers
soccer/www.footymania.com/1331.html,"Aarhus, Denmark",Denmark,Midfielder,14/8/1969,
soccer/www.footymania.com/407.html,"Bugojno, Bosnia and herzegovina",Bosnia and herzegovina,"Central defender, Central midfielder",6/3/1976,
soccer/www.footymania.com/457.html,", Bulgaria",Bulgaria,Goalkeeper,3/2/1976,PFC Lokomotiv Plovdiv
soccer/www.footymania.com/4910.html,", Afghanistan",Afghanistan,Defender,0/0/0000,Dundee United
soccer/www.footymania.com/4839.html,", Scotland",Scotland,Defender,20/9/1969,St. Mirren
soccer/www.footymania.com/764.html,", Ghana",Ghana,Midfielder,27/8/1984,Portsmouth
soccer/www.footymania.com/761.html,"Accra, Ghana",Ghana,Midfield,27/8/1984,Portsmouth
soccer/www.footymania.com/298.html,"Torsby, Sweden",Sweden,Manager,5/2/1948,
soccer/www.footymania.com/552.html,", Brazil",Brazil,Defender Right/Left/Center,12/4/1974,Barcelona
soccer/www.footymania.com/785.html,", Israel",Israel,Defender Center,31/3/1982,Chelsea FC
soccer/www.footymania.com/546.html,"Casablanca, Morocco",Morocco,Defender Center,6/7/1976,
soccer/www.footymania.com/5656.html,", 0",0,,0/0/0000,Bristol City
soccer/www.footymania.com/626.html,", Malawi",Malawi,Defender,28/5/1983,
soccer/www.footymania.com/201.html,", Sweden",Sweden,"Central defender, Central midfielder",15/4/1973,
soccer/www.footymania.com/330.html,"Higams Park, England",England,Forward,2/4/1966,West Ham FC
soccer/www.footymania.com/1770.html,"Oulu, Finland",Finland,Goalkeeper,12/12/1973,Hearts
soccer/www.footymania.com/3395.html,"Volendam, Netherlands",Netherlands,Goalkeeper,19/11/1982,AZ Alkmaar
soccer/www.footymania.com/299.html,"Les Ulis, France",France,Forward,17/8/1977,Barcelona
soccer/www.footymania.com/425.html,", Germany",Germany,Forward,23/1/1975,Hannover 96
soccer/www.footymania.com/3556.html,", England",England,Goalkeeper,0/0/0000,Macclesfield Town
soccer/www.footymania.com/154.html,"Fredericia, Denmark",Denmark,Goalkeeper,12/6/1976,Aston Villa
soccer/www.footymania.com/683.html,"Sydney, Australia",Australia,Midfielder,6/12/1979,Everton FC
soccer/www.footymania.com/1213.html,"Port au Prince, Haiti",Netherlands,Striker,25/11/1985,Twente Enschede
soccer/www.footymania.com/428.html,", Germany",Germany,Goalkeeper,5/4/1979,Valencia
soccer/www.footymania.com/836.html,"St. Albans, England",England,,2/2/1969,Coventry City
soccer/www.footymania.com/242.html,", Bulgaria",Bulgaria,Central midfielder,19/5/1976,PFC CSKA Sofia
soccer/www.footymania.com/434.html,", Czech republic",Czech republic,"Central defender, Central midfielder",15/1/1973,Ajax Amsterdam
soccer/www.footymania.com/835.html,"Rymarov, Czech republic",Czech republic,Defender,24/3/1978,Fiorentina
soccer/www.footymania.com/866.html,"Kraków, Poland",Poland,Back Left,11/3/1973,ADO Den Haag
soccer/www.footymania.com/420.html,", Croatia",Croatia,"Attacking midfielder, Forward",8/4/1977,Benfica
soccer/www.footymania.com/1037.html,"Venezia, Italy",Italy,Forward,19/11/1977,Lazio
soccer/www.footymania.com/148.html,"Liverpool, England",England,Right Back,20/2/1981,Everton FC
soccer/www.footymania.com/210.html,", Greece",Greece,Central defender,31/1/1976,AS Roma
soccer/www.footymania.com/365.html,", Switzerland",Switzerland,Midfielder,22/5/1985,Bayer Leverkusen
soccer/www.footymania.com/5355.html,"London, Canada",Canada,Midfielder,9/5/1985,Toronto FC
soccer/www.footymania.com/310.html,"Pointe-a-Pitre, Guadeloupe",France,Defender,1/1/1972,Barcelona
soccer/www.footymania.com/1268.html,"New Delhi, India",India,Defender Center,23/10/1979,
soccer/www.footymania.com/667.html,"Recife, Brazil",Brazil,Attacking Midfielder/Forward Left/Center,19/4/1972,AEK Athens FC
soccer/www.footymania.com/857.html,"Melnik, Czech republic",Czech republic,Defender Center,9/9/1980,Sparta
soccer/www.footymania.com/378.html,", Russian federation",Russian federation,Goalkeeper,4/3/1979,FC Zenit St. Peterburg
soccer/www.footymania.com/98.html,", Spain",Spain,Left midfielder,16/7/1981,Valencia
soccer/www.footymania.com/602.html,"Mar del Plata, Argentina",Argentina,Forward,3/11/1981,
soccer/www.footymania.com/917.html,"Deventer, Netherlands",Netherlands,Attacking Midfielder Forward/Striker Right/Left,11/4/1978,NAC Breda
soccer/www.footymania.com/2314.html,"Melbourne, Australia",Australia,Midfield,4/10/1979,
soccer/www.footymania.com/265.html,", Latvia",Latvia,Forward,21/6/1973,
soccer/www.footymania.com/4010.html,", Serbia and montenegro",Serbia and montenegro,Goalkeeper,28/7/1983,Nantes
soccer/www.footymania.com/935.html,"Belfast, Northern ireland",Northern ireland,Forward,17/1/1981,Swansea City
soccer/www.footymania.com/31.html,"Southampton, England",England,Defender/Defensive Midfielder Left,31/31/2031,Chelsea FC
soccer/www.footymania.com/538.html,"Dublin, Ireland",Ireland,Goalkeeper,16/9/1983,Brighton & Hove Albion
soccer/www.footymania.com/940.html,"Basildon, England",England,Forward,13/4/1980,
soccer/www.footymania.com/136.html,", Netherlands",Netherlands,"Right midfielder, Left midfielder",9/6/1984,Real Madrid
soccer/www.footymania.com/2966.html,"Overland Park, United states",United states,"Midfield, Forward",13/6/1985,Kansas City Wizards
soccer/www.footymania.com/4911.html,", Scotland",Scotland,Defender,17/7/1986,
soccer/www.footymania.com/589.html,"Glasgow, Scotland",Scotland,Midfield Center,22/4/1969,Fulham FC
soccer/www.footymania.com/736.html,", Tunisia",Tunisia,Midfielder,0/0/2000,
soccer/www.footymania.com/85.html,"Tolosa, Spain",Spain,Central midfielder,25/11/1981,Liverpool FC
soccer/www.footymania.com/2576.html,"Barcelona, Spain",Spain,Midfield Center,25/1/1980,Barcelona
soccer/www.footymania.com/545.html,"Tema, Ghana",Ghana,Midfielder Right/Center,18/12/1981,Vitesse Arnhem
soccer/www.footymania.com/708.html,", Morocco",Morocco,Midfielder,0/0/2000,Lens
soccer/www.footymania.com/817.html,"Caen, France",France,Defender,16/7/1979,Preston North End
soccer/www.footymania.com/720.html,", Morocco",Morocco,Midfielder,0/0/2000,
soccer/www.footymania.com/3230.html,"Hongcheon, Korea, republic of","Korea, republic of",Back Left,23/4/1977,Tottenham Hotspur
soccer/www.footymania.com/1098.html,"Lyon, France",France,Midfield Attack,9/3/1968,Red Bull
soccer/www.footymania.com/612.html,"Casablanca, Morocco",Morocco,Midfield,13/1/1977,Southampton FC
soccer/www.footymania.com/718.html,", Morocco",Morocco,Goalkeeper,0/0/2000,
soccer/www.footymania.com/1302.html,"Diredawa, Ethiopia",Netherlands,Midfield,20/8/1982,Twente Enschede
soccer/www.footymania.com/3657.html,", Belgium",Belgium,Goalkeeper,31/1/1986,Hibernian
soccer/www.footymania.com/430.html,", Czech republic",Czech republic,"Right-back, Central defender",14/5/1980,Juventus
soccer/www.footymania.com/455.html,", Bulgaria",Bulgaria,Forward,20/2/1976,
soccer/www.footymania.com/245.html,", Bulgaria",Bulgaria,Central defender,23/7/1979,PFC Litex Lovech
soccer/www.footymania.com/278.html,", Greece",Greece,,9/11/1973,
soccer/www.footymania.com/11.html,"Malmö, Sweden",Sweden,Striker,3/10/1981,Inter Milan
soccer/www.footymania.com/813.html,", Hungary",Hungary,Striker,0/0/2000,West Bromwich Albion
soccer/www.footymania.com/227.html,", Bulgaria",Bulgaria,"Attacking midfielder, Forward",8/2/1974,PFC Litex Lovech
