url,STRING : publisher,STRING : developer,STRING : esrb
videogame/videogames.yahoo.com/psp_go-sudoku.html,Ubisoft Entertainment,Sumo Digital,E (Everyone)
videogame/videogames.yahoo.com/psp_air-conflicts-aces-of-world-war-ii.html,Graffiti Entertainment,,T (Teen)
videogame/videogames.yahoo.com/gc_the-urbz-sims-in-the-city.html,EA,Maxis,RP (Rating Pending)
videogame/videogames.yahoo.com/gc_bustamove-3000.html,Ubisoft Entertainment,Taito Corporation,E (Everyone)
videogame/videogames.yahoo.com/gc_dragon-ball-z-budokai.html,Infogrames,Dimps,T (Teen)
videogame/videogames.yahoo.com/psp_thrillville.html,Lucas Arts,Frontier Developments Ltd.,T (Teen)
videogame/videogames.yahoo.com/gc_zoocube.html,Acclaim,PuzzleKings,E (Everyone)
videogame/videogames.yahoo.com/gc_dave-mirra-freestyle-bmx-2.html,Acclaim,"Z-AXIS, Ltd.",T (Teen)
videogame/videogames.yahoo.com/psp_need-for-speed-underground--rivals.html,EA,EA GAMES,E (Everyone)
videogame/videogames.yahoo.com/psp_rainbow-islands-evolution.html,Ignition Entertainment,Digital Whip,E (Everyone)
videogame/videogames.yahoo.com/psp_syphon-filter-logans-shadow.html,,Sony Bend,T (Teen)
videogame/videogames.yahoo.com/gc_pokemon-channel.html,Nintendo,Ambrella,E (Everyone)
videogame/videogames.yahoo.com/gc_ufc-throwdown.html,Cybiko,Anchor Inc.,T (Teen)
videogame/videogames.yahoo.com/psp_lego-indiana-jones-the-original-adventures.html,Lucas Arts,Traveller's Tales,E10+
videogame/videogames.yahoo.com/gc_wreckless-the-yakuza-missions.html,Auran,"Activision, Inc.",T (Teen)
videogame/videogames.yahoo.com/psp_rayman-raving-rabbids-canceled.html,Ubisoft Entertainment,Ubisoft Entertainment,E
videogame/videogames.yahoo.com/gc_the-legend-of-zelda-ocarina-of-time--master-quest-bonus-disc.html,Nintendo,Nintendo EAD,E
videogame/videogames.yahoo.com/psp_socom-us-navy-seals--fireteam-bravo-2.html,Sony,Zipper Interactive,T (Teen)
videogame/videogames.yahoo.com/psp_bomberman-land.html,Hudson Soft,Hudson Soft,E (Everyone)
videogame/videogames.yahoo.com/psp_worms-open-warfare.html,THQ,Team 17,E10+
videogame/videogames.yahoo.com/psp_hot-wheels-ultimate-racing.html,,Raylight Studios,E (Everyone)
videogame/videogames.yahoo.com/psp_tiger-woods-pga-tour-06.html,EA,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/gc_metal-gear-solid-the-twin-snakes.html,Konami,Silicon Knights,M (Mature)
videogame/videogames.yahoo.com/psp_fifa-street-2.html,EA Sports Big,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/gc_looney-tunes-back-in-action.html,EA,Warthog,E (Everyone)
videogame/videogames.yahoo.com/psp_ben-10-alien-force.html,,Monkey Bar Games,RP
videogame/videogames.yahoo.com/psp_valhalla-knights.html,,Big Blue Bubble,E10+
videogame/videogames.yahoo.com/gc_srs-street-racing-syndicate.html,"Namco Bandai Games America, Inc.","Eutechnyx, Limited",T (Teen)
videogame/videogames.yahoo.com/psp_wwe-smackdown-vs-raw-2008-featuring-ecw.html,,Yuke's Media Creations,T (Teen)
videogame/videogames.yahoo.com/gc_samurai-jack-the-shadow-of-aku.html,Sega,Amaze Entertainment,(Not Specified)
videogame/videogames.yahoo.com/gc_the-lord-of-the-rings-the-fellowship-of-the-ring.html,Universal Interactive,Surreal Software,T
videogame/videogames.yahoo.com/psp_uefa-euro-2008.html,,,E (Everyone)
videogame/videogames.yahoo.com/gc_batman-vengeance.html,Ubisoft Entertainment,Ubisoft Montreal,T (Teen)
videogame/videogames.yahoo.com/psp_race-driver-2006.html,O~3 Entertainment,Codemasters USA,T (Teen)
videogame/videogames.yahoo.com/gc_super-mario-strikers.html,Nintendo,Next Level Games,E (Everyone)
videogame/videogames.yahoo.com/gc_dance-dance-revolution-mario-mix-bundle.html,EA,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/psp_star-wars-battlefront--renegade-squadron.html,,Rebellion,T (Teen)
videogame/videogames.yahoo.com/psp_gretzky-nhl-06.html,Sony,"Page 44 Studios, LLC",E
videogame/videogames.yahoo.com/psp_kao-challengers.html,Atari,"Atari, Inc.",E (Everyone)
videogame/videogames.yahoo.com/gc_tom-clancys-splinter-cell-double-agent.html,Ubisoft Entertainment,Ubisoft Entertainment,M (Mature)
videogame/videogames.yahoo.com/gc_disney-sports-football.html,Konami,Konami Computer Entertainment Osaka (KCEO),E (Everyone)
videogame/videogames.yahoo.com/gc_resident-evil.html,Capcom,"Capcom Co., Ltd.",M (Mature)
videogame/videogames.yahoo.com/gc_ty-the-tasmanian-tiger.html,EA,Krome Studios,E (Everyone)
videogame/videogames.yahoo.com/gc_need-for-speed-underground-2.html,EA,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/gc_mark-davis-pro-bass-challenge.html,Natsume,Sims,E
videogame/videogames.yahoo.com/psp_nfl-street-2-unleashed.html,EA Sports Big,Team Fusion,E (Everyone)
videogame/videogames.yahoo.com/gc_need-for-speed-hot-pursuit-2.html,EA,EA Seattle,E (Everyone)
videogame/videogames.yahoo.com/psp_the-sims-2-castaway.html,,Maxis,E10+
videogame/videogames.yahoo.com/gc_the-legend-of-zelda-four-swords-adventures-with-nintendo-gamecube--game-boy-advance-cable.html,Nintendo,Nintendo Co. Ltd.,E (Everyone)
videogame/videogames.yahoo.com/psp_ratchet--clank-size-matters.html,Sony,High Impact Studios,E10+
videogame/videogames.yahoo.com/gc_nascar-dirt-to-daytona.html,Infogrames,"Monster Games, Inc.",E (Everyone)
videogame/videogames.yahoo.com/gc_007-nightfire.html,EA,Eurocom Developments Ltd.,T (Teen)
videogame/videogames.yahoo.com/psp_atv-offroad-fury-pro.html,Sony,"Sony Computer Entertainment America, Inc.",E (Everyone)
videogame/videogames.yahoo.com/psp_harry-potter-and-the-order-of-the-phoenix.html,EA,EA Games,E10+
videogame/videogames.yahoo.com/gc_need-for-speed-underground.html,EA,Black Box Games Ltd.,E (Everyone)
videogame/videogames.yahoo.com/gc_ice-age-2-the-meltdown.html,Sierra,Eurocom Entertainment Software,E10+
videogame/videogames.yahoo.com/gc_masters-of-the-universe--heman-defender-of-grayskull-canceled.html,TDK Mediactive,"Savage Entertainment, LLC",T (Teen)
videogame/videogames.yahoo.com/psp_tiger-woods-pga-tour-08.html,,Tiburon,E (Everyone)
videogame/videogames.yahoo.com/gc_big-mutha-truckers.html,Empire Interactive,"Eutechnyx, Limited",T (Teen)
videogame/videogames.yahoo.com/psp_nba-08-featuring-block-party.html,,SCE Studios San Diego,E (Everyone)
videogame/videogames.yahoo.com/gc_whirl-tour.html,Vivendi Universal,Papaya Studio,E (Everyone)
videogame/videogames.yahoo.com/gc_disney-presents-piglets-big-game.html,Gotham Games,Doki Denki,E (Everyone)
videogame/videogames.yahoo.com/psp_full-auto-2-battlelines.html,Sega,Deep Fried Entertainment,E10+
videogame/videogames.yahoo.com/gc_zatch-bell-mamodo-battles.html,"Bandai America, Inc.","Eighting Co., Ltd. (8ing)",T (Teen)
videogame/videogames.yahoo.com/gc_nfl-blitz-2002.html,Midway,"Point of View, Inc.",E (Everyone)
videogame/videogames.yahoo.com/gc_bloodrayne.html,Majesco,Terminal Reality,M (Mature)
videogame/videogames.yahoo.com/psp_sega-genesis-collection.html,Sega,Backbone Entertainment,T (Teen)
videogame/videogames.yahoo.com/gc_world-championship-pool-2004-canceled.html,Jaleco,Blade Interactive Studios,E (Everyone)
videogame/videogames.yahoo.com/gc_tales-of-symphonia.html,"Namco Bandai Games America, Inc.",Namco Tales Studio,RP (Rating Pending)
videogame/videogames.yahoo.com/gc_army-men-sarges-war.html,Global Star,Global Star Software Ltd.,T (Teen)
videogame/videogames.yahoo.com/gc_shrek-2.html,Activision,Luxoflux,E (Everyone)
videogame/videogames.yahoo.com/gc_digimon-rumble-arena-2.html,"Bandai America, Inc.","Bandai Co., Ltd.",T (Teen)
videogame/videogames.yahoo.com/gc_the-legend-of-zelda-the-wind-waker.html,Nintendo,Nintendo Co. Ltd.,E (Everyone)
videogame/videogames.yahoo.com/gc_nba-courtside-2002.html,Nintendo,Left Field Productions,E (Everyone)
videogame/videogames.yahoo.com/psp_blokus-portable-steambot-championship.html,Irem Software Engineering,,E (Everyone)
videogame/videogames.yahoo.com/gc_madagascar.html,Activision,Toys for Bob,E10+
videogame/videogames.yahoo.com/gc_rtx-red-rock.html,Lucas Arts,LucasArts,
videogame/videogames.yahoo.com/gc_beyblade-v-force--super-tournament-battle.html,Atari,Takara,E (Everyone)
videogame/videogames.yahoo.com/psp_warhammer-warcry-battle-for-atluma.html,"Namco Bandai Games America, Inc.",JV Games,T (Teen)
videogame/videogames.yahoo.com/gc_egg-mania-eggstreme-madness.html,Kemco,HotGen Studios,E (Everyone)
videogame/videogames.yahoo.com/gc_nhl-2k3.html,Sega,"Treyarch Invention, LLC",E (Everyone)
videogame/videogames.yahoo.com/gc_men-in-black-ii-alien-escape.html,Atari,Tantalus Interactive,T (Teen)
videogame/videogames.yahoo.com/psp_tales-of-the-world-radiant-mythology.html,,Namco Tales Studio,T (Teen)
videogame/videogames.yahoo.com/gc_tom-and-jerry-in-war-of-the-whiskers.html,NewKidCo LLC,NewKidCo LLC,T (Teen)
videogame/videogames.yahoo.com/gc_surfs-up.html,,Ubisoft Montreal,E10+
videogame/videogames.yahoo.com/psp_cars.html,THQ,Locomotive Games,E (Everyone)
videogame/videogames.yahoo.com/psp_naruto-ultimate-ninja-heroes-2--the-phantom-fortress.html,,CyberConnect2,T (Teen)
videogame/videogames.yahoo.com/gc_amazing-island.html,Sega,"Sega of America, Inc.",RP (Rating Pending)
videogame/videogames.yahoo.com/gc_the-legend-of-zelda-ocarina-of-timethe-legend-of-zelda-ocarina-of-time--master-quest.html,Nintendo,,E (Everyone)
videogame/videogames.yahoo.com/psp_need-for-speed-most-wanted-510.html,EA,EA Canada,E10+
videogame/videogames.yahoo.com/gc_super-monkey-ball.html,Sega,Amusement Vision,E (Everyone)
videogame/videogames.yahoo.com/gc_the-legend-of-zelda-collectors-edition.html,Nintendo,"Nintendo of America, Inc.",E (Everyone)
videogame/videogames.yahoo.com/gc_the-italian-job.html,Eidos Interactive,Climax Group,T (Teen)
videogame/videogames.yahoo.com/psp_chessmaster-the-art-of-learning.html,,Ubisoft,E (Everyone)
videogame/videogames.yahoo.com/gc_backyard-baseball.html,Humongous Entertainment,"Infogrames Interactive, Inc.",E (Everyone)
videogame/videogames.yahoo.com/gc_disneys-party.html,EA,"Hudson Soft Co., Ltd.",E (Everyone)
videogame/videogames.yahoo.com/psp_capcom-classics-collection-remixed.html,Capcom,"Digital Eclipse Software, Inc.",T (Teen)
videogame/videogames.yahoo.com/gc_disneys-hide--sneak.html,Capcom,Disney Interactive,E (Everyone)
videogame/videogames.yahoo.com/gc_monsters-inc-scream-arena.html,Capcom,Ready At Dawn Studios,T (Teen)
videogame/videogames.yahoo.com/psp_heatseeker.html,,IR Gurus Interactive Ltd.,T (Teen)
videogame/videogames.yahoo.com/gc_the-sims-bustin-out.html,EA,Maxis,E (Everyone)
videogame/videogames.yahoo.com/gc_battalion-wars.html,Nintendo,Kuju Entertainment Ltd.,RP (Rating Pending)
videogame/videogames.yahoo.com/gc_disneys-tarzan-untamed.html,Ubisoft Entertainment,Ubisoft Montreal,E (Everyone)
videogame/videogames.yahoo.com/psp_bboy.html,SouthPeak Interactive,FreeStyleGames,T (Teen)
videogame/videogames.yahoo.com/gc_worms-3d.html,Acclaim,Team 17,T (Teen)
videogame/videogames.yahoo.com/psp_medal-of-honor-heroes.html,EA,EA Canada,T (Teen)
videogame/videogames.yahoo.com/gc_x2-wolverines-revenge.html,Activision,"Activision, Inc.",T (Teen)
videogame/videogames.yahoo.com/psp_puzzle-quest-challenge-of-the-warlords.html,D3Publisher of America,D3Publisher of America,
videogame/videogames.yahoo.com/psp_ape-escape-on-the-loose-greatest-hits.html,Sony,Sony Computer Entertainment Inc. (Japan),E (Everyone)
videogame/videogames.yahoo.com/psp_dead-head-fred.html,D3Publisher of America,"Vicious Cycle Software, Inc.",M (Mature)
videogame/videogames.yahoo.com/psp_sonic-rivals-2.html,,Backbone Entertainment,E (Everyone)
videogame/videogames.yahoo.com/psp_warhammer-40000-squad-command.html,,,T (Teen)
videogame/videogames.yahoo.com/gc_the-adventures-of-jimmy-neutron-boy-genius-jet-fusion.html,THQ,Krome Studios,E (Everyone)
videogame/videogames.yahoo.com/psp_puzzle-scape.html,Got Game Entertainment,Farmind,E
videogame/videogames.yahoo.com/gc_187-ride-or-die-canceled.html,Ubisoft Entertainment,,
videogame/videogames.yahoo.com/psp_flatout-head-on.html,,Six By Nine,T (Teen)
videogame/videogames.yahoo.com/gc_star-wars-jedi-knight-ii--jedi-outcast.html,LucasArts,"Vicarious Visions, Inc.",T (Teen)
videogame/videogames.yahoo.com/gc_virtua-striker-2002.html,Sega,Amusement Vision,E (Everyone)
videogame/videogames.yahoo.com/psp_wrc-world-rally-championship.html,"Namco Bandai Games America, Inc.",Traveller's Tales,E (Everyone)
videogame/videogames.yahoo.com/gc_meet-the-robinsons.html,,Avalanche Software (USA),E10+
videogame/videogames.yahoo.com/gc_nba-ballers.html,Midway Games,Blitz Games,
videogame/videogames.yahoo.com/gc_lost-kingdoms.html,Activision,"FromSoftware, Inc.",T (Teen)
videogame/videogames.yahoo.com/gc_f1-2002.html,EA,Visual Sciences Ltd.,E (Everyone)
videogame/videogames.yahoo.com/gc_rocket-power-beach-bandits.html,THQ,Evolution Games,E (Everyone)
videogame/videogames.yahoo.com/psp_street-fighter-alpha-3-max.html,Capcom,"Capcom Co., Ltd.",T (Teen)
videogame/videogames.yahoo.com/gc_mx-superfly-featuring-ricky-carmichael.html,THQ,Pacific Coast Power & Light Co.,E (Everyone)
videogame/videogames.yahoo.com/psp_gran-turismo-4-mobile.html,Sony,Polyphony Digital,
videogame/videogames.yahoo.com/psp_my-spanish-coach.html,Ubisoft Entertainment,,E (Everyone)
videogame/videogames.yahoo.com/psp_sid-meiers-pirates.html,,Firaxis,E10+
videogame/videogames.yahoo.com/gc_backyard-football.html,Infogrames,Left Field Productions,E (Everyone)
videogame/videogames.yahoo.com/gc_greg-hastings-tournament-paintball-maxd-canceled.html,Activision,WXP Inc.,
videogame/videogames.yahoo.com/gc_mystic-heroes.html,KOEI Corporation,"KOEI Co., Ltd.",T (Teen)
videogame/videogames.yahoo.com/gc_medabots-infinity.html,Natsume Inc.,Victor Interactive,E (Everyone)
videogame/videogames.yahoo.com/gc_marykate-and-ashley-sweet-16--licensed-to-drive.html,Club Acclaim,"n-Space, Inc.",E (Everyone)
videogame/videogames.yahoo.com/psp_rapala-trophies.html,Activision,Sand Grain Studios,E (Everyone)
videogame/videogames.yahoo.com/gc_spyhunter.html,Midway,"Point of View, Inc.",T (Teen)
videogame/videogames.yahoo.com/gc_evolution-worlds.html,Ubisoft Entertainment,Sting,E (Everyone)
videogame/videogames.yahoo.com/gc_trinity-the-shatter-effect-canceled.html,Activision,"Gray Matter Studios, Inc.",
videogame/videogames.yahoo.com/gc_donkey-kong-jungle-beat.html,Nintendo,"Nintendo of America, Inc.",M (Mature)
videogame/videogames.yahoo.com/gc_star-fox-assault.html,Nintendo,Namco Ltd.,T (Teen)
videogame/videogames.yahoo.com/psp_tony-hawks-project-8.html,Activision,Neversoft Entertainment,T (Teen)
videogame/videogames.yahoo.com/gc_spongebob-squarepants-revenge-of-the-flying-dutchman.html,THQ,"BigSky Interactive, Inc.",E (Everyone)
videogame/videogames.yahoo.com/gc_resident-evil-4-premium-edition-tin-gamestop-exclusive.html,Capcom,Capcom Production Studio 4,M (Mature)
videogame/videogames.yahoo.com/psp_metal-slug-anthology.html,SNK Playmore USA,SNK Playmore Corporation,T (Teen)
videogame/videogames.yahoo.com/psp_ben-10-protector-of-earth.html,,High Voltage Software,
videogame/videogames.yahoo.com/psp_grand-theft-auto-vice-city-stories.html,Rockstar,Rockstar Leeds,M (Mature)
videogame/videogames.yahoo.com/psp_prostroke-golf-world-tour-2007.html,SouthPeak Interactive,SouthPeak Interactive,E (Everyone)
videogame/videogames.yahoo.com/gc_cars.html,THQ,Rainbow Studios,E (Everyone)
videogame/videogames.yahoo.com/gc_mario-party-6-game-only.html,Nintendo,Hudson Soft,E
videogame/videogames.yahoo.com/psp_hot-shots-golf-open-tee.html,Sony,Clap Hanz Limited,E10+
videogame/videogames.yahoo.com/gc_the-lord-of-the-rings-the-return-of-the-king.html,EA,"Hypnos Entertainment, Inc.",T (Teen)
videogame/videogames.yahoo.com/psp_tenchu-time-of-the-assassins.html,Sega,"Sega of America, Inc.",M (Mature)
videogame/videogames.yahoo.com/gc_midway-arcade-treasures-2.html,Midway,"Digital Eclipse Software, Inc.",RP (Rating Pending)
videogame/videogames.yahoo.com/psp_metal-gear-solid-digital-graphic-novel.html,Konami,Kojima Productions,M (Mature)
videogame/videogames.yahoo.com/psp_harry-potter-and-the-goblet-of-fire.html,EA,EA UK,E10+
videogame/videogames.yahoo.com/gc_scoobydoo-mystery-mayhem.html,THQ,Artificial Mind and Movement,E (Everyone)
videogame/videogames.yahoo.com/gc_army-men-platoon-command-canceled.html,3DO,The 3DO Company,
videogame/videogames.yahoo.com/gc_vexx.html,Acclaim,Acclaim Studios Austin,T (Teen)
videogame/videogames.yahoo.com/psp_wwe-smackdown-vs-raw-2009.html,THQ,Yuke's Media Creations,T (Teen)
videogame/videogames.yahoo.com/gc_knockout-kings-2003.html,EA,Electronic Arts,T (Teen)
videogame/videogames.yahoo.com/gc_tom-clancys-splinter-cell-chaos-theory--collectors-edition.html,Ubisoft Entertainment,Ubisoft Montreal,M (Mature)
videogame/videogames.yahoo.com/psp_shrek-the-third.html,,Amaze Entertainment,E10+
videogame/videogames.yahoo.com/psp_rengoku-ii-the-stairway-to-heaven.html,Konami,"Hudson Soft Co., Ltd.",T (Teen)
videogame/videogames.yahoo.com/psp_gradius-collection.html,Konami,Konami,E (Everyone)
videogame/videogames.yahoo.com/gc_hello-kitty-roller-rescue.html,"Namco Bandai Games America, Inc.",XPEC Entertainment Inc.,E (Everyone)
videogame/videogames.yahoo.com/gc_batman-dark-tomorrow.html,Kemco,KEMCO,T (Teen)
videogame/videogames.yahoo.com/gc_the-powerpuff-girls-relish-rampage--pickled-edition.html,BAM! Entertainment,VIS entertainment plc,E (Everyone)
videogame/videogames.yahoo.com/gc_midway-arcade-treasures-3.html,Midway,"Digital Eclipse Software, Inc.",E (Everyone)
videogame/videogames.yahoo.com/psp_juiced-eliminator.html,THQ,Juice Studio,T (Teen)
videogame/videogames.yahoo.com/gc_lotus-challenge.html,,"Mutable Realms, Inc.",E (Everyone)
videogame/videogames.yahoo.com/gc_tmnt.html,,Ubisoft Montreal,E10+
videogame/videogames.yahoo.com/psp_tiger-woods-pga-tour-09.html,,,E (Everyone)
videogame/videogames.yahoo.com/gc_blowout.html,Majesco,"KaosKontrol, Inc.",T (Teen)
videogame/videogames.yahoo.com/psp_carol-vordermans-sudoku.html,,Atomic Planet,E (Everyone)
videogame/videogames.yahoo.com/gc_jim-hensons-muppets-party-cruise.html,TDK Mediactive,Mass Media Inc.,E (Everyone)
videogame/videogames.yahoo.com/psp_need-for-speed-most-wanted--510.html,EA,EA Canada,
videogame/videogames.yahoo.com/psp_pro-evolution-soccer-2008.html,,Konami,E (Everyone)
videogame/videogames.yahoo.com/gc_armada-2-star-command.html,"Metro3D, Inc.","Metro3D, Inc.",
videogame/videogames.yahoo.com/psp_the-office.html,Mumbo Jumbo,Mumbo Jumbo,E10+
videogame/videogames.yahoo.com/gc_tony-hawks-pro-skater-3.html,Activision,Neversoft Entertainment,T (Teen)
videogame/videogames.yahoo.com/psp_sonic-rivals.html,Sega,"Sega of America, Inc.",E (Everyone)
videogame/videogames.yahoo.com/psp_xmen-legends-ii-rise-of-apocalypse.html,Activision,Raven Software,T (Teen)
videogame/videogames.yahoo.com/psp_patapon.html,Sony,Pyramid (JP),E (Everyone)
videogame/videogames.yahoo.com/gc_the-simpsons-road-rage.html,EA,Radical Entertainment,T (Teen)
videogame/videogames.yahoo.com/gc_space-raiders.html,Tommo,Taito Corporation,T (Teen)
videogame/videogames.yahoo.com/psp_alien-syndrome.html,,Totally Games,T (Teen)
videogame/videogames.yahoo.com/gc_city-racer.html,Ubisoft Entertainment,Ubisoft Entertainment SA,E (Everyone)
videogame/videogames.yahoo.com/psp_bubble-bobble-evolution.html,Codemasters,Codemasters USA,E (Everyone)
videogame/videogames.yahoo.com/psp_jackass-the-game.html,Red Mile Entertainment,MPS Labs,M (Mature)
videogame/videogames.yahoo.com/gc_disneys-magical-mirror-starring-mickey-mouse.html,Nintendo,Nintendo Co. Ltd.,E (Everyone)
videogame/videogames.yahoo.com/psp_fading-shadows-gamestop-exclusive.html,,Ivolgamus,E (Everyone)
videogame/videogames.yahoo.com/psp_ultimate-block-party.html,Conspiracy Entertainment Corporation,Conspiracy Entertainment Corporation,E (Everyone)
videogame/videogames.yahoo.com/psp_the-hustle-detroit-streets.html,Activision,Blade Interactive Studios,T (Teen)
videogame/videogames.yahoo.com/psp_wipeout-pure.html,Sony,"Sony Computer Entertainment America, Inc.",E (Everyone)
videogame/videogames.yahoo.com/psp_scoobydoo-whos-watching-who.html,THQ,Savage Entertainment,E (Everyone)
videogame/videogames.yahoo.com/gc_mission-impossible--operation-surma.html,Atari,"Paradigm Entertainment, Inc.",T (Teen)
videogame/videogames.yahoo.com/psp_armored-core-formula-front.html,Agetec,"FromSoftware, Inc.",T (Teen)
videogame/videogames.yahoo.com/psp_nba.html,Sony,989 Sports,E (Everyone)
videogame/videogames.yahoo.com/gc_prince-of-persia-the-two-thrones.html,Ubisoft Entertainment,Ubisoft Montreal,M (Mature)
videogame/videogames.yahoo.com/gc_viewtiful-joe.html,Capcom,Capcom Production Studio 4,T (Teen)
videogame/videogames.yahoo.com/gc_xgra-extremeg-racing.html,Acclaim,Acclaim Studios Cheltenham,T (Teen)
videogame/videogames.yahoo.com/psp_pacman-world-3.html,"Namco Bandai Games America, Inc.",Blitz Games,E (Everyone)
videogame/videogames.yahoo.com/psp_world-series-of-poker.html,Activision,Left Field Productions,E (Everyone)
videogame/videogames.yahoo.com/gc_star-wars-rogue-leader--rogue-squadron-ii.html,Lucas Arts,Factor 5,T (Teen)
videogame/videogames.yahoo.com/gc_tom-clancys-splinter-cell.html,Ubisoft Entertainment,Ubisoft Montreal,T (Teen)
videogame/videogames.yahoo.com/gc_ssx-3.html,EA Sports Big,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/gc_one-piece-grand-battle.html,"Bandai America, Inc.",Ganbarion,T (Teen)
videogame/videogames.yahoo.com/gc_resident-evil-zero.html,Capcom,"Capcom Co., Ltd.",M (Mature)
videogame/videogames.yahoo.com/gc_transworld-surf-next-wave.html,Atari,Angel Studios,T (Teen)
videogame/videogames.yahoo.com/psp_walle.html,,Savage Entertainment,E (Everyone)
videogame/videogames.yahoo.com/psp_code-lyoko-quest-for-infinity.html,Game Factory,Neko Entertainment,E10+
videogame/videogames.yahoo.com/psp_bustamove-deluxe.html,Majesco,Taito Corporation,E (Everyone)
videogame/videogames.yahoo.com/psp_luxor-pharaohs-challenge.html,Mumbo Jumbo,*TBA,E (Everyone)
videogame/videogames.yahoo.com/gc_star-fox-adventures.html,Nintendo,Rare Ltd.,T (Teen)
videogame/videogames.yahoo.com/psp_spelling-challenges-and-more.html,Crave,Supersonic Software,E (Everyone)
videogame/videogames.yahoo.com/gc_the-suffering-canceled.html,Midway,Midway Games,M (Mature)
videogame/videogames.yahoo.com/gc_fire-emblem-path-of-radiance.html,Nintendo,Intelligent Systems,T (Teen)
videogame/videogames.yahoo.com/psp_castlevania-the-dracula-x-chronicles.html,Konami,Konami,T (Teen)
videogame/videogames.yahoo.com/psp_dave-mirra-bmx-challenge.html,Crave,Craftgold Software,E (Everyone)
videogame/videogames.yahoo.com/gc_tony-hawks-pro-skater-4.html,Activision,Neversoft Entertainment,T (Teen)
videogame/videogames.yahoo.com/psp_capcom-puzzle-world.html,Capcom,"Capcom USA, Inc.",E (Everyone)
videogame/videogames.yahoo.com/psp_iron-man.html,,A2M (Artificial Mind and Movement),T (Teen)
