url,STRING : developer,STRING : publisher,STRING : genre
videogame/www.askmen.com/handheld_Gun-Showdown-Psp.html,Rebellion,Activision,Shooter
videogame/www.askmen.com/handheld_World-Tour-Soccer-06.html,SCE Studios London,Sony Computer Entertainment,Sports
videogame/www.askmen.com/handheld_Killzone-Liberation.html,Guerilla Games,Sony Computer Entertainment,
videogame/www.askmen.com/handheld_Field-Commander.html,Sony Online Entertainment,Sony Online Entertainment,Strategy
videogame/www.askmen.com/handheld_Star-Trek-Tactical-Assault.html,Quicksilver,Bethesda Softworks,Strategy
videogame/www.askmen.com/handheld_Hot-Brain-Fire-Up-Your-Mind-Psp.html,Midway Studios - San Diego,Midway Games,Educational
videogame/www.askmen.com/handheld_Tokobot.html,Tecmo,Tecmo,Action
videogame/www.askmen.com/handheld_Brooktown-High-Senior-Year.html,Backbone Entertainment,Konami,Simulation
videogame/www.askmen.com/handheld_Capcom-Puzzle-World.html,Sensory Sweep,Capcom,Puzzle
videogame/www.askmen.com/handheld_Burnout-Dominator-Psp.html,EA UK,Electronic Arts,Racing
videogame/www.askmen.com/handheld_Rengoku-2.html,Never-Land Company,Konami,Action
videogame/www.askmen.com/handheld_Ape-Escape-Academy-2.html,SCEJ,Sony Computer Entertainment,Party
videogame/www.askmen.com/pc_NHL-07-Pc.html,EA Canada,Electronic Arts,Sports
videogame/www.askmen.com/handheld_Worms-Open-Warfare-2-Psp.html,Team17 Software,THQ,Strategy
videogame/www.askmen.com/handheld_300-March-to-Glory.html,Collision Studios,Warner Bros. Interactive,Action
videogame/www.askmen.com/handheld_Sonic-Rivals.html,,,
videogame/www.askmen.com/handheld_Gitaroo-Man-Lives!.html,KOEI,KOEI,Music
videogame/www.askmen.com/xbox360_Justice-League-Heroes.html,Snowblind Studios,Warner Bros. Interactive,Action
videogame/www.askmen.com/ps2_NFL-Street-3-Ps2.html,Tiburon,Electronic Arts,Sports
videogame/www.askmen.com/handheld_Sonic-Rivals-2-Psp.html,Backbone Entertainment,SEGA,Racing
videogame/www.askmen.com/handheld_Astonishia-Story.html,Sonnori,Ubisoft,RPG
videogame/www.askmen.com/handheld_Chili-Con-Carnage-Psp.html,Deadline Games,Eidos Interactive,Action
videogame/www.askmen.com/handheld_Juiced-Eliminator.html,Juice Games,THQ,Racing
videogame/www.askmen.com/handheld_WipEout-Pulse-Psp.html,SCE Studios Liverpool,Sony Computer Entertainment,Racing
videogame/www.askmen.com/handheld_Blade-Dancer-Lineage-of-Light.html,Hit Maker,NIS America,RPG
videogame/www.askmen.com/handheld_Coded-Arms-Contagion.html,Creat Studio,Konami,Shooter
videogame/www.askmen.com/handheld_ATV-Offroad-Fury-Pro-Psp.html,Climax Studios,Sony Computer Entertainment,Racing
videogame/www.askmen.com/handheld_Brave-Story-New-Traveler.html,Game Republic,Sony Computer Entertainment,RPG
videogame/www.askmen.com/ps2_Micro-Machines-V4.html,Supersonic Software,Codemasters,Racing
videogame/www.askmen.com/handheld_The-Legend-of-Heroes-II-Prophecy-of-the-Moonlight-Witch.html,Microvision,Namco Bandai Games - America,RPG
videogame/www.askmen.com/handheld_Steel-Horizon.html,Konami,Konami,Strategy
videogame/www.askmen.com/handheld_Monster-Kingdom-Jewel-Summoner-Psp.html,Gaia,Atlus Software,RPG
videogame/www.askmen.com/handheld_Dragoneer-s-Aria-Psp.html,Hitmaker,Nippon Ichi Software,RPG
videogame/www.askmen.com/handheld_NCAA-Football-07.html,Tiburon,Electronic Arts,Sports
videogame/www.askmen.com/handheld_Scarface-Money-Power-Respect-Psp.html,FarSight Studios,Vivendi Games,Strategy
videogame/www.askmen.com/handheld_R-Type-Command-Psp.html,Irem Software Engineering,Atlus,Strategy
videogame/www.askmen.com/handheld_NBA07.html,SCE Studios San Diego,Sony Computer Entertainment,Sports
videogame/www.askmen.com/handheld_Puzzle-Guzzle-Psp.html,Irem Software Engineering,Agetec,Puzzle
videogame/www.askmen.com/pc_Worldwide-Soccer-Manager-2007.html,Sports Interactive (SI Interactive),SEGA,Sports
videogame/www.askmen.com/handheld_Downstream-Panic-Psp.html,Eko System,Atari,Puzzle
videogame/www.askmen.com/handheld_Star-Fox-Command-Ds.html,Q-Games,Nintendo,Flight
videogame/www.askmen.com/handheld_Lunar-Knights.html,Kojima Productions,Konami,RPG
videogame/www.askmen.com/handheld_Picross-DS-Ds.html,Jupiter,Nintendo,Puzzle
videogame/www.askmen.com/handheld_Bomberman-Land-Touch-2-Ds.html,Hudson Soft,Hudson Soft,Action
videogame/www.askmen.com/handheld_Spider-Man-Battle-for-New-York-Ds.html,Torus Games,Activision,Action
videogame/www.askmen.com/handheld_Gunpey-Ds.html,Q Entertainment,NAMCO BANDAI Group,Puzzle
videogame/www.askmen.com/handheld_Lostmagic.html,,,RPG
videogame/www.askmen.com/handheld_Magical-Starsign.html,Brownie Brown,Nintendo,RPG
videogame/www.askmen.com/handheld_Mega-Man-ZX.html,Capcom,Capcom,Platformer
videogame/www.askmen.com/handheld_Konami-Classics-Series-Arcade-Hits-Ds.html,Konami,Konami,Action
videogame/www.askmen.com/handheld_Naruto-Ninja-Destiny-Ds.html,Tomy Corporation,Tomy Corporation,Fighting
videogame/www.askmen.com/handheld_Children-of-Mana.html,Square Enix,Square Enix,Action
videogame/www.askmen.com/handheld_Mega-Man-ZX-Advent-Ds.html,Capcom,Capcom,Platformer
videogame/www.askmen.com/handheld_Magnetica.html,Mitchell Corporation,Nintendo,Puzzle
videogame/www.askmen.com/handheld_Touch-Detective.html,BeeWorks,Success,Adventure
videogame/www.askmen.com/handheld_M-M-s-Kart-Racing-Ds.html,Frontline Studios,"Destination Software, Inc. (DSI)",Racing
videogame/www.askmen.com/handheld_Contra-4-Ds.html,WayForward Technologies,Konami,Action
videogame/www.askmen.com/handheld_Namco-Museum-DS-Ds.html,Namco,Namco,Action
videogame/www.askmen.com/handheld_Master-of-Illusion-Ds.html,Nintendo,Nintendo,Simulation
videogame/www.askmen.com/handheld_Mario-Hoops-3-on-3.html,Square Enix,Nintendo,Sports
videogame/www.askmen.com/handheld_Chibi-Robo-Park-Patrol.html,,,
videogame/www.askmen.com/handheld_Arkanoid-DS-Ds.html,Taito,Square Enix,Action
videogame/www.askmen.com/handheld_Cooking-Mama-2-Dinner-With-Friends-Ds.html,Office Create,Majesco,Other
videogame/www.askmen.com/handheld_Time-Ace-Ds.html,Trainwreck Studios,Konami,Flight
videogame/www.askmen.com/handheld_Dino-Master.html,Creative Office,Majesco,RPG
videogame/www.askmen.com/handheld_Lost-in-Blue-3-Ds.html,Konami,Konami,Adventure
videogame/www.askmen.com/handheld_Blades-of-Thunder-II.html,Interactive Vision,Summitsoft,Flight
videogame/www.askmen.com/handheld_Break-em-All.html,Warashi,D3 Publisher,Puzzle
videogame/www.askmen.com/handheld_Avatar-The-Last-Airbender-Psp.html,THQ Studio Australia (Studio Oz),THQ,Action
videogame/www.askmen.com/ps2_Super-Street-Fighter-II-Turbo-HD-Remix-Ps3.html,Backbone Entertainment,Capcom,Fighting
videogame/www.askmen.com/ps2_Monster-Madness.html,Psyonix,SouthPeak Interactive,Action
videogame/www.askmen.com/ps2_SingStar-Rocks-Ps2.html,SCE Studios London,Sony Computer Entertainment,Music
videogame/www.askmen.com/pc_Rise-of-Nations-Rise-of-Legends.html,,,Strategy
videogame/www.askmen.com/pc_Zoo-Tycoon-2-African-Adventure-Pc.html,Blue Fang Games,Microsoft,Simulation
videogame/www.askmen.com/xbox360_Huxley.html,Webzen,Webzen,Shooter
videogame/www.askmen.com/ps2_The-Simpsons-Game-Ps3.html,EA Redwood Shores,Electronic Arts,Action
videogame/www.askmen.com/xbox360_Winning-Eleven-Pro-Evolution-Soccer-2008-Xbox360.html,Konami,Konami,Sports
videogame/www.askmen.com/handheld_The-Legend-of-Spyro-A-New-Beginning-Ds.html,Amaze Entertainment,Sierra,Platformer
videogame/www.askmen.com/xbox360_Soulcalibur-IV-Xbox360.html,Project Soul,Namco Bandai,Fighting
videogame/www.askmen.com/ps2_Tales-of-Legendia.html,Namco,Namco,RPG
videogame/www.askmen.com/ps2_The-Chronicles-of-Narnia-Prince-Caspian-Ps3.html,Traveller's Tales,Disney Interactive Studios,Action
videogame/www.askmen.com/ps2_Justice-League-Heroes.html,Snowblind Studios,Warner Bros. Interactive,Action
videogame/www.askmen.com/xbox360_LEGO-Star-Wars-II-The-Original-Trilogy-Xbox360.html,Traveller's Tales,LucasArts,Action
videogame/www.askmen.com/pc_StarCraft-II-Pc.html,Blizzard Entertainment,Blizzard Entertainment,Strategy
videogame/www.askmen.com/ps2_Grand-Theft-Auto-San-Andreas.html,Rockstar North,Rockstar Games,Action
videogame/www.askmen.com/xbox360_Virtua-Fighter-5-Xbox360.html,SEGA-AM2,SEGA,Fighting
videogame/www.askmen.com/pc_FEAR-Extraction-Point.html,TimeGate,Sierra,Shooter
videogame/www.askmen.com/pc_Shattered-Suns-Pc.html,Clear Crown Studios,Clear Crown Studios,Strategy
videogame/www.askmen.com/xbox360_AND-1-Streetball.html,Black Ops,Ubisoft,Sports
videogame/www.askmen.com/ps2_Hellboy.html,Krome Studios,Konami,Action
videogame/www.askmen.com/xbox360_This-is-Vegas-Xbox360.html,Surreal Software,Midway Games,Action
videogame/www.askmen.com/handheld_It-a-Wonderful-World-Ds.html,Jupiter,Square Enix,RPG
videogame/www.askmen.com/handheld_Big-Brain-Academy.html,NST,Nintendo,Trivia
videogame/www.askmen.com/ps2_Genji-2.html,Game Republic,Sony Computer Entertainment,Action
videogame/www.askmen.com/pc_Pirates-of-the-Caribbean-The-Legend-of-Jack-Sparrow-Pc.html,7 Studios,Bethesda Softworks,Action
videogame/www.askmen.com/pc_Age-of-Conan-Hyborian-Adventures.html,Funcom,Funcom,Action
videogame/www.askmen.com/pc_Championship-Manager-2007-Pc.html,Beautiful Game Studios,Eidos Interactive,Sports
videogame/www.askmen.com/handheld_Final-Fantasy-Tactics-A2-The-Sealed-Grimoire-Ds.html,Square Enix,Square Enix,Strategy
videogame/www.askmen.com/handheld_Bleach-DS-2nd-Ds.html,Treasure,SEGA,Fighting
videogame/www.askmen.com/ps2_Need-for-Speed-Carbon-Ps2.html,EA Black Box,Electronic Arts,Racing
videogame/www.askmen.com/handheld_Super-Collapse-3-Ds.html,MacPlay,Mumbo Jumbo,Puzzle
videogame/www.askmen.com/ps2_LEGO-Batman-The-Videogame-Ps3.html,Traveller's Tales,Warner Bros. Interactive,Action
videogame/www.askmen.com/ps2_Rugby-08-Ps2.html,EA Canada,Electronic Arts,Sports
videogame/www.askmen.com/pc_Lost-The-Videogame-Pc.html,Ubisoft Montreal,Ubisoft,Adventure
videogame/www.askmen.com/handheld_LEGO-Indiana-Jones-The-Original-Adventures-Psp.html,Traveller's Tales,LucasArts,Adventure
videogame/www.askmen.com/handheld_Theme-Park-Ds.html,EA Japan,Electronic Arts,Simulation
videogame/www.askmen.com/ps2_Heavenly-Sword.html,Ninja Theory,Sony Computer Entertainment,Action
videogame/www.askmen.com/handheld_Glory-Days-2-Ds.html,ODENIS Studio,*TBA,Action
videogame/www.askmen.com/handheld_Dungeons&Dragons-Tactics.html,Kuju Entertainment,Atari,RPG
videogame/www.askmen.com/xbox360_NCAA-Football-07.html,Tiburon,Electronic Arts,Sports
videogame/www.askmen.com/xbox360_Tony-Hawk-s-Proving-Ground-Xbox360.html,Neversoft Entertainment,Activision,Sports
videogame/www.askmen.com/ps2_Dance-Dance-Revolution-SuperNOVA.html,,,
videogame/www.askmen.com/pc_Section-8-Pc.html,TimeGate,Gamecock,Shooter
videogame/www.askmen.com/pc_Guitar-Hero-III-Legends-of-Rock-Pc.html,Aspyr,Aspyr,Music
videogame/www.askmen.com/xbox360_Mass-Effect.html,BioWare,Microsoft,RPG
videogame/www.askmen.com/ps2_Saints-Row-2-Ps3.html,Volition,THQ,Action
videogame/www.askmen.com/xbox360_Tom-Clancy-Rainbow-Six-Vegas.html,Ubisoft Montreal,Ubisoft,Shooter
videogame/www.askmen.com/ps2_Phantasy-Star-Universe.html,Sonic Team,SEGA,RPG
videogame/www.askmen.com/ps2_The-Chronicles-of-Narnia-Prince-Caspian-Ps2.html,Traveller's Tales,Disney Interactive Studios,Action
videogame/www.askmen.com/ps2_Rogue-Galaxy.html,Level-5,Sony Computer Entertainment,RPG
videogame/www.askmen.com/pc_Prey.html,Human Head Studios,2K Games,Shooter
videogame/www.askmen.com/xbox360_Juiced-2-Hot-Import-Nights-Xbox360.html,Juice Games,THQ,Racing
videogame/www.askmen.com/xbox360_Thrillville-Off-the-Rails-Xbox360.html,Frontier Developments,LucasArts,Simulation
videogame/www.askmen.com/ps2_Brothers-in-Arms-Hell-Highway.html,Gearbox Software,Ubisoft,Shooter
videogame/www.askmen.com/ps2_Dragon-Ball-Z-Budokai-Tenkaichi-2.html,Spike,Atari,Fighting
videogame/www.askmen.com/xbox360_Conflict-Denied-Ops-Xbox360.html,Pivotal Games,Eidos Interactive,Shooter
videogame/www.askmen.com/handheld_NBA-08-Block-Party-Psp.html,SCE Studios San Diego,Sony Computer Entertainment,Sports
videogame/www.askmen.com/xbox360_Army-of-Two.html,EA Montreal,Electronic Arts,Action
videogame/www.askmen.com/ps2_Tony-Hawk-s-Proving-Ground-Ps3.html,Neversoft Entertainment,Activision,Sports
videogame/www.askmen.com/pc_Civilization-IV-Warlords.html,Firaxis,2K Games,Strategy
videogame/www.askmen.com/pc_Resident-Evil-4-Pc.html,Capcom Production Studio 4,Ubisoft,Action
videogame/www.askmen.com/pc_Infernal-Pc.html,Metropolis Software House,Playlogic,Action
videogame/www.askmen.com/ps2_Yu-Gi-Oh-GX-The-Beginning-of-Destiny-Ps2.html,Konami JPN (KCEJ),Konami,Strategy
videogame/www.askmen.com/xbox360_Soltrio-Solitaire-Xbox360.html,Silver Creek Entertainment,Silver Creek Entertainment,Board
videogame/www.askmen.com/xbox360_FlatOut-2.html,Bugbear Entertainment,Vivendi Games,Racing
videogame/www.askmen.com/handheld_N-Ds.html,SilverBirch Studios,Atari,Platformer
videogame/www.askmen.com/ps2_James-Bond-007-From-Russia-With-Love.html,EA Redwood Shores,Electronic Arts,Action
videogame/www.askmen.com/ps2_Wild-ARMs-5-Ps2.html,Media Vision,Sony Computer Entertainment,RPG
videogame/www.askmen.com/xbox360_Guitar-Hero-III-Xbox360.html,Neversoft Entertainment,RedOctane,Music
videogame/www.askmen.com/ps2_Brave-The-Search-for-Spirit-Dancer.html,Vis Entertainment,Evolved Games,Action
videogame/www.askmen.com/xbox360_Frogger.html,Digital Eclipse Software,Konami,Action
videogame/www.askmen.com/ps2_Rocketmen-Axis-of-Evil-Ps3.html,A.C.R.O.N.Y.M. Games,Capcom,Shooter
videogame/www.askmen.com/handheld_N-Psp.html,SilverBirch Studios,Atari,Platformer
videogame/www.askmen.com/pc_Beowulf-Pc.html,Ubisoft Tiwak,Ubisoft,Action
videogame/www.askmen.com/pc_Tom-Clancy-s-H-A-W-X-Pc.html,Ubisoft Romania,Ubisoft,Flight
videogame/www.askmen.com/ps2_Final-Fantasy-XII.html,Square Enix,Square Enix,RPG
videogame/www.askmen.com/ps2_Reservoir-Dogs.html,Volatile Games,Eidos Interactive,Action
videogame/www.askmen.com/pc_Sudden-Strike-3-Arms-for-Victory-Pc.html,Fireglow Games,cdv Software Entertainment,Strategy
videogame/www.askmen.com/pc_Battlefield-2-Armored-Fury.html,DICE Canada (Digital Illusions),Electronic Arts,Shooter
videogame/www.askmen.com/xbox360_Kingdom-Under-Fire-Circle-of-Doom-Xbox360.html,Blueside,Microsoft,Action
videogame/www.askmen.com/xbox360_Heavy-Weapon-Atomic-Tank-Xbox360.html,PopCap Games,Microsoft,Action
videogame/www.askmen.com/xbox360_Urban-Chaos-Riot-Response.html,Rocksteady Studios,Eidos Interactive,Shooter
videogame/www.askmen.com/handheld_Smash-Court-Tennis-3-Psp.html,Namco,Namco Bandai,Sports
videogame/www.askmen.com/ps2_Elefunk-Ps3.html,8bit,Sony Computer Entertainment,Puzzle
videogame/www.askmen.com/ps2_The-Incredible-Hulk-Ultimate-Destruction.html,Radical Entertainment,Vivendi Universal Games,Action
videogame/www.askmen.com/xbox360_Warriors-Orochi-Xbox360.html,Omega Force,KOEI,Action
videogame/www.askmen.com/handheld_Mercury-Meltdown.html,Awesome Studios,Ignition Entertainment,Puzzle
videogame/www.askmen.com/ps2_Samurai-Warriors-2.html,Omega Force,KOEI,
videogame/www.askmen.com/ps2_Spy-Hunter-Nowhere-to-Run.html,Terminal Reality,Midway Games,Racing
videogame/www.askmen.com/pc_AGEOD-s-American-Civil-War-1861-1865-8211-The-Blue-and-the-Gray-Pc.html,AGEOD,Matrix Games,Strategy
videogame/www.askmen.com/handheld_Hot-Shots-Golf-Open-Tee-2-Psp.html,Clap Hanz,Sony Computer Entertainment,Sports
videogame/www.askmen.com/ps2_Spider-Man-3-Collector-s-Edition-Ps3.html,Treyarch,Activision,Action
videogame/www.askmen.com/handheld_Dragon-Ball-Z-Supersonic-Warriors-2.html,Banpresto,Atari,Action
videogame/www.askmen.com/pc_Enemy-Territory-Quake-Wars.html,Splash Damage,Activision,Shooter
videogame/www.askmen.com/xbox360_Army-Men-Major-Malfunction.html,*TBA,Global Star,Shooter
videogame/www.askmen.com/ps2_Medal-of-Honor-Vanguard-Ps2.html,EA Los Angeles,Electronic Arts,Shooter
videogame/www.askmen.com/handheld_Rocky-Balboa-Psp.html,Digital Fiction,Ubisoft,Sports
videogame/www.askmen.com/ps2_Madden-NFL-07.html,Tiburon,Electronic Arts,
videogame/www.askmen.com/pc_Over-the-Hedge.html,Edge of Reality,Activision,Action
videogame/www.askmen.com/handheld_Civilization-Revolution-Ds.html,Firaxis,2K Games,Strategy
videogame/www.askmen.com/handheld_Ace-Combat-X-Skies-of-Deception.html,Namco,Namco,Flight
videogame/www.askmen.com/pc_ArchLord-Pc.html,NHN Games,Codemasters,RPG
videogame/www.askmen.com/handheld_The-Legend-of-Zelda-Phantom-Hourglass.html,Nintendo,Nintendo,Action
videogame/www.askmen.com/xbox360_Viva-Pinata-Party-Animals-Xbox360.html,Krome Studios,Microsoft,Party
videogame/www.askmen.com/handheld_Thrillville.html,Frontier Developments,LucasArts,Simulation
videogame/www.askmen.com/xbox360_Undertow-Xbox360.html,Chair Entertainment,Chair Entertainment,Shooter
videogame/www.askmen.com/xbox360_Sonic-the-Hedgehog.html,Sonic Team,SEGA,Platformer
videogame/www.askmen.com/pc_Company-of-Heroes-Opposing-Fronts-Pc.html,Relic,THQ,Strategy
videogame/www.askmen.com/ps2_Twisted-Metal-Head-On-Extra-Twisted-Edition-Ps2.html,"Eat, Sleep, Play",Sony Computer Entertainment,Racing
videogame/www.askmen.com/pc_Silent-Hunter-Wolves-of-the-Pacific-Pc.html,Ubisoft Romania,Ubisoft,Simulation
videogame/www.askmen.com/xbox360_N-Xbox360.html,Slick Entertainment,Slick Entertainment,Platformer
videogame/www.askmen.com/handheld_Line-Rider-Ds.html,inXile entertainment,Genius Products,Puzzle
videogame/www.askmen.com/xbox360_Final-Fantasy-XI.html,,,RPG
videogame/www.askmen.com/handheld_Fish-Tycoon-Ds.html,Majesco,Majesco,Sports
videogame/www.askmen.com/handheld_Ninja-Gaiden-Dragon-Sword-Ds.html,Team Ninja,Tecmo,Action
videogame/www.askmen.com/xbox360_Legendary-The-Box-Xbox360.html,Spark Unlimited,Gamecock,Shooter
videogame/www.askmen.com/xbox360_Snoopy-vs.-the-Red-Baron.html,Namco,Namco,Flight
videogame/www.askmen.com/ps2_OutRun-2006-Coast-2-Coast.html,,,Racing
videogame/www.askmen.com/pc_BioShock.html,Irrational Games,2K Games,Action
videogame/www.askmen.com/ps2_Superman-Returns-The-Videogame.html,Tiburon,Electronic Arts,Action
videogame/www.askmen.com/ps2_Grand-Theft-Auto-Liberty-City-Stories.html,Rockstar Leeds,Rockstar Games,Action
videogame/www.askmen.com/pc_Armed-Assault-Pc.html,Bohemia Interactive,Bohemia Interactive,Shooter
videogame/www.askmen.com/handheld_Dragon-Quest-Monsters-Joker-Ds.html,Square Enix,Square Enix,RPG
videogame/www.askmen.com/ps2_Buzz-The-Mega-Quiz-Ps2.html,Relentless Software,Sony Computer Entertainment,Trivia
videogame/www.askmen.com/handheld_Castlevania-Portrait-Of-Ruin.html,Konami,Konami,Action
videogame/www.askmen.com/handheld_Orcs-Elves-Ds.html,id Software,Electronic Arts,Action
videogame/www.askmen.com/handheld_John-Deere-Harvest-in-the-Heatland-Ds.html,Black Lantern Studios,Destineer,Simulation
videogame/www.askmen.com/xbox360_Soldier-of-Fortune-Pay-Back-Xbox360.html,Cauldron,Activision,Shooter
videogame/www.askmen.com/xbox360_Tom-Clancy-s-Splinter-Cell-Conviction-Xbox360.html,Ubisoft Montreal,Ubisoft,Action
