url,STRING : publisher,STRING : genre,STRING : esrb
videogame/www.gamequestdirect.com/020626720328.html,Vivendi Universal,Playstation 2 > Family,Rated E
videogame/www.gamequestdirect.com/189313000010.html,Respondesign,PC Games > Family,Rated E
videogame/www.gamequestdirect.com/04042100536.html,Interplay,Dreamcast > Gambling,
videogame/www.gamequestdirect.com/01463314664.html,Electronic Arts,GameCube > Sports,
videogame/www.gamequestdirect.com/710425371752.html,Take 2 Interactive,Playstation 3 > Sports,
videogame/www.gamequestdirect.com/09399208560.html,Agetec.,Playstation > Action Adventure,
videogame/www.gamequestdirect.com/01463307979.html,Electronic Arts,Nintendo 64 > Sports,Rated E
videogame/www.gamequestdirect.com/010086670004.html,Sega,Nintendo DS > Simulation,Rated T
videogame/www.gamequestdirect.com/014633154061.html,Electronic Arts,Playstation 2 > Sports,Rated E
videogame/www.gamequestdirect.com/010086660111.html,Sega,Sony PSP > Racing,Rated E
videogame/www.gamequestdirect.com/788687200523.html,Eidos,Xbox 360 > Action Adventure,Rated M
videogame/www.gamequestdirect.com/891563001050.html,Graffiti Entertainment,Game Boy Advance > Role Playing,
videogame/www.gamequestdirect.com/814582405821.html,Sony Computer Entertainment,Playstation 2 > Role Playing,Rated T
videogame/www.gamequestdirect.com/047875750098.html,Activision,Playstation 2 > Hunting Fishing,
videogame/www.gamequestdirect.com/722674100526.html,Namco,Playstation 2 > Adventure,Rated T
videogame/www.gamequestdirect.com/785138380599.html,THQ,GameCube > Adventure,Rated E10
videogame/www.gamequestdirect.com/04549673337.html,Nintendo,Game Boy Advance > Strategy,Rated E
videogame/www.gamequestdirect.com/73906962505.html,TDK,Game Boy Advance > Platform,
videogame/www.gamequestdirect.com/71171942442.html,Sony Computer Entertainment,Playstation > Platform,
videogame/www.gamequestdirect.com/71959305005.html,Crave,Playstation > Role Playing,
videogame/www.gamequestdirect.com/730865520183.html,Atlus,Playstation > Role Playing,
videogame/www.gamequestdirect.com/02062671038.html,Nintendo,Game Boy Color > Puzzle,Rated E
videogame/www.gamequestdirect.com/03171919820.html,Midway,Game Boy Color > Sports,Rated E
videogame/www.gamequestdirect.com/802068101305.html,Destination Software,Nintendo DS > Simulation,
videogame/www.gamequestdirect.com/020626723671.html,Vivendi Universal,Game Boy Advance > Family,Rated E
videogame/www.gamequestdirect.com/853466001070.html,Nintendo,Nintendo WII > Sports,Rated T
videogame/www.gamequestdirect.com/855433001120.html,American Game Factory,Playstation 2 > Fighting,
videogame/www.gamequestdirect.com/010086610284.html,Sega,GameCube > Role Playing,Rated T
videogame/www.gamequestdirect.com/01008651061.html,Infogrames,Dreamcast > Shooters,
videogame/www.gamequestdirect.com/03171919897.html,Midway,GameCube > Sports,
videogame/www.gamequestdirect.com/00888815023.html,Ubisoft,GameCube > Racing,
videogame/www.gamequestdirect.com/742725265479.html,Atari,Microsoft Xbox > Adventure,Rated M
videogame/www.gamequestdirect.com/047875805675.html,Activision,Game Boy Advance > Family,Rated E
videogame/www.gamequestdirect.com/09642701190.html,Ubisoft,Dreamcast > Shooters,Rated T
videogame/www.gamequestdirect.com/802068100346.html,Destination Software,Game Boy Advance > Racing,Rated E
videogame/www.gamequestdirect.com/02148121182.html,Namco,Playstation > Puzzle,
videogame/www.gamequestdirect.com/02029514018.html,Atari,Playstation > Racing,Rated E
videogame/www.gamequestdirect.com/04549673184.html,Nintendo,Game Boy Advance > Platform,Rated E
videogame/www.gamequestdirect.com/04549673138.html,Nintendo,Game Boy Color > Role Playing,
videogame/www.gamequestdirect.com/047875820159.html,Activision,Playstation 2 > Adventure,Rated T
videogame/www.gamequestdirect.com/607718330315.html,OEM,Microsoft Xbox > Accessory,
videogame/www.gamequestdirect.com/741648008026.html,Kemco,Game Boy Advance > Puzzle,Rated E
videogame/www.gamequestdirect.com/014633151428.html,Electronic Arts,Xbox 360 > Sports,Rated E
videogame/www.gamequestdirect.com/04549696001.html,Nintendo,GameCube > Action,
videogame/www.gamequestdirect.com/741948009471.html,Interact,Game Boy Color > Accessory,Rated E
videogame/www.gamequestdirect.com/010086690101.html,Sega,Playstation 3 > Action Adventure,Rated E10
videogame/www.gamequestdirect.com/047875819993.html,THQ,Sony PSP > Action,
videogame/www.gamequestdirect.com/010086650068.html,Sega,Nintendo WII > Fighting,
videogame/www.gamequestdirect.com/710425391590.html,Take 2 Interactive,Xbox 360 > Sports,Rated E10
videogame/www.gamequestdirect.com/093992097301.html,Agetec,Sony PSP > Action,Rated T
videogame/www.gamequestdirect.com/68238471005.html,BAM! Entertainment,Microsoft Xbox > Adventure,
videogame/www.gamequestdirect.com/02148183141.html,Acclaim,Dreamcast > Action Adventure,
videogame/www.gamequestdirect.com/047875809734.html,Activision,GameCube > Action,Rated M
videogame/www.gamequestdirect.com/80552905491.html,Microsoft,Microsoft Xbox > Fighting,Rated T
videogame/www.gamequestdirect.com/788687200486.html,Eidos,Xbox 360 > Family,Rated E10
videogame/www.gamequestdirect.com/045496962760.html,Nintendo,GameCube > Role Playing,
videogame/www.gamequestdirect.com/71171944672.html,Sony Computer Entertainment,Playstation > Platform,
videogame/www.gamequestdirect.com/78513832114.html,THQ,Game Boy Advance > Wrestling,
videogame/www.gamequestdirect.com/014633149456.html,Electronic Arts,Xbox 360 > Sports,Rated E
videogame/www.gamequestdirect.com/710425330247.html,Rockstar Games,Sony PSP > Platform,Rated M
videogame/www.gamequestdirect.com/04549673116.html,Nintendo,Game Boy Color > Strategy,Rated E
videogame/www.gamequestdirect.com/01338820001.html,Capcom,GameCube > Adventure,
videogame/www.gamequestdirect.com/73086552015.html,Atlus,Playstation > Racing,
videogame/www.gamequestdirect.com/047875816091.html,Activision,Nintendo WII > Sports,
videogame/www.gamequestdirect.com/008888151678.html,Ubisoft,GameCube > Action,Rated T
videogame/www.gamequestdirect.com/68238432009.html,Majesco,Game Boy Advance > Family,Rated E
videogame/www.gamequestdirect.com/047875750333.html,Activision,Playstation 2 > Hunting Fishing,
videogame/www.gamequestdirect.com/014633153378.html,Electronic Arts,Nintendo DS > Sports,Rated E
videogame/www.gamequestdirect.com/01463314618.html,Electronic Arts,GameCube > Action,Rated T
videogame/www.gamequestdirect.com/020626726689.html,Vivendi Universal,Nintendo WII > Action Adventure,
videogame/www.gamequestdirect.com/78868710022.html,Eidos,Playstation 2 > Racing,Rated T
videogame/www.gamequestdirect.com/031719300464.html,Midway,Microsoft Xbox > Fighting,
videogame/www.gamequestdirect.com/045557180331.html,Bandai,Playstation 2 > Action,
videogame/www.gamequestdirect.com/04555708853.html,Bandai,Playstation > Action Adventure,
videogame/www.gamequestdirect.com/023272332761.html,Lucas Arts,Xbox 360 > Action Adventure,Rated T
videogame/www.gamequestdirect.com/014633155457.html,Electronic Arts,Nintendo WII > Sports,Rated E
videogame/www.gamequestdirect.com/083717200574.html,Konami,Playstation 2 > Adventure,Rated M
videogame/www.gamequestdirect.com/00888813011.html,Ubisoft,Nintendo 64 > Family,
videogame/www.gamequestdirect.com/023272332617.html,Lucas Arts,Nintendo DS > Adventure,Rated T
videogame/www.gamequestdirect.com/00888814011.html,Ubisoft,Game Boy Advance > Action Adventure,Rated E
videogame/www.gamequestdirect.com/031719900442.html,Midway,Playstation 2 > Fighting,
videogame/www.gamequestdirect.com/047875810419.html,Activision,GameCube > Adventure,
videogame/www.gamequestdirect.com/80552909774.html,Microsoft,Microsoft Xbox > Adventure,
videogame/www.gamequestdirect.com/014633153415.html,Electronic Arts,Nintendo DS > Sports,Rated E
videogame/www.gamequestdirect.com/047875814837.html,Activision,Sony PSP > Action,
videogame/www.gamequestdirect.com/014633148305.html,Electronic Arts,Playstation 2 > Shooters,Rated T
videogame/www.gamequestdirect.com/04042100632.html,Interplay,Playstation > Role Playing,
videogame/www.gamequestdirect.com/00888814032.html,Ubisoft,Game Boy Advance > Fighting,Rated E
videogame/www.gamequestdirect.com/014633155358.html,Electronic Arts,Nintendo WII > Sports,Rated E
videogame/www.gamequestdirect.com/01338828004.html,Capcom,Game Boy Advance > Role Playing,
videogame/www.gamequestdirect.com/44098764022.html,DVD,DVD Movies > Box Set,
videogame/www.gamequestdirect.com/65955667882.html,Microsoft,Microsoft Xbox > Accessory,
videogame/www.gamequestdirect.com/71171944542.html,Sony Computer Entertainment,Playstation > Action Adventure,
videogame/www.gamequestdirect.com/04787580247.html,Activision,Game Boy Advance > Action Adventure,Rated E
videogame/www.gamequestdirect.com/01338821055.html,Capcom,Playstation > Action Adventure,
videogame/www.gamequestdirect.com/04787580339.html,Activision,Game Boy Advance > Action Adventure,Rated T
videogame/www.gamequestdirect.com/882224054034.html,Microsoft,Xbox 360 > Role Playing,Rated M
videogame/www.gamequestdirect.com/742725255890.html,Atari,Microsoft Xbox > Role Playing,
videogame/www.gamequestdirect.com/00888814006.html,Ubisoft,Game Boy Advance > Shooters,Rated E
videogame/www.gamequestdirect.com/75820638780.html,OEM,Nintendo 64 > Accessory,
videogame/www.gamequestdirect.com/893610001099.html,Aksys Games,Nintendo WII > Simulation,Rated E
videogame/www.gamequestdirect.com/04549686016.html,Interact,Nintendo 64 > Accessory,
videogame/www.gamequestdirect.com/710425296956.html,Take 2 Interactive,Microsoft Xbox > Adventure,
videogame/www.gamequestdirect.com/01463314677.html,Electronic Arts,GameCube > Sports,Rated E
videogame/www.gamequestdirect.com/008888164166.html,Ubisoft,Nintendo DS > Simulation,Rated E
videogame/www.gamequestdirect.com/00888812005.html,Ubisoft,Game Boy Color > Platform,Rated E
videogame/www.gamequestdirect.com/00888815004.html,Activision,GameCube > Family,Rated E
videogame/www.gamequestdirect.com/883929020690.html,WHV Games,Nintendo DS > Family,Rated E10
videogame/www.gamequestdirect.com/788687400183.html,Eidos,Sony PSP > Adventure,
videogame/www.gamequestdirect.com/78868730723.html,Eidos,Playstation > Role Playing,
videogame/www.gamequestdirect.com/013388200146.html,Capcom,GameCube > Compilation,
videogame/www.gamequestdirect.com/00888812017.html,Ubisoft,Game Boy Color > Family,Rated E
videogame/www.gamequestdirect.com/78513837003.html,THQ,Dreamcast > Action Adventure,
videogame/www.gamequestdirect.com/78513832064.html,THQ,Game Boy Color > Family,
videogame/www.gamequestdirect.com/00888815006.html,Ubisoft,GameCube > Family,Rated E
videogame/www.gamequestdirect.com/008888323198.html,Ubisoft,Playstation 2 > Platform,Rated E
videogame/www.gamequestdirect.com/031719269426.html,Midway,Sony PSP > Compilation,Rated M
videogame/www.gamequestdirect.com/730865530052.html,Atlus,Playstation 2 > Role Playing,Rated T
videogame/www.gamequestdirect.com/71171972132.html,Sony Computer Entertainment,Playstation 2 > Role Playing,Rated T
videogame/www.gamequestdirect.com/023272332358.html,Lucas Arts,Playstation 2 > Adventure,Rated T
videogame/www.gamequestdirect.com/00888812031.html,Ubisoft,Game Boy Color > Action Adventure,Rated E
videogame/www.gamequestdirect.com/047875753013.html,Activision,Sony PSP > Simulation,Rated T
videogame/www.gamequestdirect.com/053941702021.html,D3 Publisher of America,GameCube > Adventure,
videogame/www.gamequestdirect.com/04549687026.html,Nintendo,Nintendo 64 > Sports,
videogame/www.gamequestdirect.com/010086680126.html,Sega,Xbox 360 > Action Adventure,Rated T
videogame/www.gamequestdirect.com/72267402112.html,Namco,Game Boy Advance > Compilation,Rated E
videogame/www.gamequestdirect.com/01338820007.html,Namco,GameCube > Shooters,Rated T
videogame/www.gamequestdirect.com/662248906119.html,Square Enix,Sony PSP > Role Playing,
videogame/www.gamequestdirect.com/65955668282.html,Microsoft,Microsoft Xbox > Accessory,
videogame/www.gamequestdirect.com/01338826013.html,Capcom,Playstation 2 > Racing,Rated E
videogame/www.gamequestdirect.com/74272523836.html,Atari,Playstation 2 > Adventure,
videogame/www.gamequestdirect.com/053941702014.html,D3 Publisher of America,GameCube > Adventure,
videogame/www.gamequestdirect.com/882224436052.html,Microsoft,Xbox 360 > Action Adventure,
videogame/www.gamequestdirect.com/014633156577.html,EA Sports,Playstation 2 > Sports,Rated E
videogame/www.gamequestdirect.com/008888173984.html,Ubisoft,Nintendo WII > Action Adventure,Rated M
videogame/www.gamequestdirect.com/03171919821.html,Midway,Game Boy Color > Compilation,Rated E
videogame/www.gamequestdirect.com/010086640595.html,Sega,Microsoft Xbox > Action,Rated T
videogame/www.gamequestdirect.com/01008661018.html,Sega,GameCube > Adventure,
videogame/www.gamequestdirect.com/010086630862.html,Sega,Playstation 2 > Platform,Rated E
videogame/www.gamequestdirect.com/014633148862.html,Electronic Arts,Microsoft Xbox > Action,Rated T
videogame/www.gamequestdirect.com/008888333036.html,Ubisoft,Sony PSP > Shooters,
videogame/www.gamequestdirect.com/710425298974.html,Take 2 Interactive,Xbox 360 > Role Playing,Rated M
videogame/www.gamequestdirect.com/01338824002.html,Enix,Game Boy Color > Shooters,
videogame/www.gamequestdirect.com/72224251961.html,Atari,Game Boy Advance > Fighting,Rated T
videogame/www.gamequestdirect.com/014633151312.html,Electronic Arts,Sony PSP > Simulation,Rated T
videogame/www.gamequestdirect.com/014633147544.html,Electronic Arts,Playstation 2 > Fighting,Rated M
videogame/www.gamequestdirect.com/882224436083.html,Microsoft,Xbox 360 > Action Adventure,
videogame/www.gamequestdirect.com/04549696003.html,Nintendo,GameCube > Action,
videogame/www.gamequestdirect.com/014633148800.html,EA Sports,Sony PSP > Sports,Rated E
videogame/www.gamequestdirect.com/853466001094.html,XSeed JKS,Sony PSP > Action,Rated E10
videogame/www.gamequestdirect.com/710425391316.html,Take 2 Interactive,Xbox 360 > Action Adventure,
videogame/www.gamequestdirect.com/04549695007.html,Nintendo,GameCube > Accessory,
videogame/www.gamequestdirect.com/04555708858.html,Bandai,Playstation > Action Adventure,
videogame/www.gamequestdirect.com/802068100421.html,Jack of all Games,Nintendo DS > Racing,
videogame/www.gamequestdirect.com/662248904054.html,Square Enix,Playstation 2 > Role Playing,
videogame/www.gamequestdirect.com/78868730283.html,Eidos,Playstation > Action Adventure,
videogame/www.gamequestdirect.com/010086650082.html,Sega,Nintendo WII > Family,Rated E
videogame/www.gamequestdirect.com/020626725897.html,Vivendi Universal,Microsoft Xbox > Racing,
videogame/www.gamequestdirect.com/031719198825.html,Midway,GameCube > Role Playing,Rated T
videogame/www.gamequestdirect.com/730865850204.html,Atlus,Game Boy Advance > Strategy,Rated E
videogame/www.gamequestdirect.com/03171919868.html,Midway,Game Boy Advance > Action Adventure,Rated E
videogame/www.gamequestdirect.com/859292000119.html,Madcatz,Playstation 2 > Adventure,Rated T
videogame/www.gamequestdirect.com/013388270019.html,Capcom,Sony PSP > Action,Rated T
videogame/www.gamequestdirect.com/882224444477.html,Microsoft,Xbox 360 > Action Adventure,Rated M
videogame/www.gamequestdirect.com/01463314605.html,Electronic Arts,GameCube > Shooters,Rated T
videogame/www.gamequestdirect.com/66120413006.html,New Kid Co.,Nintendo 64 > Family,
videogame/www.gamequestdirect.com/710425299148.html,Rockstar Software,Xbox 360 > Action Adventure,Rated M
videogame/www.gamequestdirect.com/00888812030.html,Ubisoft,Game Boy Color > Family,Rated E
videogame/www.gamequestdirect.com/01338820002.html,Capcom,GameCube > Action,Rated M
videogame/www.gamequestdirect.com/72267402114.html,Namco,Game Boy Advance > Fighting,Rated T
videogame/www.gamequestdirect.com/014633153088.html,EA Sports,Xbox 360 > Sports,Rated E
videogame/www.gamequestdirect.com/66224899904.html,Square Enix,Playstation > Role Playing,
videogame/www.gamequestdirect.com/788687500395.html,Eidos,Playstation 2 > Music Dancing,Rated T
videogame/www.gamequestdirect.com/03171919976.html,Vivendi Universal,Game Boy Color > Action Adventure,Rated E
videogame/www.gamequestdirect.com/742725275256.html,Atari,Sony PSP > Role Playing,Rated T
videogame/www.gamequestdirect.com/711719805007.html,Sony Computer Entertainment,Playstation 3 > Accessory,
videogame/www.gamequestdirect.com/01338821016.html,Capcom,Playstation > Role Playing,
videogame/www.gamequestdirect.com/04555718012.html,Bandai,Playstation 2 > Role Playing,
videogame/www.gamequestdirect.com/71171944512.html,Sony Computer Entertainment,Playstation > Role Playing,
videogame/www.gamequestdirect.com/710425371301.html,Take 2 Interactive,Playstation 3 > Action Adventure,
videogame/www.gamequestdirect.com/71171971672.html,Sony Computer Entertainment,Playstation 2 > Adventure,
videogame/www.gamequestdirect.com/013388280308.html,Capcom,Game Boy Advance > Compilation,Rated E
videogame/www.gamequestdirect.com/008888323419.html,Ubisoft,Playstation 2 > Action,Rated E
videogame/www.gamequestdirect.com/74272524391.html,Atari,Playstation 2 > Adventure,
videogame/www.gamequestdirect.com/01338829003.html,Capcom,Microsoft Xbox > Fighting,
videogame/www.gamequestdirect.com/045496960445.html,Nintendo,GameCube > Sports,Rated E
videogame/www.gamequestdirect.com/010086690095.html,Sega,Playstation 3 > Racing,Rated E
videogame/www.gamequestdirect.com/79741910006.html,Neotec,Dreamcast > Accessory,
videogame/www.gamequestdirect.com/01008601051.html,Sega,Classic Platform > Sega Genesis,Rated E
videogame/www.gamequestdirect.com/00888812011.html,Ubisoft,Game Boy Color > Action Adventure,Rated E
videogame/www.gamequestdirect.com/01894601007.html,Tecmo,Playstation > Action Adventure,Rated M
videogame/www.gamequestdirect.com/05214584007.html,Virgin,Classic Platform > Super Nintendo SNES,
videogame/www.gamequestdirect.com/66359318003.html,Rockstar Games,Dreamcast > Action Adventure,Rated M
videogame/www.gamequestdirect.com/014633151695.html,EA Sports,Xbox 360 > Sports,Rated E
videogame/www.gamequestdirect.com/710425341335.html,Take 2 Interactive,Nintendo WII > Action Adventure,
videogame/www.gamequestdirect.com/014633151268.html,Electronic Arts,Playstation 2 > Simulation,Rated T
videogame/www.gamequestdirect.com/01463314481.html,Electronic Arts,GameCube > Sports,Rated E
videogame/www.gamequestdirect.com/752919990506.html,THQ,Playstation 3 > Wrestling,Rated T
videogame/www.gamequestdirect.com/014633151619.html,Electronic Arts,Playstation 2 > Action,Rated E
videogame/www.gamequestdirect.com/045496717742.html,Nintendo,Nintendo DS > Accessory,
videogame/www.gamequestdirect.com/71171971132.html,Sony Computer Entertainment,Playstation 2 > Role Playing,
videogame/www.gamequestdirect.com/71171942402.html,Sony Computer Entertainment,Playstation > Role Playing,
videogame/www.gamequestdirect.com/014633152395.html,EA Sports,Microsoft Xbox > Sports,Rated E
videogame/www.gamequestdirect.com/014633152067.html,Electronic Arts,Sony PSP > Action,Rated E
videogame/www.gamequestdirect.com/01463314133.html,Electronic Arts,Nintendo 64 > Sports,Rated E
videogame/www.gamequestdirect.com/008888140313.html,Atari,Game Boy Advance > Racing,
videogame/www.gamequestdirect.com/71171949002.html,Sony Computer Entertainment,Playstation > Platform,
